year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,tradeActivePairShare,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,13195837.000000,0.025638,112939.000000,274.000000,0.000000,0.013313,0.000909,0.000000,0.000000,0.000000,5,0.993755,1.000000,0.003079,0.003125
-4950,17207701.000000,0.028697,128098.500000,270.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,43,0.974350,0.896578,0.000120,0.000198
-4900,19719073.000000,0.028592,83668.000000,235.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58,0.970800,0.857014,0.000149,0.000225
-4850,21903777.000000,0.029669,60308.000000,234.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84,0.969217,0.881463,0.000171,0.000255
-4800,23851732.000000,0.030175,41659.000000,216.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,106,0.971656,0.899423,0.000175,0.000281
-4750,26033572.000000,0.031366,32995.000000,216.000000,0.000000,0.009638,0.002819,0.000000,0.000000,0.000000,120,0.971845,0.904316,0.000186,0.000316
-4700,28467235.000000,0.032777,31365.000000,213.000000,0.000000,0.010268,0.002603,0.000000,0.000000,0.000000,127,0.975481,0.921590,0.000184,0.000327
-4650,31360862.000000,0.033803,31622.000000,213.000000,0.000000,0.010258,0.002921,0.000000,0.000000,0.000000,127,0.972237,0.919979,0.000184,0.000295
-4600,33993110.000000,0.035627,26942.000000,213.000000,0.000000,0.009729,0.002862,0.000000,0.000000,0.000000,145,0.973857,0.918691,0.000185,0.000296
-4550,36906042.000000,0.036457,23576.000000,211.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,153,0.972065,0.920895,0.000190,0.000316
-4500,40283409.000000,0.037306,23827.500000,212.000000,0.000000,0.010375,0.003133,0.000000,0.000000,0.000000,158,0.972478,0.918809,0.000192,0.000336
-4450,43575570.000000,0.038598,25398.000000,213.000000,0.000000,0.010762,0.002930,0.000000,0.000000,0.000000,165,0.972648,0.906700,0.000189,0.000325
-4400,47117020.000000,0.040542,23301.000000,213.000000,0.166389,0.011887,0.002737,0.000000,0.000000,0.000000,176,0.970476,0.916804,0.000205,0.000339
-4350,51724993.000000,0.043176,22965.000000,213.000000,0.153610,0.010727,0.002791,0.000000,0.000000,0.000000,176,0.973681,0.922971,0.000190,0.000307
-4300,56611911.000000,0.044740,22749.000000,213.000000,0.142653,0.009012,0.002952,0.000000,0.000000,0.000000,176,0.969280,0.917413,0.000195,0.000331
-4250,61396549.000000,0.045820,26410.000000,211.000000,0.133156,0.000000,0.000000,0.000000,0.000000,0.000000,184,0.969407,0.917698,0.000193,0.000307
-4200,67546591.000000,0.048853,27146.000000,210.500000,0.124844,0.000000,0.000000,0.000000,0.000000,0.000000,190,0.971839,0.910128,0.000197,0.000307
-4150,73554294.000000,0.051008,27063.500000,213.000000,0.117509,0.009586,0.003147,0.000000,0.000000,0.000000,194,0.970896,0.918322,0.000196,0.000318
-4100,80617631.000000,0.052560,26346.000000,213.000000,0.110988,0.009479,0.003346,0.000000,0.000000,0.000000,194,0.972801,0.926186,0.000191,0.000300
-4050,88375211.000000,0.052011,27570.000000,213.000000,0.105152,0.008263,0.003447,0.000000,0.000000,0.000000,197,0.969889,0.921583,0.000177,0.000259
-4000,97504368.000000,0.053929,28332.000000,213.000000,0.099900,0.009374,0.003448,0.000000,0.000000,0.000000,210,0.971137,0.910314,0.000189,0.000302
-3950,106438482.000000,0.056676,27927.000000,211.000000,0.095147,0.009519,0.003448,0.000000,0.000000,0.000000,213,0.969299,0.915678,0.000190,0.000292
-3900,114196899.000000,0.056632,31005.000000,211.000000,0.090827,0.008352,0.003355,0.000000,0.000000,0.000000,213,0.968163,0.916854,0.000185,0.000266
