year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,16094089.000000,0.025409,131174.500000,355.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,0.997674,1.000000,0.003031,0.003086
-4950,20455270.000000,0.027917,135406.000000,344.000000,0.000000,0.000001,0.000000,0.000000,0.000000,35,0.961199,0.827753,0.000000,0.000000
-4900,23181017.000000,0.027617,124834.000000,294.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68,0.966790,0.848547,0.000000,0.000000
-4850,25668827.000000,0.027474,116108.000000,296.000000,0.000000,0.000000,0.000000,0.000000,0.000000,99,0.962630,0.854681,0.000001,0.000000
-4800,27644649.000000,0.027830,94897.500000,294.000000,0.000000,0.000000,0.000000,0.000000,0.000000,137,0.963829,0.880130,0.000000,0.000000
-4750,29525840.000000,0.028345,102341.000000,294.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150,0.965790,0.879360,0.000000,0.000000
-4700,31269167.000000,0.029331,95456.000000,278.000000,0.000000,0.000000,0.000000,0.000000,0.000000,169,0.972512,0.904868,0.000000,0.000000
-4650,33208136.000000,0.029654,91797.000000,266.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173,0.963653,0.870762,0.000000,0.000000
-4600,35749316.000000,0.031109,85525.000000,254.000000,0.000000,0.000000,0.000000,0.000000,0.000000,184,0.971705,0.903052,0.000000,0.000000
-4550,38513924.000000,0.031856,80290.500000,246.500000,0.221729,0.000000,0.000000,0.000000,0.000000,206,0.970273,0.901149,0.000000,0.000000
-4500,41234144.000000,0.032354,82327.000000,248.000000,0.199601,0.000000,0.000000,0.000000,0.000000,212,0.965451,0.901901,0.000000,0.000000
-4450,43685841.000000,0.033649,82739.000000,254.500000,0.181488,0.000000,0.000000,0.000000,0.000000,216,0.973590,0.912135,0.000000,0.000000
-4400,46206682.000000,0.033208,81612.000000,246.500000,0.166389,0.000000,0.000000,0.000000,0.000000,222,0.966767,0.898519,0.000000,0.000000
-4350,48902177.000000,0.034218,64635.000000,237.500000,0.153610,0.000000,0.000000,0.000000,0.000000,231,0.970997,0.917552,0.000000,0.000000
-4300,51688262.000000,0.034133,55751.000000,229.000000,0.142653,0.000000,0.000000,0.000000,0.000000,238,0.966665,0.897022,0.000000,0.000000
-4250,54975705.000000,0.035093,59446.000000,229.000000,0.133156,0.000000,0.000000,0.000000,0.000000,244,0.962511,0.884861,0.000000,0.000000
-4200,57659644.000000,0.035367,82405.000000,229.000000,0.124844,0.000000,0.000000,0.000000,0.000000,246,0.963416,0.877940,0.000000,0.000000
-4150,61184044.000000,0.037411,82583.000000,233.000000,0.117509,0.000000,0.000000,0.000000,0.000000,249,0.971238,0.912281,0.000000,0.000000
