seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,rows,run_dir,reason
1,True,0,505.455,False,False,36,1982,65,Kingdom of Calxoctan,15,Currency,120,Copper Smelting,-449,147,Arkaleshan Tribe,620,/mnt/c/WS/WorldSimulation10028/out/seed_diag8_after_unblock/seed_1,
2,True,0,491.591,False,False,34,1930,65,Republic of Kingdom of North teotemtan,34,Banking,120,Copper Smelting,-19,31,Kingdom of New ninuran,667,/mnt/c/WS/WorldSimulation10028/out/seed_diag8_after_unblock/seed_2,
3,True,0,469.395,False,False,36,-1669,49,Empire of New mangozu,12,Shipbuilding,120,Copper Smelting,-1627,34,Kingdom of Great belbarad,563,/mnt/c/WS/WorldSimulation10028/out/seed_diag8_after_unblock/seed_3,
4,True,0,482.593,False,False,28,-37,1,Kingdom of New survivi Kingdom,12,Shipbuilding,120,Copper Smelting,1664,38,Kingdom of South kalbarbaran,527,/mnt/c/WS/WorldSimulation10028/out/seed_diag8_after_unblock/seed_4,
5,True,0,518.380,False,False,40,1988,240,Empire of Old lamzuzu Kingdom,33,Paper,120,Copper Smelting,208,31,Kingdom of Arursamum,665,/mnt/c/WS/WorldSimulation10028/out/seed_diag8_after_unblock/seed_5,
6,True,0,442.227,False,False,29,-450,0,South kanvivi Tribe,38,Mechanical Clock,119,Native Copper Working,-362,60,Kingdom of South bellentaria,613,/mnt/c/WS/WorldSimulation10028/out/seed_diag8_after_unblock/seed_6,
7,True,0,479.956,False,False,42,1917,316,Republic of North chitanara,33,Paper,120,Copper Smelting,-70,90,Kingdom of North zenquirom,595,/mnt/c/WS/WorldSimulation10028/out/seed_diag8_after_unblock/seed_7,
8,True,0,473.119,False,False,30,559,49,Empire of Chimaene,38,Mechanical Clock,120,Copper Smelting,340,109,Kingdom of Old tarvenland,576,/mnt/c/WS/WorldSimulation10028/out/seed_diag8_after_unblock/seed_8,
