year,live_countries,stable_countries,low_stability_countries,low_legitimacy_countries,low_both_countries,critical_countries,pop_total,pop_low_stability,pop_low_legitimacy,pop_low_both,pop_critical,pop_low_stability_share,pop_low_legitimacy_share,pop_low_both_share,pop_critical_share,stability_mean,stability_p10,legitimacy_mean,legitimacy_p10,worst_stability_ids,worst_legitimacy_ids
-5000,97,59,0,0,0,0,28229889.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998163,0.997480,0.614039,0.569160,20:0.987;60:0.988;80:0.988;0:0.989;38:0.997,32:0.549;1:0.550;87:0.551;89:0.555;26:0.556
-550,234,50,178,184,178,177,1976859517.000000,309869716.000000,352921451.000000,309869716.000000,309505306.000000,0.156748,0.178526,0.156748,0.156564,0.254412,0.007630,0.229534,0.011630,48:0.006;98:0.006;225:0.006;73:0.006;119:0.007,48:0.007;225:0.008;170:0.009;119:0.009;73:0.009
-500,234,49,176,182,176,176,1998682563.000000,317284589.000000,343629668.000000,317284589.000000,342377931.000000,0.158747,0.171928,0.158747,0.171302,0.254384,0.007600,0.229862,0.011160,98:0.006;48:0.006;50:0.006;73:0.006;118:0.007,48:0.008;98:0.008;50:0.009;73:0.009;118:0.009
-450,234,50,179,184,179,175,2035356447.000000,345602903.000000,362023443.000000,345602903.000000,345077481.000000,0.169800,0.177867,0.169800,0.169542,0.253313,0.007700,0.230002,0.011200,50:0.006;48:0.006;73:0.006;98:0.006;199:0.006,199:0.008;50:0.008;48:0.008;140:0.009;73:0.009
-400,234,50,179,182,178,178,2002750506.000000,346720777.000000,362892398.000000,346711314.000000,346661927.000000,0.173122,0.181197,0.173118,0.173093,0.252217,0.007730,0.228137,0.011660,98:0.006;48:0.006;50:0.007;118:0.007;119:0.007,48:0.008;98:0.009;73:0.009;118:0.010;119:0.010
-350,234,51,179,182,179,179,1971733521.000000,344383818.000000,358651333.000000,344383818.000000,358362435.000000,0.174660,0.181896,0.174660,0.181750,0.253147,0.008200,0.229496,0.013030,98:0.007;48:0.007;73:0.007;50:0.007;118:0.007,48:0.010;118:0.011;73:0.011;153:0.011;98:0.011
-300,234,50,179,183,179,181,1975578253.000000,340262700.000000,353952613.000000,340262700.000000,353877236.000000,0.172234,0.179164,0.172234,0.179126,0.250509,0.008300,0.226882,0.013300,170:0.006;98:0.007;50:0.007;108:0.007;55:0.007,170:0.008;48:0.010;98:0.011;218:0.011;118:0.011
-250,235,50,180,185,180,179,1969776629.000000,325902181.000000,350842575.000000,325902181.000000,338888134.000000,0.165451,0.178113,0.165451,0.172044,0.249649,0.008300,0.227476,0.013400,48:0.006;98:0.007;225:0.007;50:0.007;168:0.007,48:0.009;225:0.009;168:0.011;170:0.011;210:0.011
-200,235,50,179,184,179,180,2002130063.000000,321490359.000000,346048485.000000,321490359.000000,344908730.000000,0.160574,0.172840,0.160574,0.172271,0.250320,0.008300,0.227315,0.012720,98:0.006;48:0.007;50:0.007;156:0.007;225:0.007,48:0.010;225:0.010;98:0.010;56:0.011;156:0.011
-150,235,49,180,183,179,180,2013022580.000000,301707642.000000,325847309.000000,301650740.000000,324901389.000000,0.149878,0.161870,0.149850,0.161400,0.247500,0.008040,0.225162,0.012200,73:0.007;98:0.007;50:0.007;119:0.007;225:0.007,225:0.009;85:0.010;119:0.010;73:0.010;50:0.010
-100,236,48,181,185,181,180,2050431889.000000,337319447.000000,349440018.000000,337319447.000000,348271264.000000,0.164511,0.170423,0.164511,0.169853,0.248919,0.008400,0.224128,0.013850,98:0.007;48:0.007;50:0.007;73:0.007;156:0.007,48:0.011;50:0.011;98:0.011;156:0.011;118:0.011
-50,236,48,180,184,180,181,2048940391.000000,322225560.000000,333583899.000000,322225560.000000,333162605.000000,0.157264,0.162808,0.157264,0.162602,0.250274,0.008150,0.224356,0.012950,48:0.006;225:0.006;73:0.007;218:0.007;50:0.007,225:0.008;48:0.008;218:0.009;73:0.010;131:0.010
0,236,48,181,185,181,180,2057346211.000000,334763219.000000,345741255.000000,334763219.000000,334817417.000000,0.162716,0.168052,0.162716,0.162742,0.247161,0.008200,0.223194,0.012850,48:0.006;225:0.007;98:0.007;55:0.007;73:0.007,48:0.008;225:0.009;170:0.011;55:0.011;98:0.011
50,237,48,181,187,181,180,2083496518.000000,322242547.000000,338942721.000000,322242547.000000,332179430.000000,0.154664,0.162680,0.154664,0.159434,0.248221,0.008100,0.222674,0.012560,98:0.006;48:0.006;55:0.007;73:0.007;50:0.007,48:0.009;98:0.009;55:0.010;73:0.010;225:0.010
100,237,49,182,187,182,182,2111172190.000000,331124437.000000,348993071.000000,331124437.000000,342024850.000000,0.156844,0.165308,0.156844,0.162007,0.248146,0.007700,0.222997,0.011120,48:0.006;225:0.006;50:0.006;137:0.006;73:0.006,225:0.007;48:0.007;227:0.009;135:0.009;231:0.009
150,237,50,181,187,181,183,2123911984.000000,331781976.000000,349823449.000000,331781976.000000,338029528.000000,0.156213,0.164707,0.156213,0.159154,0.248835,0.007600,0.222641,0.011300,48:0.005;98:0.006;225:0.006;137:0.006;218:0.006,48:0.006;225:0.007;218:0.008;98:0.008;31:0.008
200,237,47,183,186,183,183,2161057737.000000,331308596.000000,347734762.000000,331308596.000000,347383392.000000,0.153309,0.160910,0.153309,0.160747,0.246925,0.007860,0.219461,0.011700,48:0.006;137:0.006;73:0.006;98:0.007;50:0.007,48:0.008;73:0.009;119:0.010;218:0.010;225:0.010
250,237,47,181,185,181,181,2171088821.000000,332835815.000000,349082260.000000,332835815.000000,338293257.000000,0.153304,0.160787,0.153304,0.155817,0.247287,0.008000,0.222683,0.012060,98:0.006;48:0.006;137:0.006;50:0.007;225:0.007,48:0.008;98:0.009;225:0.009;50:0.010;119:0.010
300,237,49,181,185,181,181,2163090844.000000,328751301.000000,345717240.000000,328751301.000000,334825599.000000,0.151982,0.159826,0.151982,0.154790,0.249108,0.007600,0.224306,0.011260,48:0.006;98:0.006;137:0.006;73:0.006;128:0.006,48:0.008;128:0.009;210:0.009;225:0.009;73:0.009
350,237,47,181,186,181,183,2193445031.000000,331268437.000000,349164227.000000,331268437.000000,337054047.000000,0.151027,0.159185,0.151027,0.153664,0.247873,0.007700,0.219017,0.011500,48:0.006;98:0.006;225:0.006;137:0.006;73:0.006,48:0.007;225:0.008;98:0.008;73:0.009;118:0.009
400,237,46,182,188,182,182,2220748188.000000,337887434.000000,355633165.000000,337887434.000000,354926967.000000,0.152150,0.160141,0.152150,0.159823,0.249714,0.007800,0.217743,0.011660,48:0.006;98:0.006;137:0.006;73:0.006;225:0.006,48:0.008;225:0.008;213:0.009;73:0.009;118:0.010
450,237,48,182,189,182,182,2232283326.000000,344601349.000000,363162563.000000,344601349.000000,350141366.000000,0.154372,0.162687,0.154372,0.156853,0.251131,0.008260,0.217900,0.013000,48:0.006;137:0.006;225:0.006;98:0.007;73:0.007,225:0.008;48:0.008;118:0.010;119:0.010;73:0.011
500,237,48,183,188,183,182,2239554694.000000,338164936.000000,356088725.000000,338164936.000000,343753018.000000,0.150997,0.159000,0.150997,0.153492,0.249350,0.008400,0.218938,0.013520,48:0.006;98:0.007;73:0.007;225:0.007;119:0.007,48:0.009;225:0.009;119:0.010;73:0.011;231:0.011
550,237,48,181,187,181,183,2243866887.000000,332201739.000000,350409251.000000,332201739.000000,349408498.000000,0.148049,0.156163,0.148049,0.155717,0.247919,0.008360,0.220313,0.013260,137:0.006;225:0.006;48:0.006;98:0.007;118:0.007,225:0.008;48:0.009;118:0.010;119:0.011;170:0.011
600,237,48,182,187,182,182,2241623132.000000,345047368.000000,362681539.000000,345047368.000000,350508898.000000,0.153927,0.161794,0.153927,0.156364,0.248028,0.008400,0.221776,0.013860,137:0.006;98:0.006;48:0.007;119:0.007;225:0.007,98:0.010;48:0.010;119:0.010;225:0.011;222:0.011
650,237,48,182,188,182,182,2270290894.000000,344915598.000000,362584211.000000,344915598.000000,361857315.000000,0.151926,0.159708,0.151926,0.159388,0.249365,0.008200,0.219775,0.013120,48:0.006;225:0.007;73:0.007;119:0.007;231:0.007,225:0.009;48:0.009;73:0.010;119:0.010;231:0.010
700,237,48,181,188,181,182,2302185866.000000,347417565.000000,366260716.000000,347417565.000000,353553190.000000,0.150908,0.159093,0.150908,0.153573,0.251969,0.008400,0.220741,0.013660,225:0.006;48:0.007;98:0.007;119:0.007;50:0.007,225:0.008;48:0.009;119:0.010;98:0.011;110:0.011
750,237,48,179,187,179,180,2297891669.000000,346348029.000000,365251204.000000,346348029.000000,352079925.000000,0.150724,0.158951,0.150724,0.153219,0.255374,0.008500,0.224657,0.013860,137:0.006;48:0.007;73:0.007;98:0.007;225:0.007,48:0.009;225:0.010;73:0.010;119:0.011;137:0.011
800,237,48,179,186,179,180,2290885456.000000,341246061.000000,359351284.000000,341246061.000000,347032162.000000,0.148958,0.156861,0.148958,0.151484,0.256520,0.008400,0.224138,0.013400,137:0.006;48:0.006;98:0.007;50:0.007;73:0.007,48:0.009;225:0.011;98:0.011;156:0.011;157:0.011
850,237,48,178,187,178,182,2292453124.000000,334942000.000000,352477982.000000,334942000.000000,351357974.000000,0.146106,0.153756,0.146106,0.153267,0.257163,0.008200,0.222492,0.012560,48:0.006;137:0.006;98:0.007;55:0.007;73:0.007,48:0.009;218:0.010;209:0.010;225:0.010;55:0.011
900,238,48,179,189,179,182,2307781352.000000,345357876.000000,361933470.000000,345357876.000000,361416003.000000,0.149649,0.156832,0.149649,0.156608,0.257966,0.008100,0.221544,0.012470,48:0.006;98:0.006;137:0.006;73:0.007;225:0.007,48:0.007;225:0.009;98:0.009;73:0.010;55:0.010
950,238,48,180,188,180,183,2330821606.000000,350810937.000000,367569628.000000,350810937.000000,367248870.000000,0.150510,0.157700,0.150510,0.157562,0.256697,0.007870,0.222173,0.011800,48:0.006;98:0.006;137:0.006;55:0.007;225:0.007,48:0.008;225:0.009;98:0.009;170:0.009;55:0.010
1000,238,48,180,186,179,181,2308997806.000000,355148125.000000,373431562.000000,355137997.000000,361481342.000000,0.153811,0.161729,0.153806,0.156553,0.254313,0.008000,0.222884,0.012000,48:0.006;225:0.006;137:0.006;73:0.007;98:0.007,48:0.006;225:0.006;73:0.009;55:0.010;98:0.010
1050,238,48,180,188,180,183,2328692603.000000,365377865.000000,383980592.000000,365377865.000000,382699857.000000,0.156903,0.164891,0.156903,0.164341,0.254822,0.007700,0.223333,0.011370,218:0.006;48:0.006;98:0.006;137:0.006;73:0.007,218:0.006;48:0.008;131:0.009;31:0.009;225:0.009
1100,238,48,179,189,179,181,2367234613.000000,369534059.000000,388271129.000000,369534059.000000,375627154.000000,0.156104,0.164019,0.156104,0.158678,0.255857,0.007900,0.222705,0.011800,48:0.006;225:0.006;137:0.006;73:0.007;50:0.007,48:0.007;225:0.007;231:0.009;73:0.010;50:0.010
1150,239,48,179,189,179,182,2390469610.000000,380047719.000000,397740296.000000,380047719.000000,386608557.000000,0.158985,0.166386,0.158985,0.161729,0.257585,0.007700,0.222265,0.011260,98:0.006;137:0.006;89:0.006;73:0.006;50:0.007,89:0.008;48:0.008;98:0.008;73:0.009;135:0.009
1200,239,48,179,190,179,182,2419303377.000000,378335403.000000,395747786.000000,378335403.000000,394705271.000000,0.156382,0.163579,0.156382,0.163148,0.261229,0.007900,0.221424,0.011860,48:0.006;137:0.006;73:0.007;98:0.007;118:0.007,48:0.008;118:0.009;73:0.010;225:0.010;99:0.010
1250,239,49,179,188,179,179,2437893226.000000,389934409.000000,408429188.000000,389934409.000000,395561556.000000,0.159947,0.167534,0.159947,0.162255,0.262063,0.008100,0.225766,0.012380,98:0.006;48:0.006;73:0.006;137:0.006;118:0.007,48:0.009;186:0.009;98:0.009;73:0.009;118:0.009
1300,239,48,180,188,180,181,2449364710.000000,394428568.000000,413240031.000000,394428568.000000,411927315.000000,0.161033,0.168713,0.161033,0.168177,0.258762,0.008600,0.223863,0.013600,48:0.006;137:0.006;225:0.007;98:0.007;118:0.007,48:0.009;225:0.009;73:0.010;119:0.010;175:0.010
1350,239,47,180,191,180,182,2450355332.000000,394313855.000000,414003714.000000,394313855.000000,406596015.000000,0.160921,0.168957,0.160921,0.165933,0.256712,0.008700,0.221468,0.014360,137:0.007;48:0.007;98:0.007;225:0.007;50:0.008,48:0.009;225:0.010;73:0.011;98:0.011;119:0.011
1400,239,48,180,189,179,182,2458407723.000000,393553727.000000,411870566.000000,393229687.000000,399341283.000000,0.160085,0.167535,0.159953,0.162439,0.254890,0.008500,0.223072,0.013260,48:0.007;98:0.007;50:0.007;73:0.007;225:0.007,48:0.010;170:0.011;225:0.011;150:0.011;85:0.011
1450,239,48,181,190,181,184,2489959164.000000,398948739.000000,417045775.000000,398948739.000000,416336218.000000,0.160223,0.167491,0.160223,0.167206,0.253293,0.008600,0.219374,0.013600,48:0.007;73:0.007;98:0.007;119:0.007;156:0.008,48:0.009;73:0.010;225:0.011;98:0.011;119:0.011
1500,240,48,181,191,181,186,2483247242.000000,403361261.000000,497617585.000000,403361261.000000,420791236.000000,0.162433,0.200390,0.162433,0.169452,0.254643,0.008500,0.220832,0.013490,48:0.007;98:0.007;73:0.007;156:0.008;50:0.008,48:0.009;225:0.011;73:0.011;98:0.011;137:0.011
1550,241,49,181,190,180,183,2417218261.000000,410800287.000000,428655910.000000,410790914.000000,427620142.000000,0.169948,0.177334,0.169944,0.176906,0.255909,0.008700,0.221896,0.014200,225:0.007;48:0.007;73:0.007;119:0.008;50:0.008,225:0.009;48:0.010;73:0.011;119:0.011;98:0.012
1600,242,48,182,190,182,185,2414527969.000000,410209506.000000,417344000.000000,410209506.000000,416581071.000000,0.169892,0.172847,0.169892,0.172531,0.254325,0.008700,0.222535,0.014120,225:0.006;48:0.007;98:0.007;119:0.007;50:0.008,225:0.007;48:0.009;119:0.010;73:0.011;98:0.012
1650,242,48,183,192,183,188,2412022552.000000,406047563.000000,413267423.000000,406047563.000000,412575289.000000,0.168343,0.171336,0.168343,0.171050,0.250391,0.008700,0.216140,0.014010,225:0.006;48:0.007;11:0.007;55:0.008;50:0.008,225:0.007;11:0.009;48:0.009;137:0.011;55:0.012
1700,243,49,184,194,184,186,2438176036.000000,404632123.000000,412169524.000000,404632123.000000,404961004.000000,0.165957,0.169048,0.165957,0.166092,0.248569,0.008100,0.216277,0.012220,98:0.006;73:0.007;50:0.007;225:0.007;48:0.007,225:0.009;48:0.009;98:0.010;73:0.010;50:0.010
1750,243,49,185,191,185,186,2458578829.000000,401665054.000000,408538089.000000,401665054.000000,401747364.000000,0.163373,0.166168,0.163373,0.163406,0.249493,0.008120,0.219320,0.012400,225:0.006;48:0.006;175:0.007;98:0.007;157:0.007,225:0.006;48:0.007;175:0.009;157:0.009;99:0.010
1800,243,48,186,193,186,185,2505321836.000000,410913743.000000,417988821.000000,410913743.000000,416647936.000000,0.164016,0.166840,0.164016,0.166305,0.247346,0.008200,0.218781,0.012620,225:0.006;98:0.006;48:0.006;73:0.007;55:0.007,225:0.007;48:0.008;98:0.009;73:0.010;55:0.010
1850,243,46,185,193,185,187,2549028501.000000,417516521.000000,424757371.000000,417516521.000000,423651801.000000,0.163794,0.166635,0.163794,0.166201,0.248676,0.008200,0.216015,0.012200,225:0.006;48:0.007;227:0.007;98:0.007;157:0.007,225:0.008;227:0.008;48:0.009;157:0.010;190:0.010
1900,243,46,186,193,186,188,2556912641.000000,421628071.000000,429055141.000000,421628071.000000,428110899.000000,0.164897,0.167802,0.164897,0.167433,0.245425,0.008200,0.213814,0.012120,225:0.006;98:0.006;48:0.007;73:0.007;119:0.007,225:0.007;48:0.009;98:0.009;73:0.010;127:0.010
1950,243,46,186,196,186,188,2558576832.000000,415282387.000000,514096414.000000,415282387.000000,421489457.000000,0.162310,0.200931,0.162310,0.164736,0.245126,0.007820,0.210479,0.011420,175:0.006;225:0.006;186:0.006;48:0.007;73:0.007,225:0.008;186:0.008;175:0.008;127:0.009;157:0.009
2000,244,46,187,197,187,189,2566384211.000000,416723177.000000,517902818.000000,416723177.000000,423086828.000000,0.162378,0.201803,0.162378,0.164857,0.245141,0.007900,0.209058,0.011800,48:0.006;98:0.006;225:0.006;50:0.006;73:0.007,48:0.007;225:0.007;50:0.009;98:0.009;127:0.009
2025,244,46,187,194,187,190,2573458408.000000,423132224.000000,430622979.000000,423132224.000000,429602539.000000,0.164422,0.167332,0.164422,0.166936,0.247819,0.008700,0.214565,0.014330,73:0.007;98:0.007;215:0.008;48:0.008;218:0.008,73:0.011;218:0.011;48:0.011;225:0.011;131:0.012
