year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,tradeActivePairShare,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90,stabilityMean,stabilityP10,legitimacyMean,legitimacyP10,lowStabilityPopShare,lowLegitimacyPopShare
-5000,8051014.000000,0.025758,56902.000000,162.500000,0.000000,0.001881,0.000707,0.000000,0.000000,0.000000,2,0.999055,1.000000,0.000149,0.000153,0.985811,0.952181,0.704544,0.702274,0.000000,0.000000
-4900,11754524.000000,0.028691,66946.000000,176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24,0.967979,0.851905,0.000101,0.000191,0.559247,0.000613,0.491534,0.004676,0.118569,0.127111
-4800,14656570.000000,0.029496,45424.500000,166.000000,0.497512,0.000000,0.000000,0.000000,0.000000,0.000000,72,0.975049,0.910962,0.000128,0.000206,0.441679,0.000000,0.398123,0.005945,0.145094,0.162813
-4700,17397248.000000,0.031272,47942.000000,167.000000,0.664452,0.002422,0.002976,0.000000,0.000000,0.000000,90,0.970309,0.893750,0.000130,0.000211,0.423604,0.000000,0.386281,0.005438,0.139344,0.144176
-4600,20844386.000000,0.032683,41674.000000,172.500000,0.997506,0.000000,0.000000,0.000000,0.000000,0.000000,91,0.970592,0.899076,0.000122,0.000222,0.387652,0.000000,0.371805,0.005485,0.134319,0.144400
-4500,24676645.000000,0.033320,34093.000000,189.000000,1.197605,0.003825,0.003183,0.000000,0.000000,0.000000,101,0.965090,0.894364,0.000129,0.000218,0.361665,0.000000,0.357063,0.005609,0.144030,0.144030
-4400,28870177.000000,0.035460,39644.000000,196.000000,1.164725,0.003593,0.002517,0.000000,0.000000,0.000000,111,0.967366,0.900877,0.000122,0.000190,0.361221,0.000000,0.350966,0.005654,0.127847,0.127847
-4300,33335807.000000,0.037752,40249.000000,199.000000,0.998573,0.004332,0.002800,0.000000,0.000000,0.000000,120,0.972290,0.930545,0.000125,0.000192,0.347001,0.000000,0.331928,0.005660,0.155388,0.155388
-4200,39567531.000000,0.039905,41649.500000,208.500000,0.998752,0.004191,0.002897,0.000000,0.000000,0.000000,125,0.967578,0.899809,0.000134,0.000201,0.333845,0.000000,0.326703,0.005738,0.152497,0.156245
-4100,47734684.000000,0.043688,39964.000000,199.500000,0.887902,0.000000,0.000000,0.000000,0.000000,0.000000,145,0.968677,0.905320,0.000120,0.000195,0.343748,0.000000,0.330756,0.005882,0.148333,0.149660
