year,country_index,country_name,population,stability,legitimacy,avg_control,autonomy_pressure,autonomy_over_years,is_at_war,state_bucket,low_stability,low_legitimacy,critical_state,stable_state,stab_start,stab_after_update,stab_after_budget,stab_after_demog,stab_delta_update,stab_delta_budget,stab_delta_demog,stab_delta_total,stab_delta_war,stab_delta_plague,stab_delta_stagnation,stab_delta_peace_recover,stab_delta_debt,stab_delta_control,stab_delta_demog_stress,stab_shortage_ratio,stab_disease_burden,stab_stagnation_years,stab_dominant_cause,stab_dominant_impact,legit_start,legit_after_economy,legit_after_budget,legit_after_demog,legit_after_culture,legit_end,legit_delta_economy,legit_delta_budget,legit_delta_demog,legit_delta_culture,legit_delta_events,legit_delta_total,legit_budget_shortfall_direct,legit_budget_burden_penalty,legit_budget_drift_stability,legit_budget_drift_tax,legit_budget_drift_control,legit_budget_drift_debt,legit_budget_drift_service,legit_budget_drift_shortfall,legit_budget_drift_plague,legit_budget_drift_war,legit_demog_shortage_ratio,legit_demog_disease_burden,legit_dominant_cause,legit_dominant_impact
-5000,0,North linzenromstan Tribe,300060,0.989400,0.582000,0.903800,0.003600,0,0,mixed,0,0,0,0,1.000000,1.000000,0.999423,0.999393,0.000000,-0.000577,-0.000030,-0.000607,0.000000,0.000000,0.000000,0.004644,0.000000,-0.000577,-0.000030,0.000000,0.006389,1,control,0.000577,0.557242,0.562017,0.562056,0.562028,0.582028,0.582028,0.004776,0.000038,-0.000027,0.020000,0.000000,0.024787,-0.000000,0.000000,0.001000,-0.000000,-0.000962,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.006389,demography,0.000027
-5000,1,Naranbelland Tribe,127889,0.999500,0.599600,0.915400,0.003000,0,0,mixed,0,0,0,0,1.000000,1.000000,0.999493,0.999463,0.000000,-0.000507,-0.000030,-0.000537,0.000000,0.000000,0.000000,0.004548,0.000000,-0.000507,-0.000030,0.000000,0.006331,1,control,0.000507,0.594684,0.599512,0.599666,0.599639,0.599639,0.599639,0.004828,0.000154,-0.000027,0.000000,0.000000,0.004955,-0.000000,0.000000,0.001000,-0.000000,-0.000846,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.006331,demography,0.000027
-5000,2,South quisolstan Tribe,40098,0.999500,0.648800,0.922100,0.002300,0,0,stable,0,0,0,1,1.000000,1.000000,0.999533,0.999503,0.000000,-0.000467,-0.000029,-0.000497,0.000000,0.000000,0.000000,0.004685,0.000000,-0.000467,-0.000029,0.000000,0.006270,1,control,0.000467,0.643342,0.648564,0.648785,0.648759,0.648759,0.648759,0.005222,0.000221,-0.000027,0.000000,0.000000,0.005417,-0.000000,0.000000,0.001000,-0.000000,-0.000779,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.006270,demography,0.000027
-5000,3,South gardusstan Tribe,107984,0.999300,0.597900,0.887300,0.003600,0,0,mixed,0,0,0,0,1.000000,1.000000,0.999324,0.999293,0.000000,-0.000676,-0.000030,-0.000707,0.000000,0.000000,0.000000,0.004577,0.000000,-0.000676,-0.000030,0.000000,0.006380,1,control,0.000676,0.593287,0.598023,0.597897,0.597869,0.597869,0.597869,0.004736,-0.000127,-0.000027,0.000000,0.000000,0.004582,-0.000000,0.000000,0.001000,-0.000000,-0.001127,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.006380,budget,0.000127
-5000,4,Great margargrad Tribe,302766,0.998800,0.635700,0.811300,0.004800,0,0,stable,0,0,0,1,1.000000,1.000000,0.998868,0.998837,0.000000,-0.001132,-0.000031,-0.001163,0.000000,0.000000,0.000000,0.004661,0.000000,-0.001132,-0.000031,0.000000,0.006466,1,control,0.001132,0.632069,0.636601,0.635715,0.635686,0.635686,0.635686,0.004532,-0.000887,-0.000028,0.000000,0.000000,0.003617,-0.000000,0.000000,0.001000,-0.000000,-0.001887,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.006466,budget,0.000887
-5000,6,North lintergrad Tribe,298532,0.997200,0.616000,0.531900,0.009500,0,0,stable,0,0,0,1,1.000000,1.000000,0.997191,0.997155,0.000000,-0.002809,-0.000036,-0.002845,0.000000,0.000000,0.000000,0.004355,0.000000,-0.002809,-0.000036,0.000000,0.006983,1,control,0.002809,0.615993,0.619744,0.616063,0.616030,0.616030,0.616030,0.003751,-0.003681,-0.000032,0.000000,0.000000,0.000038,-0.000000,0.000000,0.001000,-0.000000,-0.004681,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.006983,budget,0.003681
-5000,7,North marlorgrad Tribe,39470,0.998600,0.551800,0.766900,0.006700,0,0,mixed,0,0,0,0,1.000000,1.000000,0.998602,0.998569,0.000000,-0.001398,-0.000033,-0.001431,0.000000,0.000000,0.000000,0.004473,0.000000,-0.001398,-0.000033,0.000000,0.006631,1,control,0.001398,0.549439,0.553132,0.551802,0.551772,0.551772,0.551772,0.003693,-0.001331,-0.000029,0.000000,0.000000,0.002333,-0.000000,0.000000,0.001000,-0.000000,-0.002331,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.006631,budget,0.001331
-5000,8,New kinqui Tribe,305239,0.998600,0.611700,0.776300,0.005800,0,0,stable,0,0,0,1,1.000000,1.000000,0.998658,0.998626,0.000000,-0.001342,-0.000032,-0.001374,0.000000,0.000000,0.000000,0.004604,0.000000,-0.001342,-0.000032,0.000000,0.006550,1,control,0.001342,0.608560,0.612955,0.611718,0.611689,0.611689,0.611689,0.004395,-0.001237,-0.000029,0.000000,0.000000,0.003129,-0.000000,0.000000,0.001000,-0.000000,-0.002237,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.006550,budget,0.001237
-5000,9,New kinlinstan Tribe,302903,0.998300,0.575500,0.723500,0.007300,0,0,mixed,0,0,0,0,1.000000,1.000000,0.998341,0.998308,0.000000,-0.001659,-0.000033,-0.001692,0.000000,0.000000,0.000000,0.004548,0.000000,-0.001659,-0.000033,0.000000,0.006678,1,control,0.001659,0.573601,0.577257,0.575492,0.575463,0.575463,0.575463,0.003656,-0.001765,-0.000030,0.000000,0.000000,0.001862,-0.000000,0.000000,0.001000,-0.000000,-0.002765,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.006678,budget,0.001765
-5000,10,Linkin Tribe,303079,0.996900,0.587500,0.489100,0.010100,0,0,mixed,0,0,0,0,1.000000,1.000000,0.996935,0.996897,0.000000,-0.003065,-0.000037,-0.003103,0.000000,0.000000,0.000000,0.004416,0.000000,-0.003065,-0.000037,0.000000,0.007095,1,control,0.003065,0.587133,0.591615,0.587506,0.587473,0.587473,0.587473,0.004482,-0.004109,-0.000033,0.000000,0.000000,0.000340,-0.000000,0.000000,0.001000,-0.000000,-0.005109,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.007095,budget,0.004109
