year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,14633604.000000,0.024509,112290.000000,237.500000,0.000000,0.000000,0.000000,0.000000,0.000000,2,1.000000,1.000000,0.003032,0.003093
-4950,20323739.000000,0.027662,152619.000000,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23,0.986838,0.973518,0.000000,0.000000
-4900,23537765.000000,0.027815,145055.000000,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53,0.981560,0.911722,0.000000,0.000000
-4850,26683078.000000,0.028617,140555.000000,243.000000,0.662252,0.000000,0.000000,0.000000,0.000000,65,0.982187,0.910785,0.000000,0.000000
-4800,29893090.000000,0.029778,116985.000000,240.000000,0.497512,0.000000,0.000000,0.000000,0.000000,101,0.979407,0.903601,0.000000,0.000000
-4750,33155730.000000,0.031179,107948.000000,207.000000,0.398406,0.000000,0.000000,0.000000,0.000000,135,0.978417,0.911808,0.000000,0.000000
-4700,36879794.000000,0.032350,118981.000000,207.000000,0.332226,0.000000,0.000000,0.000000,0.000000,146,0.982652,0.924852,0.000000,0.000000
-4650,41021890.000000,0.033058,106530.500000,207.000000,0.284900,0.000000,0.000000,0.000000,0.000000,150,0.980271,0.921278,0.000000,0.000000
-4600,45474036.000000,0.034214,85955.000000,206.000000,0.249377,0.000000,0.000000,0.000000,0.000000,162,0.981504,0.924314,0.000000,0.000000
-4550,50591524.000000,0.035395,71282.000000,206.000000,0.221729,0.000000,0.000000,0.000000,0.000000,176,0.981299,0.925017,0.000000,0.000000
-4500,56453751.000000,0.035986,79992.000000,205.000000,0.199601,0.000000,0.000000,0.000000,0.000000,181,0.981209,0.924491,0.000000,0.000000
-4450,63030240.000000,0.036983,86834.000000,207.000000,0.181488,0.000000,0.000000,0.000000,0.000000,181,0.980857,0.920346,0.000000,0.000000
-4400,69836144.000000,0.037521,90573.000000,211.000000,0.166389,0.000000,0.000000,0.000000,0.000000,185,0.978898,0.922994,0.000000,0.000000
-4350,77160987.000000,0.038048,88523.500000,221.000000,0.153610,0.000000,0.000000,0.000000,0.000000,185,0.983231,0.929395,0.000000,0.000000
-4300,84914125.000000,0.039121,96574.500000,223.500000,0.142653,0.000000,0.000000,0.000000,0.000000,185,0.983432,0.927969,0.000000,0.000000
-4250,92396745.000000,0.039149,125441.000000,224.000000,0.133156,0.000000,0.000000,0.000000,0.000000,189,0.979859,0.927607,0.000000,0.000000
-4200,102807723.000000,0.040149,133381.500000,226.500000,0.124844,0.000000,0.000000,0.000000,0.000000,194,0.979196,0.919878,0.000000,0.000000
-4150,114607331.000000,0.041072,132923.500000,229.000000,0.117509,0.000000,0.000000,0.000000,0.000000,194,0.979509,0.930204,0.000000,0.000000
-4100,126345005.000000,0.041528,139969.000000,229.000000,0.110988,0.000000,0.000000,0.000000,0.000000,194,0.977941,0.919092,0.000000,0.000000
-4050,138641193.000000,0.043482,156323.000000,229.000000,0.105152,0.000000,0.000000,0.000000,0.000000,194,0.979318,0.924676,0.000000,0.000000
-4000,153202072.000000,0.044429,174498.000000,225.000000,0.099900,0.000000,0.000000,0.000000,0.000000,201,0.975673,0.912584,0.000000,0.000000
-3950,168314841.000000,0.043960,170718.500000,225.500000,0.095147,0.000000,0.000000,0.000000,0.000000,206,0.973181,0.896344,0.000000,0.000000
-3900,188485331.000000,0.044986,156972.500000,226.000000,0.090827,0.000000,0.000000,0.000000,0.000000,206,0.977991,0.922188,0.000000,0.000000
-3850,207395318.000000,0.048261,159949.000000,219.000000,0.086881,0.000000,0.000000,0.000000,0.000000,216,0.975009,0.916048,0.000000,0.000000
-3800,228748946.000000,0.049817,166080.000000,206.000000,0.083264,0.000000,0.000000,0.000000,0.000000,217,0.976877,0.919818,0.000000,0.000000
-3750,248343379.000000,0.050711,185129.000000,207.000000,0.079936,0.000000,0.000000,0.000000,0.000000,229,0.971351,0.897661,0.000000,0.000000
-3700,272270646.000000,0.053680,177062.000000,206.000000,0.076864,0.000000,0.000000,0.000000,0.000000,235,0.975938,0.926510,0.000000,0.000000
-3650,297282319.000000,0.054709,178766.000000,203.000000,0.074019,0.000000,0.000000,0.000000,0.000000,238,0.971446,0.898400,0.000000,0.000000
-3600,326419380.000000,0.058416,189955.000000,202.500000,0.071378,0.000000,0.000000,0.000000,0.000000,242,0.974907,0.915902,0.000000,0.000000
-3550,360153295.000000,0.061407,210588.000000,202.000000,0.068918,0.000000,0.000000,0.000000,0.000000,256,0.973441,0.903216,0.000000,0.000000
-3500,399505540.000000,0.065697,179131.000000,202.000000,0.066622,0.000000,0.000000,0.000000,0.000000,260,0.973561,0.904130,0.000000,0.000000
-3450,443777656.000000,0.070202,185181.500000,199.500000,0.064475,0.000000,0.000000,0.000000,0.000000,263,0.975205,0.907606,0.000000,0.000000
-3400,490471679.000000,0.074936,178872.000000,196.000000,0.062461,0.000000,0.000000,0.000000,0.000000,270,0.973774,0.906958,0.000000,0.000000
-3350,539319883.000000,0.080204,174956.500000,195.000000,0.060569,0.000000,0.000000,0.000000,0.000000,274,0.973662,0.917666,0.000000,0.000000
-3300,577044168.000000,0.082973,187168.500000,195.000000,0.058789,0.000000,0.000000,0.000000,0.000000,274,0.969170,0.901008,0.000000,0.000000
-3250,608813563.000000,0.084184,163813.500000,190.500000,0.057110,0.000000,0.000000,0.000000,0.000000,282,0.971310,0.899690,0.000000,0.000000
-3200,638280623.000000,0.085577,166532.500000,191.500000,0.055525,0.000000,0.000000,0.000000,0.000000,282,0.974356,0.910279,0.000000,0.000000
-3150,663264201.000000,0.086137,170445.000000,189.000000,0.054025,0.000000,0.000000,0.000000,0.000000,287,0.971794,0.906785,0.000000,0.000000
-3100,688617953.000000,0.089171,167509.500000,188.500000,0.052604,0.000000,0.000000,0.000000,0.000000,290,0.972667,0.911095,0.000000,0.000000
-3050,709318168.000000,0.089492,173802.500000,188.500000,0.051256,0.000000,0.000000,0.000000,0.000000,290,0.972354,0.921844,0.000000,0.000000
-3000,728489586.000000,0.088760,188153.500000,188.500000,0.049975,0.000000,0.000000,0.000000,0.000000,290,0.974887,0.918940,0.000000,0.000000
-2950,740047294.000000,0.089048,190133.000000,187.500000,0.048757,0.000000,0.000000,0.000000,0.000000,303,0.975633,0.917773,0.000000,0.000000
-2900,759546247.000000,0.090653,182277.500000,187.500000,0.047596,0.000000,0.000000,0.000000,0.000000,303,0.972938,0.918613,0.000000,0.000000
-2850,777003182.000000,0.091018,166539.000000,188.500000,0.046490,0.000000,0.000000,0.000000,0.000000,303,0.975552,0.925824,0.000000,0.000000
