year,live_countries,stable_countries,low_stability_countries,low_legitimacy_countries,low_both_countries,critical_countries,pop_total,pop_low_stability,pop_low_legitimacy,pop_low_both,pop_critical,pop_low_stability_share,pop_low_legitimacy_share,pop_low_both_share,pop_critical_share,stability_mean,stability_p10,legitimacy_mean,legitimacy_p10,worst_stability_ids,worst_legitimacy_ids
-5000,99,52,0,0,0,0,18003643.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998278,0.997780,0.604188,0.556140,0:0.989;20:0.989;60:0.989;80:0.989;40:0.989,75:0.548;22:0.549;84:0.549;26:0.551;95:0.552
-4950,101,70,6,17,6,9,23592593.000000,260573.000000,1514385.000000,260573.000000,454523.000000,0.011045,0.064189,0.011045,0.019265,0.911450,0.714900,0.671529,0.244700,37:0.006;34:0.093;5:0.147;64:0.167;4:0.256,64:0.009;37:0.009;4:0.011;5:0.013;34:0.014
-4900,113,51,24,55,24,37,27028088.000000,1232477.000000,5723812.000000,1232477.000000,2982259.000000,0.045600,0.211773,0.045600,0.110339,0.714788,0.051160,0.515962,0.012140,64:0.004;46:0.006;76:0.006;5:0.007;4:0.007,64:0.005;46:0.009;5:0.009;63:0.009;4:0.010
-4850,116,53,38,56,38,46,30417052.000000,2414667.000000,5017150.000000,2414667.000000,4033629.000000,0.079385,0.164945,0.079385,0.132611,0.640325,0.007650,0.501966,0.011650,64:0.004;8:0.005;87:0.005;25:0.006;36:0.006,64:0.005;46:0.009;8:0.009;18:0.010;87:0.010
-4800,121,51,45,65,45,50,33933349.000000,3043806.000000,5314018.000000,3043806.000000,3787729.000000,0.089700,0.156602,0.089700,0.111623,0.605630,0.007300,0.474720,0.011600,64:0.005;87:0.005;8:0.006;25:0.006;36:0.006,64:0.007;3:0.009;8:0.010;87:0.010;5:0.011
-4750,121,50,52,64,52,54,37765975.000000,3713629.000000,4928535.000000,3713629.000000,3817914.000000,0.098333,0.130502,0.098333,0.101094,0.582666,0.007700,0.467121,0.011800,87:0.005;64:0.006;8:0.006;25:0.006;36:0.006,64:0.009;87:0.010;8:0.010;3:0.010;23:0.010
-4700,126,50,54,69,54,54,41722043.000000,3391399.000000,5032419.000000,3391399.000000,3386661.000000,0.081286,0.120618,0.081286,0.081172,0.566513,0.007700,0.462922,0.011650,64:0.006;87:0.006;8:0.006;25:0.006;27:0.006,64:0.009;3:0.009;8:0.010;25:0.011;23:0.011
-4650,129,54,53,66,53,56,46600253.000000,2898104.000000,3872514.000000,2898104.000000,3112484.000000,0.062191,0.083101,0.062191,0.066791,0.577888,0.007700,0.469985,0.012780,64:0.005;87:0.006;8:0.006;25:0.006;36:0.006,64:0.009;18:0.009;8:0.010;23:0.010;25:0.011
-4600,129,55,54,68,54,56,51188562.000000,3125653.000000,4877290.000000,3125653.000000,3787203.000000,0.061062,0.095281,0.061062,0.073985,0.581595,0.007780,0.475216,0.013080,64:0.005;87:0.006;8:0.006;25:0.006;36:0.006,64:0.008;8:0.010;25:0.011;36:0.011;27:0.011
-4550,131,57,54,67,54,61,55564296.000000,3134990.000000,5580220.000000,3134990.000000,5082894.000000,0.056421,0.100428,0.056421,0.091478,0.577394,0.007800,0.472043,0.013300,64:0.006;87:0.006;8:0.006;25:0.006;36:0.006,64:0.009;8:0.010;25:0.011;36:0.011;87:0.011
-4500,133,56,59,70,59,61,60592554.000000,4095749.000000,6161664.000000,4095749.000000,5129806.000000,0.067595,0.101690,0.067595,0.084661,0.562743,0.007900,0.465357,0.013320,87:0.006;8:0.006;64:0.006;25:0.006;36:0.006,64:0.010;8:0.010;25:0.011;36:0.011;87:0.011
-4450,137,58,59,75,59,65,65432923.000000,5028318.000000,7672258.000000,5028318.000000,6337808.000000,0.076847,0.117254,0.076847,0.096860,0.560170,0.008200,0.457047,0.013380,8:0.006;64:0.006;87:0.006;36:0.006;13:0.007,64:0.010;8:0.010;87:0.011;36:0.011;27:0.011
-4400,137,59,61,75,61,66,70837214.000000,5479753.000000,7850014.000000,5479753.000000,6443274.000000,0.077357,0.110818,0.077357,0.090959,0.557831,0.008200,0.461599,0.013560,8:0.006;64:0.006;87:0.006;18:0.006;116:0.007,18:0.009;64:0.010;8:0.010;27:0.011;87:0.011
-4350,138,61,62,74,62,65,76460655.000000,5829704.000000,8305787.000000,5829704.000000,6714068.000000,0.076244,0.108628,0.076244,0.087811,0.557303,0.008200,0.470824,0.013770,64:0.006;87:0.006;36:0.006;13:0.007;27:0.007,64:0.009;8:0.010;27:0.011;18:0.011;36:0.011
-4300,140,61,63,77,63,66,83250910.000000,6133586.000000,14984440.000000,6133586.000000,11976794.000000,0.073676,0.179991,0.073676,0.143864,0.550999,0.008200,0.466947,0.013700,64:0.005;87:0.006;36:0.006;27:0.006;13:0.007,64:0.009;27:0.010;8:0.010;18:0.010;87:0.010
-4250,142,61,66,79,66,70,90328200.000000,7335982.000000,15102878.000000,7335982.000000,13651148.000000,0.081215,0.167200,0.081215,0.151128,0.542948,0.008210,0.458092,0.013710,64:0.005;87:0.006;18:0.006;36:0.006;13:0.007,64:0.009;18:0.009;8:0.010;27:0.010;87:0.011
-4200,143,61,67,78,67,71,98587506.000000,10090168.000000,12816077.000000,10090168.000000,10873815.000000,0.102347,0.129997,0.102347,0.110296,0.543438,0.008220,0.457606,0.013420,64:0.006;87:0.006;36:0.006;8:0.006;13:0.007,64:0.009;27:0.009;8:0.010;25:0.010;87:0.011
-4150,143,61,67,78,67,69,106221152.000000,10332706.000000,13341463.000000,10332706.000000,10812722.000000,0.097275,0.125601,0.097275,0.101794,0.538601,0.007820,0.455993,0.011940,64:0.006;27:0.006;87:0.006;36:0.006;18:0.006,27:0.009;64:0.009;18:0.009;36:0.009;8:0.010
