seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,rows,run_dir,reason
3,True,0,380.176,False,False,43,1633,181,Kingdom of Ofimangoa Kingdom,23,Engineering,120,Copper Smelting,-1099,171,North barbelar Kingdom,5700,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v19_smoke4/seed_3,
4,True,0,391.811,False,False,30,37,225,North ofibara Kingdom,12,Shipbuilding,120,Copper Smelting,292,32,Kingdom of Great arkalbarad,5542,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v19_smoke4/seed_4,
