year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,16086464.000000,0.026566,126074.000000,379.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.992574,1.000000,0.003029,0.003082
-4950,20247447.000000,0.027653,135232.500000,357.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35,0.949735,0.813671,0.000000,0.000000
-4900,22373061.000000,0.026574,125338.000000,319.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47,0.958028,0.839751,0.000000,0.000000
-4850,24443410.000000,0.027044,103660.500000,307.500000,0.000000,0.000000,0.000000,0.000000,0.000000,66,0.962997,0.846591,0.000000,0.000000
-4800,26384479.000000,0.028003,87072.500000,280.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113,0.965661,0.872129,0.000000,0.000000
-4750,28240204.000000,0.029060,76732.000000,271.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118,0.961321,0.868200,0.000000,0.000000
-4700,29883446.000000,0.029897,76873.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131,0.969593,0.887706,0.000000,0.000000
-4650,31546284.000000,0.030284,73494.000000,244.500000,0.000000,0.000000,0.000000,0.000000,0.000000,137,0.961512,0.864810,0.000000,0.000000
-4600,33463753.000000,0.031672,64989.000000,236.000000,0.000000,0.000000,0.000000,0.000000,0.000000,152,0.970737,0.901415,0.000000,0.000000
-4550,35601220.000000,0.032144,63586.000000,236.000000,0.000000,0.000000,0.000000,0.000000,0.000000,170,0.967080,0.904713,0.000000,0.000000
-4500,37141805.000000,0.031179,57209.000000,236.000000,0.000000,0.000000,0.000000,0.000000,0.000000,170,0.959412,0.870041,0.000000,0.000000
-4450,38233569.000000,0.033109,56770.500000,239.000000,0.000000,0.000000,0.000000,0.000000,0.000000,172,0.971652,0.910948,0.000000,0.000000
-4400,39667116.000000,0.032945,54749.000000,241.500000,0.000000,0.000000,0.000000,0.000000,0.000000,179,0.963618,0.895748,0.000000,0.000000
-4350,41820876.000000,0.034304,50205.000000,234.500000,0.000000,0.000000,0.000000,0.000000,0.000000,199,0.971081,0.913207,0.000000,0.000000
-4300,43990744.000000,0.034559,47786.000000,236.500000,0.000000,0.000000,0.000000,0.000000,0.000000,203,0.966558,0.882122,0.000000,0.000000
-4250,46331909.000000,0.035569,45707.000000,245.000000,0.000000,0.000000,0.000000,0.000000,0.000000,203,0.964585,0.890988,0.000000,0.000000
-4200,48841443.000000,0.036226,48933.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,213,0.966549,0.902130,0.000000,0.000000
-4150,51770799.000000,0.038395,49828.000000,241.000000,0.000000,0.000000,0.000000,0.000000,0.000000,218,0.971394,0.920875,0.000000,0.000000
-4100,55877010.000000,0.039184,47135.000000,249.000000,0.000000,0.000000,0.000000,0.000000,0.000000,221,0.961281,0.871826,0.000000,0.000000
-4050,59423802.000000,0.040122,49513.000000,249.000000,0.000000,0.000000,0.000000,0.000000,0.000000,221,0.965822,0.887293,0.000000,0.000000
-4000,63820299.000000,0.042467,61717.000000,245.000000,0.000000,0.000000,0.000000,0.000000,0.000000,224,0.967345,0.899355,0.000000,0.000000
-3950,69535449.000000,0.044536,59329.000000,248.500000,0.000000,0.000000,0.000000,0.000000,0.000000,224,0.967538,0.896285,0.000000,0.000000
-3900,75971785.000000,0.046956,55353.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,226,0.965213,0.897294,0.000000,0.000000
-3850,83190006.000000,0.049249,49662.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,226,0.963305,0.896083,0.000000,0.000000
-3800,91085850.000000,0.051331,49306.000000,249.000000,0.000000,0.000000,0.000000,0.000000,0.000000,227,0.962716,0.904344,0.000000,0.000000
-3750,100420994.000000,0.055815,54335.000000,249.000000,0.000000,0.000000,0.000000,0.000000,0.000000,230,0.970048,0.905942,0.000000,0.000000
-3700,111767250.000000,0.060408,47586.000000,249.000000,0.000000,0.000000,0.000000,0.000000,0.000000,230,0.970291,0.907635,0.000000,0.000000
-3650,124505905.000000,0.065944,48752.000000,249.000000,0.000000,0.000000,0.000000,0.000000,0.000000,230,0.966570,0.900896,0.000000,0.000000
-3600,136630087.000000,0.070043,48222.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,230,0.970421,0.911371,0.000000,0.000000
-3550,144139868.000000,0.068564,45200.000000,251.000000,0.000000,0.000000,0.000000,0.000000,0.000000,230,0.970253,0.913422,0.000000,0.000000
-3500,152216794.000000,0.071307,48481.000000,251.000000,0.000000,0.000000,0.000000,0.000000,0.000000,230,0.966758,0.902832,0.000000,0.000000
-3450,159412804.000000,0.073174,48113.000000,252.000000,0.000000,0.000000,0.000000,0.000000,0.000000,230,0.967353,0.903091,0.000000,0.000000
-3400,166118479.000000,0.072383,48424.000000,251.000000,0.000000,0.000000,0.000000,0.000000,0.000000,237,0.963375,0.890912,0.000000,0.000000
-3350,173363426.000000,0.074237,45274.000000,242.000000,0.000000,0.000000,0.000000,0.000000,0.000000,243,0.964471,0.901370,0.000000,0.000000
-3300,172950768.000000,0.076054,55284.000000,242.000000,0.000000,0.000000,0.000000,0.000000,0.000000,243,0.973097,0.921240,0.000000,0.000000
-3250,176283897.000000,0.077209,58550.000000,241.500000,0.000000,0.000000,0.000000,0.000000,0.000000,247,0.973023,0.920152,0.000000,0.000000
-3200,178989235.000000,0.073882,46529.500000,241.500000,0.000000,0.000000,0.000000,0.000000,0.000000,247,0.971875,0.921112,0.000000,0.000000
-3150,181726693.000000,0.066259,57603.500000,236.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255,0.973319,0.923770,0.000000,0.000000
-3100,186737173.000000,0.068486,52547.000000,236.000000,0.000000,0.000000,0.000000,0.000000,0.000000,262,0.966528,0.903281,0.000000,0.000000
-3050,187935341.000000,0.069801,50595.500000,235.000000,0.000000,0.000000,0.000000,0.000000,0.000000,267,0.975314,0.925079,0.000000,0.000000
-3000,192198864.000000,0.071447,61032.000000,234.000000,0.000000,0.000000,0.000000,0.000000,0.000000,270,0.968613,0.905484,0.000000,0.000000
-2950,194572892.000000,0.071311,53834.000000,236.000000,0.000000,0.000000,0.000000,0.000000,0.000000,270,0.971023,0.910481,0.000000,0.000000
-2900,198721547.000000,0.072763,43493.000000,236.000000,0.000000,0.000000,0.012121,0.000000,0.000000,270,0.971727,0.919130,0.000000,0.000000
-2850,203831679.000000,0.075294,45373.000000,236.000000,0.000000,0.000000,0.012121,0.000000,0.000000,270,0.970377,0.910667,0.000000,0.000000
-2800,207020212.000000,0.074143,50697.000000,236.000000,0.000000,0.000000,0.018182,0.000000,0.000000,270,0.969811,0.908169,0.000000,0.000000
-2750,214603937.000000,0.076585,56951.000000,234.000000,0.000000,0.000000,0.017964,0.000000,0.000000,276,0.967739,0.899608,0.000000,0.000000
-2700,223947319.000000,0.077695,41002.500000,231.500000,0.000000,0.000000,0.017857,0.000000,0.000000,281,0.962262,0.865608,0.000000,0.000000
-2650,231146526.000000,0.078202,55531.000000,231.500000,0.000000,0.000000,0.017857,0.000000,0.000000,281,0.973270,0.912112,0.000000,0.000000
-2600,236206955.000000,0.077828,49634.500000,231.500000,0.000000,0.000000,0.023810,0.000000,0.000000,281,0.967933,0.895388,0.000000,0.000000
-2550,238763214.000000,0.078471,56098.500000,228.500000,0.000000,0.000000,0.035294,0.000000,0.000000,298,0.971727,0.916719,0.000000,0.000000
-2500,242090579.000000,0.077837,65594.500000,231.500000,0.000000,0.000000,0.035294,0.000000,0.000000,298,0.962682,0.885276,0.000000,0.000000
-2450,246686313.000000,0.080838,61731.000000,228.000000,0.000000,0.000000,0.040936,0.000000,0.000000,301,0.969287,0.902354,0.000000,0.000000
-2400,251318922.000000,0.080469,59267.000000,228.000000,0.000000,0.000000,0.046784,0.000000,0.000000,301,0.966699,0.913187,0.000000,0.000000
-2350,253755343.000000,0.080667,45669.000000,224.000000,0.000000,0.000000,0.057803,0.000000,0.000000,307,0.968363,0.904563,0.000000,0.000000
-2300,257461431.000000,0.083966,48195.500000,224.000000,0.000000,0.000000,0.063218,0.000000,0.000000,311,0.968028,0.889767,0.000000,0.000000
-2250,260872174.000000,0.084186,46617.500000,224.000000,0.000000,0.000000,0.063218,0.000000,0.000000,311,0.968724,0.907165,0.000000,0.000000
-2200,267084336.000000,0.085028,41852.500000,224.000000,0.000000,0.000000,0.080460,0.000000,0.000000,311,0.967042,0.892440,0.000000,0.000000
-2150,269955326.000000,0.086293,53424.500000,224.000000,0.000000,0.000000,0.080460,0.000000,0.000000,311,0.968510,0.899143,0.000000,0.000000
-2100,275239234.000000,0.086465,42833.500000,224.000000,0.000000,0.000000,0.086207,0.000000,0.000000,311,0.967783,0.902867,0.000000,0.000000
