year,live_countries,stable_countries,low_stability_countries,low_legitimacy_countries,low_both_countries,critical_countries,pop_total,pop_low_stability,pop_low_legitimacy,pop_low_both,pop_critical,pop_low_stability_share,pop_low_legitimacy_share,pop_low_both_share,pop_critical_share,stability_mean,stability_p10,legitimacy_mean,legitimacy_p10,worst_stability_ids,worst_legitimacy_ids
-5000,100,69,0,0,0,0,27179430.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.997964,0.997170,0.618230,0.569050,20:0.989;40:0.989;0:0.989;60:0.989;80:0.989,39:0.555;71:0.557;31:0.563;12:0.564;54:0.565
-4950,102,97,3,5,3,2,36595523.000000,354778.000000,519530.000000,354778.000000,69283.000000,0.009695,0.014197,0.009695,0.001893,0.972206,0.973240,0.950169,0.907960,101:0.367;100:0.380;64:0.389;8:0.704;4:0.773,64:0.121;100:0.177;101:0.235;4:0.358;8:0.377
-4900,108,98,2,3,2,2,42178060.000000,71361.000000,139402.000000,71361.000000,71361.000000,0.001692,0.003305,0.001692,0.001692,0.944336,0.759040,0.929994,0.751850,64:0.223;100:0.378;107:0.493;108:0.496;4:0.574,100:0.143;64:0.167;108:0.268;105:0.423;101:0.440
-4850,116,109,2,3,2,2,47718478.000000,67169.000000,123722.000000,67169.000000,67169.000000,0.001408,0.002593,0.001408,0.001408,0.947091,0.805650,0.935409,0.739000,64:0.126;100:0.323;117:0.501;118:0.519;116:0.524,64:0.100;100:0.141;117:0.367;118:0.420;116:0.501
-4800,116,114,2,2,2,0,53504371.000000,65646.000000,65646.000000,65646.000000,0.000000,0.001227,0.001227,0.001227,0.000000,0.972872,0.955200,0.975886,0.968500,64:0.216;100:0.336;112:0.690;116:0.730;97:0.731,100:0.201;64:0.274;108:0.759;111:0.786;117:0.788
-4750,117,114,3,3,3,0,59900693.000000,66031.000000,66031.000000,66031.000000,0.000000,0.001102,0.001102,0.001102,0.000000,0.970739,0.952700,0.969623,0.919880,64:0.220;100:0.244;119:0.346;97:0.739;36:0.823,100:0.240;119:0.266;64:0.303;87:0.889;109:0.890
-4700,117,114,1,1,0,0,66858831.000000,18755.000000,6384.000000,0.000000,0.000000,0.000281,0.000095,0.000000,0.000000,0.979756,0.998660,0.983393,0.995280,100:0.351;119:0.439;64:0.441;97:0.722;36:0.906,119:0.289;100:0.516;64:0.724;94:0.904;47:0.906
-4650,117,113,1,0,0,0,74506743.000000,2807.000000,0.000000,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.981809,0.998800,0.987814,0.956380,119:0.387;97:0.587;64:0.588;100:0.595;9:0.923,119:0.536;66:0.893;9:0.897;55:0.912;24:0.923
-4600,117,115,0,0,0,0,82991300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.987461,0.995000,0.994274,0.988600,119:0.496;97:0.581;64:0.701;36:0.945;34:0.952,12:0.906;34:0.908;25:0.928;67:0.932;94:0.937
-4550,117,115,0,0,0,0,91679608.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.991795,0.999280,0.995213,0.999160,97:0.597;119:0.598;68:0.954;60:0.961;75:0.974,60:0.900;68:0.911;84:0.937;97:0.939;111:0.949
-4500,117,117,0,0,0,0,100603518.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.991917,0.998400,0.992456,0.971060,97:0.619;119:0.856;93:0.936;21:0.940;51:0.948,93:0.883;14:0.908;43:0.910;51:0.913;30:0.927
-4450,117,116,0,0,0,0,109872522.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.993947,0.999200,0.992726,0.962320,97:0.497;18:0.931;94:0.940;37:0.973;53:0.988,18:0.890;94:0.900;12:0.922;37:0.925;25:0.928
-4400,117,117,0,0,0,0,118753637.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990195,0.972460,0.989389,0.951340,97:0.625;5:0.894;9:0.895;3:0.933;26:0.935,3:0.893;37:0.896;91:0.897;90:0.902;9:0.911
-4350,117,116,0,0,0,0,129291432.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.994832,0.999160,0.991103,0.959520,97:0.522;46:0.939;23:0.983;93:0.987;17:0.991,46:0.885;97:0.895;17:0.904;23:0.907;93:0.913
-4300,117,117,0,0,0,0,141598344.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.994057,0.998980,0.994572,0.998980,97:0.669;36:0.914;58:0.941;22:0.954;112:0.958,58:0.888;112:0.899;106:0.900;22:0.906;70:0.925
-4250,117,116,0,0,0,0,154319684.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.993956,0.999000,0.989328,0.947840,97:0.561;96:0.935;11:0.944;58:0.947;52:0.973,58:0.882;97:0.894;96:0.896;113:0.920;16:0.927
-4200,117,117,0,0,0,0,166788899.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.994518,0.999060,0.992931,0.981880,97:0.729;36:0.923;66:0.929;86:0.934;10:0.952,66:0.888;86:0.895;14:0.898;10:0.907;36:0.918
-4150,117,117,0,0,0,0,180428166.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.992455,0.997720,0.987364,0.940600,97:0.647;119:0.932;117:0.932;31:0.937;75:0.943,117:0.876;119:0.878;97:0.884;23:0.884;21:0.895
-4100,117,117,0,0,0,0,196755697.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.994245,0.998300,0.991356,0.957040,97:0.671;33:0.919;75:0.926;2:0.933;88:0.970,33:0.895;63:0.906;75:0.908;19:0.918;2:0.923
-4050,117,117,0,0,0,0,214688784.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.992452,0.997560,0.988442,0.937980,97:0.740;36:0.907;33:0.922;55:0.928;23:0.929,23:0.872;36:0.882;55:0.884;106:0.892;47:0.896
-4000,117,117,0,0,0,0,236612593.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.984840,0.948660,0.984435,0.926700,97:0.672;36:0.765;32:0.865;31:0.881;106:0.897,36:0.819;32:0.844;106:0.850;104:0.883;98:0.887
-3950,117,117,0,0,0,0,258962179.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990956,0.972500,0.984431,0.936880,36:0.696;97:0.834;111:0.919;66:0.929;5:0.934,111:0.810;66:0.888;5:0.894;38:0.899;117:0.901
