year,live_countries,stable_countries,low_stability_countries,low_legitimacy_countries,low_both_countries,critical_countries,pop_total,pop_low_stability,pop_low_legitimacy,pop_low_both,pop_critical,pop_low_stability_share,pop_low_legitimacy_share,pop_low_both_share,pop_critical_share,stability_mean,stability_p10,legitimacy_mean,legitimacy_p10,worst_stability_ids,worst_legitimacy_ids
-5000,95,72,0,0,0,0,23867614.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998069,0.997440,0.623708,0.582300,0:0.988;60:0.988;80:0.988;40:0.989;20:0.989,6:0.562;46:0.566;58:0.567;43:0.567;90:0.569
-4950,98,91,4,6,4,4,31025692.000000,100561.000000,304090.000000,100561.000000,272683.000000,0.003241,0.009801,0.003241,0.008789,0.948328,0.908250,0.914680,0.635970,100:0.352;64:0.355;102:0.355;101:0.375;47:0.406,64:0.043;46:0.106;47:0.133;100:0.193;102:0.275
-4900,102,92,4,8,4,3,35534653.000000,274664.000000,447355.000000,274664.000000,146349.000000,0.007729,0.012589,0.007729,0.004118,0.926812,0.724920,0.917509,0.799310,64:0.003;47:0.138;46:0.257;100:0.359;107:0.406,64:0.005;47:0.028;100:0.118;46:0.211;105:0.272
-4850,104,97,5,6,5,3,39517549.000000,370420.000000,395609.000000,370420.000000,154538.000000,0.009374,0.010011,0.009374,0.003911,0.937559,0.875880,0.940992,0.937610,64:0.003;47:0.022;100:0.186;46:0.269;45:0.311,64:0.006;47:0.011;100:0.028;46:0.336;101:0.379
-4800,104,98,6,4,4,3,43914059.000000,385073.000000,172686.000000,172686.000000,151924.000000,0.008769,0.003932,0.003932,0.003460,0.952533,0.972130,0.956617,0.975780,64:0.004;47:0.140;100:0.202;101:0.299;46:0.330,64:0.007;100:0.179;47:0.218;101:0.287;46:0.502
-4750,104,98,6,3,3,3,48520646.000000,378181.000000,148366.000000,148366.000000,148366.000000,0.007794,0.003058,0.003058,0.003058,0.948574,0.962830,0.956497,0.951690,64:0.024;47:0.028;100:0.039;101:0.287;45:0.318,100:0.014;47:0.036;64:0.053;101:0.456;46:0.715
-4700,106,98,6,3,3,3,53772503.000000,238083.000000,81990.000000,81990.000000,81990.000000,0.004428,0.001525,0.001525,0.001525,0.946017,0.977150,0.958536,0.966650,64:0.004;100:0.039;47:0.309;101:0.337;46:0.379,64:0.009;100:0.075;110:0.182;47:0.445;101:0.668
-4650,107,100,4,2,2,2,59429953.000000,188180.000000,54865.000000,54865.000000,54865.000000,0.003166,0.000923,0.000923,0.000923,0.955946,0.962940,0.971584,0.992320,64:0.004;100:0.111;47:0.325;45:0.381;101:0.517,64:0.008;100:0.242;110:0.439;47:0.658;112:0.828
-4600,107,103,3,1,1,1,65711180.000000,130465.000000,44504.000000,44504.000000,44504.000000,0.001985,0.000677,0.000677,0.000677,0.966883,0.990860,0.982171,0.999360,64:0.004;100:0.221;45:0.373;47:0.589;101:0.738,64:0.013;100:0.468;110:0.875;1:0.900;111:0.918
-4550,107,104,2,1,1,1,72718267.000000,45862.000000,44393.000000,44393.000000,44393.000000,0.000631,0.000610,0.000610,0.000610,0.967626,0.937280,0.982707,0.990540,64:0.004;100:0.301;45:0.469;47:0.883;85:0.910,64:0.008;100:0.716;106:0.887;74:0.898;4:0.902
