year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,tradeActivePairShare,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,14630620.000000,0.024191,120654.000000,270.000000,0.000000,0.005761,0.000808,0.000000,0.000000,0.000000,5,0.999746,1.000000,0.003080,0.003164
-4950,19280194.000000,0.026663,151779.000000,267.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46,0.980105,0.923744,0.000119,0.000187
-4900,22137553.000000,0.028052,126499.000000,262.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76,0.979899,0.908646,0.000137,0.000219
-4850,24659539.000000,0.027710,143526.000000,264.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,87,0.976285,0.885803,0.000168,0.000261
-4800,26786136.000000,0.028018,116222.000000,249.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,110,0.975199,0.901378,0.000166,0.000267
-4750,29265732.000000,0.029201,117904.000000,227.000000,0.000000,0.013044,0.003445,0.000000,0.000000,0.000000,129,0.976429,0.907253,0.000175,0.000283
-4700,31934820.000000,0.029867,116999.000000,221.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,137,0.976076,0.913593,0.000174,0.000309
-4650,34870804.000000,0.030883,110842.000000,214.000000,0.000000,0.015810,0.002862,0.000000,0.000000,0.000000,157,0.975070,0.901499,0.000167,0.000266
-4600,38144105.000000,0.031661,96254.000000,210.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167,0.974034,0.909621,0.000179,0.000282
-4550,41651222.000000,0.032572,104163.500000,213.000000,0.000000,0.014491,0.002791,0.000000,0.000000,0.000000,170,0.968787,0.902537,0.000175,0.000257
-4500,45695573.000000,0.033140,92914.000000,209.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,174,0.967535,0.899257,0.000173,0.000282
-4450,50132475.000000,0.034509,94059.000000,209.000000,0.000000,0.013749,0.002672,0.000000,0.000000,0.000000,181,0.965867,0.882739,0.000182,0.000280
-4400,54978637.000000,0.035359,83721.000000,212.000000,0.000000,0.012619,0.002724,0.000000,0.000000,0.000000,181,0.968938,0.914434,0.000185,0.000288
-4350,60232943.000000,0.036644,101061.000000,219.000000,0.000000,0.011312,0.002685,0.000000,0.000000,0.000000,185,0.969840,0.888988,0.000182,0.000288
-4300,66639724.000000,0.037691,104024.000000,214.000000,0.000000,0.011126,0.002758,0.000000,0.000000,0.000000,195,0.973380,0.908765,0.000176,0.000273
-4250,72819316.000000,0.037893,90712.000000,213.500000,0.000000,0.011011,0.002914,0.000000,0.000000,0.000000,198,0.973394,0.903490,0.000182,0.000301
-4200,80499448.000000,0.038961,90693.500000,215.000000,0.000000,0.008732,0.003059,0.000000,0.000000,0.000000,198,0.974446,0.918352,0.000181,0.000296
-4150,88328798.000000,0.040442,107693.000000,216.000000,0.000000,0.010128,0.002720,0.000000,0.000000,0.000000,203,0.970024,0.894469,0.000172,0.000272
-4100,97354308.000000,0.041357,108955.000000,216.000000,0.000000,0.009198,0.002865,0.000000,0.000000,0.000000,203,0.973872,0.915438,0.000181,0.000285
-4050,106838790.000000,0.042977,91895.000000,216.000000,0.000000,0.008034,0.003497,0.000000,0.000000,0.000000,203,0.975284,0.918323,0.000183,0.000293
-4000,119010770.000000,0.044540,97232.000000,221.000000,0.000000,0.009901,0.003011,0.000000,0.000000,0.000000,203,0.970211,0.898155,0.000184,0.000311
-3950,131058865.000000,0.045461,98957.000000,227.000000,0.000000,0.008826,0.003351,0.000000,0.000000,0.000000,203,0.970220,0.900053,0.000193,0.000314
-3900,146182065.000000,0.046980,98087.000000,227.000000,0.000000,0.007829,0.003448,0.000000,0.000000,0.000000,203,0.974402,0.911201,0.000185,0.000260
-3850,160656729.000000,0.049102,94989.000000,227.000000,0.000000,0.007887,0.003157,0.000000,0.000000,0.000000,203,0.972116,0.909490,0.000187,0.000291
-3800,178777088.000000,0.051093,93032.500000,221.500000,0.000000,0.007647,0.003496,0.000000,0.000000,0.000000,208,0.975888,0.920846,0.000182,0.000305
