year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,tradeActivePairShare,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90,stabilityMean,stabilityP10,legitimacyMean,legitimacyP10,lowStabilityPopShare,lowLegitimacyPopShare
-5000,13980314.000000,0.024881,114872.000000,300.000000,0.000000,0.000779,0.001111,0.000000,0.000000,0.000000,3,1.000000,1.000000,0.000155,0.000155,0.981999,0.951196,0.704530,0.701625,0.000000,0.000000
-4990,15129442.000000,0.028205,119449.000000,307.000000,0.000000,0.005510,0.002525,0.000000,0.000000,0.000000,12,0.949914,0.780356,0.000075,0.000100,0.994301,0.997224,0.741613,0.678186,0.000000,0.000000
-4980,16244715.000000,0.028503,123766.000000,314.000000,0.000000,0.008208,0.001818,0.000000,0.000000,0.000000,12,0.960400,0.804800,0.000074,0.000100,0.964923,0.948099,0.737000,0.628369,0.000000,0.000000
-4970,17154859.000000,0.028494,131855.000000,307.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0.967430,0.827656,0.000077,0.000124,0.943595,0.896882,0.717239,0.519964,0.000643,0.000643
-4960,17934863.000000,0.028399,139308.500000,307.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23,0.973283,0.839144,0.000082,0.000156,0.876198,0.587548,0.675704,0.296696,0.010105,0.012826
-4950,18627271.000000,0.028211,124829.000000,285.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38,0.974913,0.878091,0.000093,0.000161,0.814382,0.370841,0.636732,0.245122,0.025125,0.025125
-4940,19251217.000000,0.028225,116923.000000,285.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39,0.974183,0.857364,0.000120,0.000219,0.741367,0.012437,0.590368,0.007682,0.043855,0.058198
-4930,19819515.000000,0.027833,119118.000000,285.000000,0.000000,0.004950,0.001904,0.000000,0.000000,0.000000,39,0.973467,0.856636,0.000105,0.000184,0.681562,0.005525,0.543315,0.006290,0.071221,0.123237
-4920,20360715.000000,0.027807,123324.000000,285.000000,0.000000,0.004351,0.002077,0.000000,0.000000,0.000000,39,0.973808,0.856694,0.000110,0.000202,0.614236,0.003920,0.502279,0.005341,0.128048,0.176933
-4910,20875685.000000,0.027760,127533.000000,274.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41,0.973045,0.842813,0.000122,0.000199,0.563627,0.004450,0.464872,0.005080,0.155567,0.187804
-4900,21384617.000000,0.028005,112727.500000,267.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47,0.976080,0.855783,0.000108,0.000186,0.524610,0.000272,0.444883,0.005250,0.166127,0.180643
-4890,21724354.000000,0.027329,113677.500000,267.500000,0.000000,0.005843,0.001274,0.000000,0.000000,0.000000,54,0.969983,0.868430,0.000125,0.000204,0.516299,0.004425,0.429066,0.005287,0.171864,0.195862
-4880,22232181.000000,0.028001,109520.500000,267.500000,0.000000,0.005009,0.001499,0.000000,0.000000,0.000000,54,0.972504,0.882864,0.000125,0.000208,0.490210,0.000000,0.405679,0.005400,0.188104,0.200702
-4870,22791312.000000,0.028494,108276.500000,267.500000,0.763359,0.004794,0.001799,0.000000,0.000000,0.000000,54,0.976398,0.894559,0.000126,0.000203,0.485277,0.004559,0.401247,0.005467,0.181553,0.196562
-4860,23382930.000000,0.028818,108685.000000,267.500000,0.709220,0.005853,0.001799,0.000000,0.000000,0.000000,54,0.979256,0.903704,0.000122,0.000192,0.467020,0.000000,0.389797,0.005421,0.180928,0.197703
