year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,13191509.000000,0.025240,112700.500000,307.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,0.988594,1.000000,0.003032,0.003079
-4950,16976272.000000,0.027906,109253.000000,280.500000,0.000000,0.000000,0.000000,0.000000,0.000000,62,0.964661,0.871051,0.000000,0.000000
-4900,18960982.000000,0.028097,78739.000000,264.000000,0.000000,0.000000,0.000000,0.000000,0.000000,77,0.964021,0.848924,0.000000,0.000000
-4850,21062941.000000,0.029099,52012.500000,250.500000,0.000000,0.000000,0.000000,0.000000,0.000000,100,0.964213,0.868774,0.000000,0.000000
-4800,22943499.000000,0.029078,44268.500000,225.500000,0.000000,0.000000,0.000000,0.000000,0.000000,135,0.966177,0.871338,0.000000,0.000000
-4750,25190574.000000,0.029810,43211.000000,218.000000,0.000000,0.000000,0.000000,0.000000,0.000000,144,0.969389,0.879903,0.000000,0.000000
-4700,27447971.000000,0.032132,43020.000000,218.000000,0.000000,0.000000,0.000000,0.000000,0.000000,155,0.973560,0.906998,0.000000,0.000000
-4650,30063354.000000,0.033476,32917.000000,215.000000,0.000000,0.000000,0.000000,0.000000,0.000000,168,0.971121,0.904159,0.000000,0.000000
-4600,32501933.000000,0.034601,27823.000000,215.000000,0.000000,0.000000,0.000000,0.000000,0.000000,176,0.972533,0.896659,0.000000,0.000000
-4550,35743258.000000,0.036302,28951.000000,216.000000,0.000000,0.000000,0.000000,0.000000,0.000000,187,0.971280,0.915545,0.000000,0.000000
-4500,39659072.000000,0.038078,25076.000000,218.000000,0.000000,0.000000,0.000000,0.000000,0.000000,191,0.975320,0.926501,0.000000,0.000000
-4450,43732061.000000,0.039896,24806.000000,218.000000,0.000000,0.000000,0.000000,0.000000,0.000000,191,0.972708,0.914281,0.000000,0.000000
-4400,47383053.000000,0.040950,22100.000000,211.000000,0.000000,0.000000,0.000000,0.000000,0.000000,209,0.972638,0.920780,0.000000,0.000000
-4350,52334090.000000,0.042313,23694.000000,210.500000,0.000000,0.000000,0.000000,0.000000,0.000000,214,0.971728,0.914356,0.000000,0.000000
-4300,57954018.000000,0.043777,23673.500000,213.500000,0.000000,0.000000,0.000000,0.000000,0.000000,214,0.966651,0.896060,0.000000,0.000000
-4250,62883543.000000,0.045629,27406.000000,213.000000,0.000000,0.000000,0.000000,0.000000,0.000000,220,0.966412,0.896857,0.000000,0.000000
-4200,69619252.000000,0.047723,27567.000000,204.500000,0.000000,0.000000,0.000000,0.000000,0.000000,229,0.969992,0.901737,0.000000,0.000000
-4150,76968538.000000,0.050170,27885.000000,202.000000,0.000000,0.000000,0.000000,0.000000,0.000000,233,0.966911,0.898096,0.000000,0.000000
-4100,85215536.000000,0.053639,27935.000000,204.500000,0.000000,0.000000,0.000000,0.000000,0.000000,238,0.970294,0.918728,0.000000,0.000000
-4050,95174725.000000,0.058448,27302.000000,206.000000,0.000000,0.000000,0.000000,0.000000,0.000000,238,0.968584,0.890923,0.000000,0.000000
-4000,106299823.000000,0.062023,28320.500000,202.500000,0.000000,0.000000,0.000000,0.000000,0.000000,257,0.969526,0.902326,0.000000,0.000000
-3950,117332293.000000,0.063297,28252.000000,202.500000,0.000000,0.000000,0.000000,0.000000,0.000000,257,0.967040,0.897428,0.000000,0.000000
-3900,127313820.000000,0.064648,28061.000000,206.000000,0.000000,0.000000,0.000000,0.000000,0.000000,258,0.965449,0.893353,0.000000,0.000000
-3850,138869439.000000,0.064928,28080.000000,206.000000,0.000000,0.000000,0.000000,0.000000,0.000000,261,0.963677,0.884050,0.000000,0.000000
-3800,146453963.000000,0.064556,28069.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,270,0.969335,0.911692,0.000000,0.000000
-3750,154134537.000000,0.066233,23809.000000,199.500000,0.000000,0.000000,0.000000,0.000000,0.000000,273,0.970253,0.907752,0.000000,0.000000
-3700,162587274.000000,0.062064,28925.000000,199.500000,0.000000,0.000000,0.000000,0.000000,0.000000,273,0.971875,0.908712,0.000000,0.000000
-3650,169014083.000000,0.066700,24693.500000,199.500000,0.000000,0.000000,0.000000,0.000000,0.000000,273,0.967721,0.894537,0.000000,0.000000
-3600,174295234.000000,0.065672,23641.000000,199.500000,0.000000,0.000000,0.000000,0.000000,0.000000,273,0.967559,0.898492,0.000000,0.000000
-3550,180058203.000000,0.069111,22429.000000,199.500000,0.000000,0.000000,0.000000,0.000000,0.000000,273,0.972137,0.920603,0.000000,0.000000
-3500,185402634.000000,0.066089,24637.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,278,0.969205,0.911336,0.000000,0.000000
-3450,194399739.000000,0.067115,22588.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,278,0.969131,0.912221,0.000000,0.000000
-3400,199392122.000000,0.066963,26055.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,278,0.970259,0.910180,0.000000,0.000000
-3350,204903396.000000,0.066992,24937.000000,202.000000,0.000000,0.000000,0.000000,0.000000,0.000000,278,0.972971,0.923915,0.000000,0.000000
-3300,208081224.000000,0.066982,23606.500000,201.000000,0.000000,0.000000,0.000000,0.000000,0.000000,280,0.965786,0.886519,0.000000,0.000000
-3250,217527894.000000,0.068637,21571.000000,199.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283,0.973931,0.922754,0.000000,0.000000
-3200,224958148.000000,0.069743,24392.000000,199.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283,0.972338,0.914448,0.000000,0.000000
-3150,232458348.000000,0.069499,22614.000000,198.500000,0.000000,0.000000,0.000000,0.000000,0.000000,285,0.972360,0.911045,0.000000,0.000000
-3100,240671572.000000,0.071507,23312.500000,198.500000,0.000000,0.000000,0.000000,0.000000,0.000000,294,0.973418,0.914847,0.000000,0.000000
-3050,247195740.000000,0.070336,23540.500000,199.500000,0.000000,0.000000,0.000000,0.000000,0.000000,294,0.964362,0.898227,0.000000,0.000000
-3000,253861752.000000,0.071541,22273.000000,199.500000,0.000000,0.000000,0.006173,0.000000,0.000000,294,0.972871,0.916593,0.000000,0.000000
-2950,256599350.000000,0.069410,22524.000000,199.500000,0.000000,0.000000,0.012346,0.000000,0.000000,294,0.964168,0.882077,0.000000,0.000000
-2900,268991774.000000,0.073598,22007.500000,199.500000,0.000000,0.000000,0.018519,0.000000,0.000000,294,0.970760,0.911954,0.000000,0.000000
-2850,271141716.000000,0.071943,21975.000000,199.500000,0.000000,0.000000,0.018519,0.000000,0.000000,294,0.972384,0.910167,0.000000,0.000000
-2800,281030544.000000,0.073839,21727.000000,199.500000,0.000000,0.000000,0.024691,0.000000,0.000000,294,0.967732,0.898744,0.000000,0.000000
-2750,287714818.000000,0.073993,21913.500000,199.500000,0.000000,0.000000,0.037037,0.000000,0.000000,294,0.974583,0.924505,0.000000,0.000000
-2700,296505515.000000,0.076281,22238.500000,199.500000,0.000000,0.000000,0.043210,0.000000,0.000000,294,0.973009,0.916357,0.000000,0.000000
-2650,308241535.000000,0.075825,20905.000000,200.000000,0.000000,0.000000,0.042945,0.000000,0.000000,297,0.973257,0.919965,0.000000,0.000000
-2600,310372879.000000,0.075362,20370.000000,202.000000,0.000000,0.000000,0.042945,0.000000,0.000000,297,0.974490,0.922337,0.000000,0.000000
-2550,322339160.000000,0.077652,20343.000000,202.000000,0.000000,0.000000,0.042945,0.000000,0.000000,297,0.974085,0.918199,0.000000,0.000000
-2500,324507916.000000,0.079134,21193.000000,202.000000,0.000000,0.000000,0.049080,0.000000,0.000000,297,0.972749,0.915825,0.000000,0.000000
