year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,tradeActivePairShare,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,13199119.000000,0.025640,112966.000000,274.000000,0.000000,0.001382,0.000909,0.000000,0.000000,0.000000,5,0.993755,1.000000,0.000155,0.000155
-4950,17212417.000000,0.028677,128344.000000,270.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,43,0.974369,0.894148,0.000096,0.000177
-4900,19727611.000000,0.028633,83847.000000,235.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58,0.970961,0.862696,0.000121,0.000201
-4850,21919717.000000,0.029668,62716.500000,234.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85,0.969373,0.881449,0.000138,0.000218
-4800,23806079.000000,0.030110,42704.500000,216.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109,0.969914,0.889172,0.000137,0.000229
-4750,26023268.000000,0.031288,32952.000000,216.000000,0.000000,0.002706,0.002950,0.000000,0.000000,0.000000,118,0.971385,0.898765,0.000144,0.000242
-4700,28453049.000000,0.032749,31918.000000,213.000000,0.000000,0.002512,0.002857,0.000000,0.000000,0.000000,125,0.975310,0.921946,0.000141,0.000258
-4650,31323263.000000,0.033757,29659.000000,213.000000,0.000000,0.002854,0.003048,0.000000,0.000000,0.000000,125,0.970892,0.917419,0.000139,0.000216
-4600,33926383.000000,0.035526,26944.000000,213.000000,0.000000,0.002702,0.002982,0.000000,0.000000,0.000000,143,0.974055,0.916901,0.000145,0.000247
-4550,36821934.000000,0.036337,23747.000000,213.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,149,0.972236,0.918290,0.000143,0.000228
-4500,40199135.000000,0.038054,23502.500000,212.000000,0.000000,0.002874,0.003133,0.000000,0.000000,0.000000,159,0.973622,0.920441,0.000142,0.000232
-4450,43467495.000000,0.038902,24566.000000,213.000000,0.000000,0.003229,0.002985,0.000000,0.000000,0.000000,167,0.972406,0.908310,0.000147,0.000261
-4400,46947731.000000,0.040483,23542.000000,213.000000,0.166389,0.003106,0.003006,0.000000,0.000000,0.000000,179,0.969961,0.913497,0.000157,0.000267
-4350,51486552.000000,0.042553,22975.000000,213.000000,0.153610,0.002865,0.003059,0.000000,0.000000,0.000000,179,0.971511,0.921596,0.000144,0.000222
-4300,56317752.000000,0.044614,23029.000000,213.000000,0.142653,0.002890,0.003006,0.000000,0.000000,0.000000,179,0.968912,0.909573,0.000145,0.000253
-4250,61076274.000000,0.046430,26210.000000,211.000000,0.133156,0.000000,0.000000,0.000000,0.000000,0.000000,185,0.969861,0.918027,0.000150,0.000265
-4200,67176497.000000,0.048538,26908.000000,211.000000,0.124844,0.000000,0.000000,0.000000,0.000000,0.000000,191,0.969844,0.902740,0.000156,0.000269
-4150,73730064.000000,0.050153,23750.000000,213.000000,0.117509,0.003011,0.003191,0.000000,0.000000,0.000000,196,0.972255,0.920613,0.000154,0.000274
-4100,80867329.000000,0.051798,25896.000000,215.000000,0.110988,0.002701,0.003394,0.000000,0.000000,0.000000,196,0.972348,0.925299,0.000146,0.000265
-4050,88858873.000000,0.052686,27671.000000,217.000000,0.105152,0.002341,0.003597,0.000000,0.000000,0.000000,196,0.967543,0.919756,0.000134,0.000213
-4000,97989770.000000,0.055919,30287.500000,214.500000,0.099900,0.000000,0.000000,0.000000,0.000000,0.000000,205,0.970746,0.914801,0.000137,0.000226
-3950,106758082.000000,0.058164,30622.000000,212.000000,0.095147,0.002885,0.003262,0.000000,0.000000,0.000000,222,0.970868,0.919665,0.000141,0.000226
-3900,115297225.000000,0.058861,37909.000000,211.500000,0.090827,0.002252,0.003585,0.000000,0.000000,0.000000,226,0.970866,0.920738,0.000146,0.000237
-3850,125498726.000000,0.060217,38263.000000,211.500000,0.086881,0.002744,0.003447,0.000000,0.000000,0.000000,226,0.969353,0.914665,0.000129,0.000218
-3800,133208270.000000,0.061197,34515.000000,211.000000,0.083264,0.002429,0.003628,0.000000,0.000000,0.000000,230,0.972626,0.925623,0.000152,0.000258
-3750,142781337.000000,0.062943,30577.500000,208.500000,0.079936,0.002577,0.002953,0.000000,0.000000,0.000000,234,0.973109,0.925127,0.000156,0.000256
-3700,151339059.000000,0.063345,27922.000000,208.500000,0.076864,0.002194,0.003982,0.000000,0.000000,0.000000,234,0.971001,0.915213,0.000131,0.000207
-3650,157652580.000000,0.063213,27712.500000,208.500000,0.074019,0.001935,0.003758,0.000000,0.000000,0.000000,234,0.971886,0.916561,0.000132,0.000228
-3600,161860054.000000,0.061563,29089.000000,208.500000,0.071378,0.002391,0.003400,0.000000,0.000000,0.000000,234,0.971984,0.911827,0.000128,0.000199
-3550,165881034.000000,0.063073,28235.000000,206.000000,0.068918,0.002663,0.003002,0.000000,0.000000,0.000000,237,0.975121,0.915991,0.000137,0.000224
-3500,172405286.000000,0.062381,30251.500000,211.000000,0.066622,0.002717,0.003181,0.000000,0.000000,0.000000,239,0.972562,0.909658,0.000141,0.000228
-3450,182950901.000000,0.065269,27769.000000,212.500000,0.064475,0.002133,0.003529,0.000000,0.000000,0.000000,239,0.975334,0.920531,0.000127,0.000199
-3400,189184793.000000,0.065178,29204.000000,212.000000,0.062461,0.002351,0.003354,0.000000,0.000000,0.000000,243,0.974661,0.922001,0.000133,0.000215
-3350,196954287.000000,0.066031,28818.000000,211.500000,0.060569,0.002430,0.003183,0.000000,0.000000,0.000000,247,0.976455,0.921277,0.000142,0.000226
-3300,201598037.000000,0.066148,28045.000000,211.500000,0.058789,0.001949,0.003395,0.000000,0.000000,0.000000,247,0.970767,0.913239,0.000135,0.000208
-3250,212634983.000000,0.067409,27490.500000,211.000000,0.057110,0.002067,0.002978,0.000000,0.000000,0.000000,253,0.976262,0.926280,0.000130,0.000216
-3200,220588928.000000,0.068356,27891.000000,206.000000,0.055525,0.002135,0.003103,0.000000,0.000000,0.000000,255,0.975322,0.918551,0.000136,0.000227
-3150,230639006.000000,0.068701,26796.000000,206.000000,0.054025,0.002021,0.003266,0.000000,0.000000,0.000000,255,0.977404,0.923320,0.000147,0.000230
-3100,240675380.000000,0.069837,26826.000000,206.000000,0.052604,0.002399,0.002981,0.000000,0.000000,0.000000,255,0.977215,0.925274,0.000139,0.000231
-3050,250330920.000000,0.069462,26820.500000,205.500000,0.051256,0.002429,0.003346,0.000000,0.000000,0.000000,259,0.969799,0.909532,0.000128,0.000201
-3000,260194726.000000,0.070340,26167.500000,204.500000,0.049975,0.000000,0.000000,0.000000,0.000000,0.000000,267,0.978106,0.920887,0.000129,0.000189
-2950,263345794.000000,0.068458,25291.000000,205.500000,0.048757,0.002027,0.003302,0.006579,0.000000,0.000000,269,0.968526,0.888367,0.000139,0.000208
-2900,274449522.000000,0.072442,24874.000000,206.000000,0.047596,0.002157,0.003263,0.019737,0.000000,0.000000,269,0.976699,0.915602,0.000143,0.000231
-2850,276129880.000000,0.071240,28065.000000,207.000000,0.046490,0.002166,0.003145,0.019737,0.000000,0.000000,269,0.975831,0.917731,0.000134,0.000194
-2800,281077909.000000,0.071722,27929.000000,205.000000,0.045434,0.001898,0.002954,0.019355,0.000000,0.000000,279,0.973538,0.911456,0.000127,0.000177
-2750,288891863.000000,0.071660,24873.000000,205.000000,0.044425,0.002151,0.002878,0.025806,0.000000,0.000000,279,0.977232,0.920410,0.000138,0.000218
-2700,295854755.000000,0.074159,24139.000000,205.000000,0.043459,0.001947,0.003333,0.032258,0.000000,0.000000,279,0.979229,0.932253,0.000141,0.000208
-2650,305964495.000000,0.074757,24152.000000,206.000000,0.042535,0.002536,0.002727,0.038710,0.000000,0.000000,279,0.977497,0.918647,0.000128,0.000185
-2600,311702972.000000,0.074294,24755.000000,203.000000,0.041649,0.002181,0.002319,0.038462,0.000000,0.000000,282,0.978290,0.920496,0.000143,0.000212
-2550,324165604.000000,0.075613,22993.000000,203.000000,0.040800,0.002228,0.002693,0.038462,0.000000,0.000000,282,0.978185,0.929114,0.000139,0.000219
-2500,325441029.000000,0.077232,24966.000000,205.000000,0.039984,0.002200,0.002919,0.038217,0.000000,0.000000,284,0.974534,0.916177,0.000153,0.000234
-2450,326391383.000000,0.075753,24313.000000,206.000000,0.039200,0.002095,0.003030,0.063694,0.000000,0.000000,284,0.978605,0.921842,0.000149,0.000218
-2400,338666817.000000,0.076142,23317.000000,206.000000,0.038447,0.002175,0.002919,0.070064,0.000000,0.000000,284,0.975576,0.916344,0.000147,0.000221
-2350,340236639.000000,0.075915,24213.000000,205.500000,0.037722,0.001875,0.003286,0.075949,0.000000,0.000000,288,0.967346,0.902542,0.000139,0.000206
-2300,336697285.000000,0.076781,23818.500000,205.500000,0.037023,0.001940,0.003249,0.075949,0.000000,0.000000,288,0.975583,0.910443,0.000150,0.000232
-2250,341609809.000000,0.078005,23340.000000,206.000000,0.036350,0.002072,0.003138,0.075472,0.000000,0.000000,290,0.979015,0.928473,0.000152,0.000234
-2200,348420001.000000,0.076879,21693.000000,206.000000,0.035702,0.002257,0.002958,0.075472,0.000000,0.000000,290,0.979029,0.927781,0.000136,0.000203
-2150,358268651.000000,0.078704,22076.000000,206.000000,0.035075,0.002197,0.002886,0.075472,0.000000,0.000000,290,0.979600,0.928267,0.000155,0.000252
-2100,363299583.000000,0.079347,19085.000000,205.500000,0.034471,0.002323,0.003101,0.087500,0.000000,0.000000,293,0.975167,0.919568,0.000155,0.000224
-2050,366877122.000000,0.081038,19608.500000,205.500000,0.033887,0.001959,0.003101,0.100000,0.000000,0.000000,293,0.980571,0.931172,0.000164,0.000303
-2000,374081520.000000,0.080202,22041.000000,205.500000,0.033322,0.002237,0.003386,0.100000,0.000000,0.000000,293,0.975933,0.922090,0.000148,0.000231
-1950,380433793.000000,0.081863,22305.000000,205.500000,0.032776,0.001918,0.003350,0.100000,0.000000,0.000000,293,0.976602,0.921871,0.000144,0.000226
-1900,384125139.000000,0.081688,23263.000000,205.000000,0.032248,0.002227,0.003452,0.118012,0.000000,0.000000,297,0.979145,0.925492,0.000152,0.000221
-1850,390328600.000000,0.081625,22160.000000,206.000000,0.031736,0.002307,0.003276,0.118012,0.000000,0.000000,297,0.976547,0.917605,0.000150,0.000214
-1800,388652187.000000,0.077395,24397.000000,206.000000,0.031240,0.002411,0.003268,0.128834,0.000000,0.000000,301,0.976938,0.920704,0.000147,0.000219
