seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,rows,run_dir,reason
1,True,0,384.844,False,False,36,1982,65,Kingdom of Calxoctan,15,Currency,120,Copper Smelting,-449,147,Arkaleshan Tribe,621,/mnt/c/WS/WorldSimulation10028/out/seed_probe_1_2_after_unblock5/seed_1,
2,True,0,371.942,False,False,34,1930,65,Republic of Kingdom of North teotemtan,34,Banking,120,Copper Smelting,-19,31,Kingdom of New ninuran,671,/mnt/c/WS/WorldSimulation10028/out/seed_probe_1_2_after_unblock5/seed_2,
