year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,tradeActivePairShare,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90,stabilityMean,stabilityP10,legitimacyMean,legitimacyP10,lowStabilityPopShare,lowLegitimacyPopShare
-5000,8051014.000000,0.025758,56902.000000,162.500000,0.000000,0.001881,0.000707,0.000000,0.000000,0.000000,2,0.999055,1.000000,0.000149,0.000153,0.985811,0.952170,0.704541,0.702270,0.000000,0.000000
-4975,9379278.000000,0.029006,55535.000000,163.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,0.945943,0.811217,0.000077,0.000124,0.958054,0.954660,0.710787,0.492900,0.003556,0.005519
-4950,10330196.000000,0.028985,63774.000000,165.000000,0.000000,0.008986,0.001287,0.000000,0.000000,0.000000,16,0.962538,0.839931,0.000078,0.000137,0.864439,0.468960,0.674434,0.213740,0.018926,0.040644
-4925,11061052.000000,0.028761,70504.000000,167.000000,0.000000,0.007001,0.001287,0.000000,0.000000,0.000000,16,0.963846,0.832764,0.000093,0.000187,0.700712,0.007500,0.575287,0.012400,0.068859,0.096394
-4900,11761123.000000,0.028915,66241.500000,170.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25,0.967006,0.850894,0.000098,0.000189,0.582833,0.001320,0.501887,0.011020,0.105678,0.133128
-4875,12619921.000000,0.028701,60542.000000,176.500000,0.000000,0.005902,0.001527,0.000000,0.000000,0.000000,56,0.971901,0.869103,0.000122,0.000214,0.525659,0.007030,0.451852,0.011860,0.133333,0.180756
-4850,13379104.000000,0.029433,57152.000000,185.000000,0.000000,0.003259,0.001977,0.000000,0.000000,0.000000,56,0.972053,0.893488,0.000125,0.000222,0.487692,0.006180,0.438915,0.010740,0.136961,0.136961
-4825,14030251.000000,0.029895,45062.000000,177.000000,0.000000,0.003887,0.001699,0.000000,0.000000,0.000000,73,0.973044,0.899999,0.000122,0.000200,0.483421,0.006800,0.430740,0.011960,0.113204,0.116445
-4800,14734342.000000,0.030436,47233.000000,173.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,77,0.976230,0.916859,0.000123,0.000204,0.468379,0.000000,0.426861,0.012080,0.100685,0.103526
-4775,15411385.000000,0.030799,43953.000000,173.500000,0.000000,0.003514,0.001609,0.000000,0.000000,0.000000,87,0.970427,0.893563,0.000115,0.000190,0.481523,0.006980,0.428339,0.012190,0.091402,0.114830
-4750,15992489.000000,0.030885,44670.500000,173.500000,0.000000,0.004449,0.002011,0.000000,0.000000,0.000000,87,0.969670,0.898506,0.000116,0.000188,0.478769,0.006800,0.420025,0.012090,0.088106,0.111286
-4725,16705201.000000,0.030880,44670.000000,173.000000,0.000000,0.003952,0.001738,0.000000,0.000000,0.000000,91,0.964463,0.880980,0.000116,0.000192,0.464665,0.006800,0.406923,0.012000,0.103350,0.140202
