year,live_countries,stable_countries,low_stability_countries,low_legitimacy_countries,low_both_countries,critical_countries,pop_total,pop_low_stability,pop_low_legitimacy,pop_low_both,pop_critical,pop_low_stability_share,pop_low_legitimacy_share,pop_low_both_share,pop_critical_share,stability_mean,stability_p10,legitimacy_mean,legitimacy_p10,worst_stability_ids,worst_legitimacy_ids
-5000,97,67,0,0,0,0,14771358.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998293,0.997860,0.622418,0.569520,40:0.988;80:0.988;0:0.989;20:0.989;60:0.990,88:0.555;66:0.556;41:0.558;44:0.560;6:0.561
-4950,97,91,0,3,0,1,19661552.000000,0.000000,107525.000000,0.000000,29371.000000,0.000000,0.005469,0.000000,0.001494,0.982135,0.963780,0.946478,0.906200,64:0.462;80:0.604;76:0.702;3:0.902;50:0.938,64:0.062;80:0.211;76:0.246;3:0.488;11:0.557
-4900,102,93,1,4,1,1,22758176.000000,29928.000000,120174.000000,29928.000000,29928.000000,0.001315,0.005280,0.001315,0.001315,0.949950,0.859200,0.931493,0.846510,64:0.207;80:0.404;102:0.462;103:0.518;100:0.587,64:0.076;80:0.297;11:0.353;76:0.383;102:0.440
-4850,104,98,2,4,2,1,25749946.000000,81483.000000,263762.000000,81483.000000,29039.000000,0.003164,0.010243,0.003164,0.001128,0.957993,0.939630,0.946267,0.895360,64:0.074;80:0.249;76:0.408;106:0.439;11:0.538,64:0.008;80:0.244;76:0.351;106:0.359;11:0.462
-4800,104,100,3,3,3,1,29066439.000000,103616.000000,103616.000000,103616.000000,28544.000000,0.003565,0.003565,0.003565,0.000982,0.967528,0.999060,0.964503,0.954170,64:0.008;76:0.291;80:0.310;11:0.428;9:0.719,64:0.009;76:0.334;80:0.386;11:0.523;9:0.721
-4750,104,100,4,3,3,1,32653436.000000,116686.000000,99557.000000,99557.000000,27331.000000,0.003573,0.003049,0.003049,0.000837,0.966368,0.999160,0.965004,0.967780,64:0.028;80:0.288;76:0.317;11:0.380;9:0.691,64:0.028;80:0.362;76:0.393;11:0.546;102:0.707
-4700,104,100,4,3,3,2,36521759.000000,114041.000000,97025.000000,97025.000000,74186.000000,0.003123,0.002657,0.002657,0.002031,0.961429,0.961440,0.955163,0.909880,64:0.048;80:0.155;76:0.300;11:0.327;9:0.635,64:0.016;80:0.165;76:0.374;11:0.530;102:0.623
-4650,104,100,4,3,3,1,40677046.000000,112868.000000,94636.000000,94636.000000,27583.000000,0.002775,0.002327,0.002327,0.000678,0.966629,0.995250,0.968941,0.975400,64:0.045;80:0.262;76:0.304;11:0.389;9:0.738,64:0.060;80:0.327;76:0.395;11:0.708;102:0.778
-4600,104,100,3,1,1,1,44836576.000000,91390.000000,27908.000000,27908.000000,27908.000000,0.002038,0.000622,0.000622,0.000622,0.965392,0.961770,0.968849,0.912110,64:0.026;80:0.306;11:0.359;76:0.405;9:0.751,64:0.030;80:0.445;76:0.676;11:0.736;102:0.847
-4550,104,99,4,2,2,1,49334590.000000,118584.000000,73395.000000,73395.000000,27758.000000,0.002404,0.001488,0.001488,0.000563,0.964799,0.999400,0.966080,0.950480,64:0.029;80:0.259;76:0.301;11:0.317;9:0.583,64:0.035;80:0.335;76:0.491;11:0.583;9:0.704
