year,live_countries,stable_countries,low_stability_countries,low_legitimacy_countries,low_both_countries,critical_countries,pop_total,pop_low_stability,pop_low_legitimacy,pop_low_both,pop_critical,pop_low_stability_share,pop_low_legitimacy_share,pop_low_both_share,pop_critical_share,stability_mean,stability_p10,legitimacy_mean,legitimacy_p10,worst_stability_ids,worst_legitimacy_ids
-5000,99,64,0,0,0,0,17456826.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998249,0.997960,0.616124,0.574320,60:0.988;80:0.988;0:0.989;40:0.989;20:0.989,62:0.561;65:0.562;46:0.565;6:0.565;44:0.566
-4950,100,93,1,2,1,0,23186590.000000,213177.000000,259383.000000,213177.000000,0.000000,0.009194,0.011187,0.009194,0.000000,0.980832,0.995890,0.956978,0.953100,100:0.385;64:0.708;49:0.722;78:0.790;45:0.825,100:0.314;64:0.332;78:0.461;46:0.475;45:0.495
-4900,105,98,0,3,0,0,26764097.000000,0.000000,104227.000000,0.000000,0.000000,0.000000,0.003894,0.000000,0.000000,0.957156,0.841160,0.949573,0.864780,64:0.432;102:0.442;105:0.493;46:0.538;104:0.563,102:0.299;64:0.361;46:0.385;105:0.410;101:0.477
-4850,106,103,2,2,2,1,30264093.000000,59298.000000,59298.000000,59298.000000,45375.000000,0.001959,0.001959,0.001959,0.001499,0.966944,0.950450,0.971519,0.957500,64:0.193;102:0.273;46:0.401;107:0.658;78:0.670,64:0.212;102:0.315;46:0.474;101:0.768;107:0.797
-4800,106,102,3,2,2,1,34163645.000000,96450.000000,54938.000000,54938.000000,42127.000000,0.002823,0.001608,0.001608,0.001233,0.970298,0.965050,0.977492,0.992650,64:0.119;102:0.317;46:0.393;78:0.589;107:0.851,64:0.124;102:0.322;46:0.725;99:0.902;38:0.911
-4750,106,102,2,1,1,1,38521967.000000,46042.000000,39572.000000,39572.000000,39572.000000,0.001195,0.001027,0.001027,0.001027,0.971608,0.991700,0.983238,0.999200,64:0.088;102:0.293;78:0.455;46:0.466;33:0.934,64:0.119;102:0.587;78:0.875;33:0.895;76:0.903
-4700,106,103,1,1,1,1,43340560.000000,40179.000000,40179.000000,40179.000000,40179.000000,0.000927,0.000927,0.000927,0.000927,0.975629,0.998950,0.988190,0.999300,64:0.095;102:0.402;46:0.493;78:0.639;31:0.943,64:0.106;31:0.908;21:0.909;5:0.909;50:0.962
-4650,106,105,1,1,1,0,48735954.000000,40573.000000,40573.000000,40573.000000,0.000000,0.000833,0.000833,0.000833,0.000000,0.981401,0.988900,0.989174,0.999250,64:0.216;102:0.600;46:0.730;78:0.827;18:0.931,64:0.297;18:0.889;40:0.924;66:0.933;58:0.940
-4600,106,105,1,0,0,0,54370096.000000,43005.000000,0.000000,0.000000,0.000000,0.000791,0.000000,0.000000,0.000000,0.989937,0.999200,0.993233,0.999200,64:0.379;46:0.869;102:0.886;45:0.914;63:0.942,64:0.700;45:0.885;63:0.906;41:0.936;18:0.956
-4550,106,105,0,0,0,0,60264013.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.992412,0.999700,0.997698,1.000000,64:0.437;102:0.920;49:0.934;91:0.958;37:0.958,37:0.922;102:0.936;49:0.946;76:0.953;96:0.999
-4500,106,106,0,0,0,0,66551598.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.993626,0.999350,0.994964,0.996350,64:0.619;69:0.937;53:0.948;56:0.949;38:0.958,69:0.901;53:0.915;56:0.916;65:0.924;96:0.950
-4450,106,105,0,0,0,0,72022001.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.994009,0.999250,0.995408,0.999450,64:0.581;105:0.934;85:0.955;81:0.972;37:0.976,105:0.898;64:0.899;37:0.937;65:0.943;27:0.950
-4400,107,106,0,0,0,0,78749062.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990679,0.999400,0.990034,0.999500,108:0.549;64:0.742;3:0.796;23:0.951;98:0.981,108:0.469;3:0.774;23:0.909;98:0.927;30:0.948
-4350,107,107,0,0,0,0,86481931.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.992946,0.964240,0.989443,0.951120,46:0.876;45:0.929;33:0.933;14:0.942;73:0.942,33:0.883;92:0.888;18:0.898;73:0.908;14:0.909
-4300,108,108,0,0,0,0,93888837.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.994652,0.995590,0.990257,0.977110,109:0.845;49:0.910;81:0.923;104:0.955;39:0.958,109:0.735;49:0.886;81:0.909;76:0.912;104:0.917
-4250,108,108,0,0,0,0,102688024.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995487,0.998720,0.993871,0.998880,49:0.920;10:0.932;38:0.933;87:0.936;47:0.940,87:0.900;10:0.905;47:0.905;49:0.927;38:0.932
-4200,108,108,0,0,0,0,110138089.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995354,0.998350,0.992443,0.990860,78:0.876;50:0.932;10:0.941;101:0.945;49:0.946,101:0.884;78:0.889;50:0.892;10:0.906;1:0.925
-4150,108,108,0,0,0,0,120616812.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995403,0.998770,0.992900,0.992940,49:0.894;46:0.917;64:0.919;8:0.926;68:0.940,46:0.902;8:0.903;64:0.904;68:0.904;72:0.914
-4100,108,108,0,0,0,0,132188422.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.994462,0.997760,0.991896,0.968870,81:0.922;102:0.924;108:0.928;78:0.935;49:0.937,102:0.892;28:0.910;108:0.910;81:0.914;43:0.926
-4050,108,108,0,0,0,0,144112949.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995079,0.986410,0.989659,0.947190,2:0.929;75:0.935;95:0.944;49:0.944;80:0.947,80:0.883;75:0.883;95:0.895;88:0.908;104:0.911
-4000,108,108,0,0,0,0,158416282.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995695,0.997770,0.993222,0.984060,78:0.922;64:0.929;24:0.942;39:0.950;91:0.952,24:0.894;78:0.907;39:0.917;9:0.924;94:0.927
