year,event_type,country_index,country_name,tech_id,tech_name,total_unlocked_techs
-5000,initial,0,South rakan Tribe,100,Cordage and Knots,19
-5000,initial,0,South rakan Tribe,101,Hide Working and Tailored Clothing,19
-5000,initial,0,South rakan Tribe,102,Hafted Stone Tools,19
-5000,initial,0,South rakan Tribe,105,Food Preservation,19
-5000,initial,0,South rakan Tribe,106,Storage Pits and Containers,19
-5000,initial,0,South rakan Tribe,107,Seasonal Aggregation Camps,19
-5000,initial,0,South rakan Tribe,110,Dog Domestication,19
-5000,initial,0,South rakan Tribe,111,Grinding Stones,19
-5000,initial,0,South rakan Tribe,112,Proto-cultivation,19
-5000,initial,0,South rakan Tribe,113,Sedentism,19
-5000,initial,0,South rakan Tribe,114,Enclosures and Herd Management,19
-5000,initial,0,South rakan Tribe,115,Counting Tokens and Tallies,19
-5000,initial,0,South rakan Tribe,116,Charcoal Firing,19
-5000,initial,0,South rakan Tribe,1,Pottery,19
-5000,initial,0,South rakan Tribe,2,Animal Husbandry,19
-5000,initial,0,South rakan Tribe,4,Mining,19
-5000,initial,0,South rakan Tribe,20,Agriculture,19
-5000,initial,0,South rakan Tribe,3,Archery,19
-5000,initial,0,South rakan Tribe,6,Calendar,19
-5000,initial,1,Mitvisurdesh Tribe,100,Cordage and Knots,19
-5000,initial,1,Mitvisurdesh Tribe,101,Hide Working and Tailored Clothing,19
-5000,initial,1,Mitvisurdesh Tribe,102,Hafted Stone Tools,19
-5000,initial,1,Mitvisurdesh Tribe,105,Food Preservation,19
-5000,initial,1,Mitvisurdesh Tribe,106,Storage Pits and Containers,19
-5000,initial,1,Mitvisurdesh Tribe,107,Seasonal Aggregation Camps,19
-5000,initial,1,Mitvisurdesh Tribe,110,Dog Domestication,19
-5000,initial,1,Mitvisurdesh Tribe,111,Grinding Stones,19
-5000,initial,1,Mitvisurdesh Tribe,112,Proto-cultivation,19
-5000,initial,1,Mitvisurdesh Tribe,113,Sedentism,19
-5000,initial,1,Mitvisurdesh Tribe,114,Enclosures and Herd Management,19
-5000,initial,1,Mitvisurdesh Tribe,115,Counting Tokens and Tallies,19
-5000,initial,1,Mitvisurdesh Tribe,116,Charcoal Firing,19
-5000,initial,1,Mitvisurdesh Tribe,1,Pottery,19
-5000,initial,1,Mitvisurdesh Tribe,2,Animal Husbandry,19
-5000,initial,1,Mitvisurdesh Tribe,4,Mining,19
-5000,initial,1,Mitvisurdesh Tribe,20,Agriculture,19
-5000,initial,1,Mitvisurdesh Tribe,3,Archery,19
-5000,initial,1,Mitvisurdesh Tribe,6,Calendar,19
-5000,initial,2,South shamitvarnagar Tribe,100,Cordage and Knots,19
-5000,initial,2,South shamitvarnagar Tribe,101,Hide Working and Tailored Clothing,19
-5000,initial,2,South shamitvarnagar Tribe,102,Hafted Stone Tools,19
-5000,initial,2,South shamitvarnagar Tribe,105,Food Preservation,19
-5000,initial,2,South shamitvarnagar Tribe,106,Storage Pits and Containers,19
-5000,initial,2,South shamitvarnagar Tribe,107,Seasonal Aggregation Camps,19
-5000,initial,2,South shamitvarnagar Tribe,110,Dog Domestication,19
-5000,initial,2,South shamitvarnagar Tribe,111,Grinding Stones,19
-5000,initial,2,South shamitvarnagar Tribe,112,Proto-cultivation,19
-5000,initial,2,South shamitvarnagar Tribe,113,Sedentism,19
-5000,initial,2,South shamitvarnagar Tribe,114,Enclosures and Herd Management,19
-5000,initial,2,South shamitvarnagar Tribe,115,Counting Tokens and Tallies,19
-5000,initial,2,South shamitvarnagar Tribe,116,Charcoal Firing,19
-5000,initial,2,South shamitvarnagar Tribe,1,Pottery,19
-5000,initial,2,South shamitvarnagar Tribe,2,Animal Husbandry,19
-5000,initial,2,South shamitvarnagar Tribe,4,Mining,19
-5000,initial,2,South shamitvarnagar Tribe,20,Agriculture,19
-5000,initial,2,South shamitvarnagar Tribe,3,Archery,19
-5000,initial,2,South shamitvarnagar Tribe,6,Calendar,19
-5000,initial,3,North tantanvinagar Tribe,100,Cordage and Knots,19
-5000,initial,3,North tantanvinagar Tribe,101,Hide Working and Tailored Clothing,19
-5000,initial,3,North tantanvinagar Tribe,102,Hafted Stone Tools,19
-5000,initial,3,North tantanvinagar Tribe,105,Food Preservation,19
-5000,initial,3,North tantanvinagar Tribe,106,Storage Pits and Containers,19
-5000,initial,3,North tantanvinagar Tribe,107,Seasonal Aggregation Camps,19
-5000,initial,3,North tantanvinagar Tribe,110,Dog Domestication,19
-5000,initial,3,North tantanvinagar Tribe,111,Grinding Stones,19
-5000,initial,3,North tantanvinagar Tribe,112,Proto-cultivation,19
-5000,initial,3,North tantanvinagar Tribe,113,Sedentism,19
-5000,initial,3,North tantanvinagar Tribe,114,Enclosures and Herd Management,19
-5000,initial,3,North tantanvinagar Tribe,115,Counting Tokens and Tallies,19
-5000,initial,3,North tantanvinagar Tribe,116,Charcoal Firing,19
-5000,initial,3,North tantanvinagar Tribe,1,Pottery,19
-5000,initial,3,North tantanvinagar Tribe,2,Animal Husbandry,19
-5000,initial,3,North tantanvinagar Tribe,4,Mining,19
-5000,initial,3,North tantanvinagar Tribe,20,Agriculture,19
-5000,initial,3,North tantanvinagar Tribe,3,Archery,19
-5000,initial,3,North tantanvinagar Tribe,6,Calendar,19
-5000,initial,4,Tankandesh Tribe,100,Cordage and Knots,19
-5000,initial,4,Tankandesh Tribe,101,Hide Working and Tailored Clothing,19
-5000,initial,4,Tankandesh Tribe,102,Hafted Stone Tools,19
-5000,initial,4,Tankandesh Tribe,105,Food Preservation,19
-5000,initial,4,Tankandesh Tribe,106,Storage Pits and Containers,19
-5000,initial,4,Tankandesh Tribe,107,Seasonal Aggregation Camps,19
-5000,initial,4,Tankandesh Tribe,110,Dog Domestication,19
-5000,initial,4,Tankandesh Tribe,111,Grinding Stones,19
-5000,initial,4,Tankandesh Tribe,112,Proto-cultivation,19
-5000,initial,4,Tankandesh Tribe,113,Sedentism,19
-5000,initial,4,Tankandesh Tribe,114,Enclosures and Herd Management,19
-5000,initial,4,Tankandesh Tribe,115,Counting Tokens and Tallies,19
-5000,initial,4,Tankandesh Tribe,116,Charcoal Firing,19
-5000,initial,4,Tankandesh Tribe,1,Pottery,19
-5000,initial,4,Tankandesh Tribe,2,Animal Husbandry,19
-5000,initial,4,Tankandesh Tribe,4,Mining,19
-5000,initial,4,Tankandesh Tribe,20,Agriculture,19
-5000,initial,4,Tankandesh Tribe,3,Archery,19
-5000,initial,4,Tankandesh Tribe,6,Calendar,19
-5000,initial,5,New drakanvia Tribe,100,Cordage and Knots,19
-5000,initial,5,New drakanvia Tribe,101,Hide Working and Tailored Clothing,19
-5000,initial,5,New drakanvia Tribe,102,Hafted Stone Tools,19
-5000,initial,5,New drakanvia Tribe,105,Food Preservation,19
-5000,initial,5,New drakanvia Tribe,106,Storage Pits and Containers,19
-5000,initial,5,New drakanvia Tribe,107,Seasonal Aggregation Camps,19
-5000,initial,5,New drakanvia Tribe,110,Dog Domestication,19
-5000,initial,5,New drakanvia Tribe,111,Grinding Stones,19
-5000,initial,5,New drakanvia Tribe,112,Proto-cultivation,19
-5000,initial,5,New drakanvia Tribe,113,Sedentism,19
-5000,initial,5,New drakanvia Tribe,114,Enclosures and Herd Management,19
-5000,initial,5,New drakanvia Tribe,115,Counting Tokens and Tallies,19
-5000,initial,5,New drakanvia Tribe,116,Charcoal Firing,19
-5000,initial,5,New drakanvia Tribe,1,Pottery,19
-5000,initial,5,New drakanvia Tribe,2,Animal Husbandry,19
-5000,initial,5,New drakanvia Tribe,4,Mining,19
-5000,initial,5,New drakanvia Tribe,20,Agriculture,19
-5000,initial,5,New drakanvia Tribe,3,Archery,19
-5000,initial,5,New drakanvia Tribe,6,Calendar,19
-5000,initial,6,Old nalra Tribe,100,Cordage and Knots,19
-5000,initial,6,Old nalra Tribe,101,Hide Working and Tailored Clothing,19
-5000,initial,6,Old nalra Tribe,102,Hafted Stone Tools,19
-5000,initial,6,Old nalra Tribe,105,Food Preservation,19
-5000,initial,6,Old nalra Tribe,106,Storage Pits and Containers,19
-5000,initial,6,Old nalra Tribe,107,Seasonal Aggregation Camps,19
-5000,initial,6,Old nalra Tribe,110,Dog Domestication,19
-5000,initial,6,Old nalra Tribe,111,Grinding Stones,19
-5000,initial,6,Old nalra Tribe,112,Proto-cultivation,19
-5000,initial,6,Old nalra Tribe,113,Sedentism,19
-5000,initial,6,Old nalra Tribe,114,Enclosures and Herd Management,19
-5000,initial,6,Old nalra Tribe,115,Counting Tokens and Tallies,19
-5000,initial,6,Old nalra Tribe,116,Charcoal Firing,19
-5000,initial,6,Old nalra Tribe,1,Pottery,19
-5000,initial,6,Old nalra Tribe,2,Animal Husbandry,19
-5000,initial,6,Old nalra Tribe,4,Mining,19
-5000,initial,6,Old nalra Tribe,20,Agriculture,19
-5000,initial,6,Old nalra Tribe,3,Archery,19
