year,live_countries,stable_countries,low_stability_countries,low_legitimacy_countries,low_both_countries,critical_countries,pop_total,pop_low_stability,pop_low_legitimacy,pop_low_both,pop_critical,pop_low_stability_share,pop_low_legitimacy_share,pop_low_both_share,pop_critical_share,stability_mean,stability_p10,legitimacy_mean,legitimacy_p10,worst_stability_ids,worst_legitimacy_ids
-5000,99,70,0,0,0,0,15680708.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998320,0.997860,0.625517,0.574040,40:0.989;20:0.989;60:0.989;80:0.989;0:0.989,56:0.562;36:0.562;95:0.562;34:0.563;15:0.563
-4950,99,96,1,1,1,1,20705248.000000,33287.000000,33287.000000,33287.000000,33287.000000,0.001608,0.001608,0.001608,0.001608,0.986526,0.998660,0.968977,0.977360,64:0.303;1:0.764;45:0.878;46:0.880;50:0.884,64:0.012;1:0.439;50:0.568;46:0.626;45:0.650
-4900,104,98,2,3,2,1,23861021.000000,134882.000000,165667.000000,134882.000000,37146.000000,0.005653,0.006943,0.005653,0.001557,0.957183,0.942020,0.953216,0.915910,64:0.102;1:0.384;101:0.409;104:0.484;103:0.544,64:0.007;1:0.243;101:0.322;104:0.483;102:0.589
-4850,105,102,2,1,1,1,26982218.000000,133232.000000,36478.000000,36478.000000,36478.000000,0.004938,0.001352,0.001352,0.001352,0.972564,0.978800,0.976593,0.998660,64:0.004;1:0.327;104:0.707;79:0.771;101:0.778,64:0.006;1:0.466;101:0.496;79:0.877;4:0.910
-4800,105,103,2,1,1,1,30396371.000000,130767.000000,36255.000000,36255.000000,36255.000000,0.004302,0.001193,0.001193,0.001193,0.976437,0.951860,0.974603,0.922540,64:0.034;1:0.355;79:0.871;50:0.925;4:0.927,64:0.042;101:0.610;1:0.624;29:0.892;78:0.902
-4750,105,103,1,1,1,1,34156187.000000,33676.000000,33676.000000,33676.000000,33676.000000,0.000986,0.000986,0.000986,0.000986,0.982056,0.997720,0.985519,0.999500,64:0.005;1:0.418;79:0.906;10:0.926;46:0.962,64:0.010;101:0.868;79:0.874;10:0.904;96:0.933
-4700,105,103,1,1,1,1,38386667.000000,34179.000000,34179.000000,34179.000000,34179.000000,0.000890,0.000890,0.000890,0.000890,0.981660,0.974720,0.984633,0.987700,64:0.006;1:0.591;47:0.934;79:0.936;95:0.938,64:0.011;60:0.911;96:0.919;67:0.919;35:0.922
-4650,105,104,1,1,1,1,43199046.000000,34087.000000,34087.000000,34087.000000,34087.000000,0.000789,0.000789,0.000789,0.000789,0.984753,0.991800,0.986553,0.999140,64:0.030;1:0.765;90:0.935;27:0.935;41:0.950,64:0.049;90:0.895;69:0.916;33:0.933;27:0.937
-4600,105,104,1,1,1,1,48482643.000000,34432.000000,34432.000000,34432.000000,34432.000000,0.000710,0.000710,0.000710,0.000710,0.989099,0.999400,0.989240,0.999540,64:0.085;79:0.930;103:0.939;87:0.964;45:0.972,64:0.138;103:0.904;87:0.929;22:0.968;66:0.970
-4550,105,104,1,1,1,1,53955244.000000,34313.000000,34313.000000,34313.000000,34313.000000,0.000636,0.000636,0.000636,0.000636,0.990612,0.999700,0.991061,0.999900,64:0.049;102:0.986;6:0.992;81:0.999;93:0.999,64:0.088;30:0.976;93:0.999;79:1.000;77:1.000
-4500,105,104,1,1,1,1,60090704.000000,33493.000000,33493.000000,33493.000000,33493.000000,0.000557,0.000557,0.000557,0.000557,0.986038,0.984180,0.985943,0.999680,64:0.030;46:0.896;56:0.939;30:0.946;81:0.948,64:0.057;30:0.902;56:0.903;58:0.916;81:0.917
-4450,105,104,1,1,1,1,66016654.000000,33163.000000,33163.000000,33163.000000,33163.000000,0.000502,0.000502,0.000502,0.000502,0.985961,0.989880,0.983748,0.982940,64:0.010;46:0.921;47:0.925;71:0.938;16:0.945,64:0.021;16:0.901;71:0.903;47:0.913;99:0.913
-4400,105,104,1,1,1,1,72708077.000000,32490.000000,32490.000000,32490.000000,32490.000000,0.000447,0.000447,0.000447,0.000447,0.985430,0.983700,0.983712,0.963360,64:0.026;79:0.909;1:0.926;45:0.927;28:0.932,64:0.032;80:0.895;45:0.905;16:0.915;68:0.918
-4350,105,104,1,1,1,1,80421842.000000,33635.000000,33635.000000,33635.000000,33635.000000,0.000418,0.000418,0.000418,0.000418,0.985099,0.998800,0.983039,0.969020,64:0.008;46:0.871;79:0.905;47:0.918;56:0.938,64:0.014;56:0.903;47:0.903;102:0.906;79:0.917
-4300,105,104,1,1,1,1,87855074.000000,34082.000000,34082.000000,34082.000000,34082.000000,0.000388,0.000388,0.000388,0.000388,0.984883,0.999200,0.983384,0.966220,64:0.051;79:0.842;50:0.916;46:0.919;75:0.935,64:0.083;48:0.897;50:0.898;75:0.898;68:0.902
-4250,105,104,1,1,1,1,96272650.000000,34310.000000,34310.000000,34310.000000,34310.000000,0.000356,0.000356,0.000356,0.000356,0.986246,0.998780,0.984131,0.961360,64:0.091;46:0.859;79:0.881;22:0.930;45:0.941,64:0.127;22:0.888;88:0.903;55:0.916;3:0.921
-4200,106,105,1,1,1,1,103055399.000000,33920.000000,33920.000000,33920.000000,33920.000000,0.000329,0.000329,0.000329,0.000329,0.986802,0.982950,0.983280,0.952550,64:0.120;79:0.927;56:0.934;45:0.936;41:0.939,64:0.162;58:0.890;56:0.895;41:0.904;17:0.911
-4150,106,105,1,1,1,1,110819529.000000,33778.000000,33778.000000,33778.000000,33778.000000,0.000305,0.000305,0.000305,0.000305,0.988303,0.998800,0.986553,0.998850,64:0.036;47:0.892;45:0.938;56:0.969;7:0.981,64:0.040;56:0.904;47:0.935;32:0.937;7:0.941
-4100,106,105,1,1,1,1,121133414.000000,33599.000000,33599.000000,33599.000000,33599.000000,0.000277,0.000277,0.000277,0.000277,0.984941,0.987150,0.980581,0.932200,64:0.043;50:0.923;82:0.929;105:0.930;46:0.930,64:0.037;82:0.887;68:0.894;96:0.895;99:0.895
-4050,106,105,1,1,1,1,132433021.000000,34138.000000,34138.000000,34138.000000,34138.000000,0.000258,0.000258,0.000258,0.000258,0.987121,0.998350,0.986281,0.997050,64:0.004;92:0.930;31:0.941;0:0.949;85:0.949,64:0.008;92:0.888;85:0.945;31:0.949;0:0.949
-4000,106,105,1,1,1,1,143735929.000000,34515.000000,34515.000000,34515.000000,34515.000000,0.000240,0.000240,0.000240,0.000240,0.988158,0.998750,0.984848,0.998500,64:0.066;47:0.913;45:0.919;18:0.939;69:0.952,64:0.101;47:0.889;45:0.899;18:0.903;69:0.913
-3950,106,105,1,1,1,1,156882334.000000,34117.000000,34117.000000,34117.000000,34117.000000,0.000217,0.000217,0.000217,0.000217,0.985680,0.998550,0.984609,0.992150,64:0.077;79:0.798;61:0.928;88:0.929;67:0.938,64:0.107;61:0.887;88:0.889;91:0.892;67:0.902
-3900,106,105,1,1,1,1,170674495.000000,33160.000000,33160.000000,33160.000000,33160.000000,0.000194,0.000194,0.000194,0.000194,0.987107,0.999100,0.986674,0.999150,64:0.024;79:0.837;47:0.930;60:0.944;36:0.962,64:0.036;60:0.897;36:0.905;55:0.914;47:0.932
-3850,106,105,1,1,1,1,184756676.000000,33620.000000,33620.000000,33620.000000,33620.000000,0.000182,0.000182,0.000182,0.000182,0.980099,0.949550,0.976534,0.930250,64:0.005;79:0.831;86:0.876;88:0.883;83:0.912,64:0.010;86:0.818;88:0.838;83:0.867;22:0.889
-3800,106,105,1,1,1,1,202815450.000000,34248.000000,34248.000000,34248.000000,34248.000000,0.000169,0.000169,0.000169,0.000169,0.986242,0.994250,0.983247,0.976100,64:0.011;79:0.902;47:0.924;30:0.943;7:0.946,64:0.017;58:0.887;30:0.896;7:0.911;47:0.912
-3750,106,105,1,1,1,1,223962504.000000,34531.000000,34531.000000,34531.000000,34531.000000,0.000154,0.000154,0.000154,0.000154,0.988275,0.999100,0.985930,0.998950,64:0.034;58:0.929;47:0.935;97:0.940;84:0.961,64:0.057;58:0.890;97:0.904;84:0.912;36:0.935
-3700,106,105,1,1,1,1,247711775.000000,34274.000000,34274.000000,34274.000000,34274.000000,0.000138,0.000138,0.000138,0.000138,0.988662,0.999550,0.986841,0.983250,64:0.062;28:0.924;79:0.938;24:0.955;101:0.957,64:0.114;101:0.907;24:0.915;77:0.944;28:0.947
-3650,106,105,1,1,1,1,271096377.000000,34147.000000,34147.000000,34147.000000,34147.000000,0.000126,0.000126,0.000126,0.000126,0.985641,0.987450,0.983642,0.963600,64:0.020;79:0.854;50:0.932;28:0.944;73:0.946,64:0.036;62:0.900;73:0.911;17:0.917;36:0.922
-3600,106,105,1,1,1,1,299190454.000000,33744.000000,33744.000000,33744.000000,33744.000000,0.000113,0.000113,0.000113,0.000113,0.984342,0.986450,0.982595,0.951150,64:0.008;79:0.756;47:0.933;50:0.937;46:0.943,64:0.013;34:0.899;51:0.920;97:0.927;105:0.927
-3550,107,106,1,1,1,1,331184826.000000,33423.000000,33423.000000,33423.000000,33423.000000,0.000101,0.000101,0.000101,0.000101,0.980686,0.978440,0.977845,0.940760,64:0.008;79:0.650;107:0.787;46:0.867;47:0.933,64:0.014;107:0.702;53:0.877;11:0.908;91:0.909
-3500,107,106,1,1,1,1,367779474.000000,34117.000000,34117.000000,34117.000000,34117.000000,0.000093,0.000093,0.000093,0.000093,0.982915,0.969280,0.979979,0.946320,64:0.011;79:0.821;46:0.835;28:0.915;91:0.929,64:0.016;46:0.882;28:0.886;91:0.888;77:0.906
-3450,107,106,1,1,1,1,408978889.000000,34311.000000,34311.000000,34311.000000,34311.000000,0.000084,0.000084,0.000084,0.000084,0.985385,0.997200,0.983023,0.969400,64:0.029;79:0.828;102:0.924;58:0.932;45:0.935,64:0.052;102:0.882;83:0.886;58:0.894;75:0.918
-3400,107,106,1,1,1,1,454377097.000000,34598.000000,34598.000000,34598.000000,34598.000000,0.000076,0.000076,0.000076,0.000076,0.985315,0.984800,0.978965,0.930000,64:0.083;79:0.862;28:0.922;96:0.933;3:0.936,64:0.115;96:0.894;14:0.897;3:0.898;60:0.904
-3350,107,106,1,1,1,1,504524495.000000,33619.000000,33619.000000,33619.000000,33619.000000,0.000067,0.000067,0.000067,0.000067,0.986842,0.998660,0.984220,0.976320,64:0.004;79:0.885;28:0.923;45:0.933;35:0.936,64:0.009;35:0.886;28:0.910;83:0.924;45:0.929
