year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,tradeActivePairShare,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90,stabilityMean,stabilityP10,legitimacyMean,legitimacyP10,lowStabilityPopShare,lowLegitimacyPopShare
-5000,18902679.000000,0.026433,189397.000000,420.000000,0.000000,0.001488,0.001010,0.000000,0.000000,0.000000,5,0.996880,1.000000,0.000150,0.000156,0.977711,0.950857,0.704053,0.700898,0.000000,0.000000
-4900,28791271.000000,0.027884,182843.000000,338.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68,0.976169,0.893215,0.000111,0.000214,0.524243,0.000000,0.412674,0.005549,0.126040,0.186264
-4800,35627907.000000,0.028533,98238.000000,287.000000,0.497512,0.000000,0.000000,0.000000,0.000000,0.000000,122,0.964000,0.881285,0.000137,0.000215,0.420899,0.000000,0.346939,0.005749,0.159720,0.176655
-4700,41059853.000000,0.031384,77296.500000,271.500000,0.332226,0.003716,0.002416,0.000000,0.000000,0.000000,188,0.973332,0.887340,0.000128,0.000210,0.437506,0.000000,0.336300,0.005937,0.135432,0.146806
-4600,48291774.000000,0.033792,56997.000000,257.500000,0.249377,0.003469,0.002462,0.000000,0.000000,0.000000,203,0.976821,0.917268,0.000127,0.000206,0.401911,0.000000,0.341781,0.006001,0.098211,0.152147
-4500,57439315.000000,0.036012,44508.000000,232.000000,0.199601,0.002183,0.002386,0.000000,0.000000,0.000000,233,0.975508,0.913984,0.000121,0.000206,0.410228,0.000000,0.345210,0.006096,0.050019,0.060325
-4400,68461128.000000,0.038390,49255.500000,234.500000,0.166389,0.002556,0.002629,0.000000,0.000000,0.000000,243,0.980824,0.928789,0.000126,0.000211,0.380040,0.000000,0.330545,0.006087,0.087924,0.097016
-4300,79638097.000000,0.040418,49406.000000,233.000000,0.142653,0.001647,0.002888,0.000000,0.000000,0.000000,256,0.971846,0.900954,0.000117,0.000199,0.371797,0.000000,0.327740,0.006126,0.077945,0.085588
-4200,95241181.000000,0.044012,56042.000000,237.000000,0.124844,0.001925,0.002958,0.000000,0.000000,0.000000,262,0.975433,0.918638,0.000124,0.000207,0.365901,0.000000,0.335049,0.006183,0.076425,0.078421
-4100,114572505.000000,0.047526,66384.000000,231.500000,0.110988,0.001838,0.003056,0.000000,0.000000,0.000000,270,0.969822,0.901176,0.000124,0.000211,0.363596,0.000000,0.338253,0.006235,0.088221,0.090969
-4000,142173315.000000,0.053273,52937.000000,225.000000,0.099900,0.001782,0.003050,0.000000,0.000000,0.000000,278,0.975006,0.921395,0.000119,0.000206,0.359036,0.000000,0.333651,0.006262,0.099538,0.100473
-3900,176930388.000000,0.058376,52343.000000,224.000000,0.090827,0.002404,0.002668,0.000000,0.000000,0.000000,284,0.980818,0.928342,0.000125,0.000199,0.342967,0.000000,0.331576,0.006294,0.086116,0.087172
-3800,217656274.000000,0.063580,50062.000000,220.000000,0.083264,0.001837,0.003008,0.000000,0.000000,0.000000,291,0.977795,0.927045,0.000121,0.000214,0.342910,0.000000,0.325145,0.006482,0.093649,0.094642
-3700,262595968.000000,0.071744,54999.000000,224.000000,0.076864,0.001575,0.003407,0.000000,0.000000,0.000000,291,0.976308,0.913845,0.000126,0.000199,0.322956,0.000000,0.310373,0.006361,0.110373,0.123744
-3600,305867107.000000,0.072348,42353.000000,222.000000,0.071378,0.001750,0.003326,0.000000,0.000000,0.000000,302,0.974372,0.912452,0.000116,0.000185,0.319999,0.000000,0.303479,0.006359,0.169637,0.179304
-3500,341860779.000000,0.075187,52984.500000,219.500000,0.066622,0.001555,0.003157,0.000000,0.000000,0.000000,314,0.976703,0.915927,0.000128,0.000202,0.296588,0.000000,0.282368,0.006412,0.136687,0.137121
-3400,377759466.000000,0.074175,55978.000000,219.000000,0.062461,0.001512,0.003912,0.000000,0.000000,0.000000,319,0.971505,0.914293,0.000131,0.000218,0.298512,0.000000,0.282811,0.006382,0.138667,0.151065
-3300,402247349.000000,0.075517,54885.000000,218.000000,0.058789,0.001841,0.002756,0.000000,0.000000,0.000000,325,0.973385,0.919055,0.000125,0.000184,0.286060,0.000000,0.280513,0.006636,0.147928,0.148270
-3200,436980511.000000,0.079896,55551.500000,216.000000,0.055525,0.001328,0.003845,0.000000,0.000000,0.000000,329,0.971783,0.910734,0.000126,0.000202,0.291784,0.000000,0.278831,0.006457,0.131736,0.132225
