year,live_countries,stable_countries,low_stability_countries,low_legitimacy_countries,low_both_countries,critical_countries,pop_total,pop_low_stability,pop_low_legitimacy,pop_low_both,pop_critical,pop_low_stability_share,pop_low_legitimacy_share,pop_low_both_share,pop_critical_share,stability_mean,stability_p10,legitimacy_mean,legitimacy_p10,worst_stability_ids,worst_legitimacy_ids
-5000,98,48,0,0,0,0,18391194.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998177,0.997470,0.606362,0.555680,20:0.989;40:0.989;60:0.989;80:0.989;0:0.990,15:0.545;8:0.546;11:0.548;89:0.549;55:0.551
-4150,151,50,81,96,81,88,112008245.000000,9261596.000000,15315403.000000,9261596.000000,11226267.000000,0.082687,0.136735,0.082687,0.100227,0.467829,0.007600,0.368090,0.011400,76:0.006;89:0.006;99:0.006;46:0.006;45:0.006,89:0.008;76:0.008;99:0.009;55:0.009;45:0.010
-4100,151,50,83,98,83,91,122064530.000000,10787165.000000,15586374.000000,10787165.000000,13717918.000000,0.088373,0.127690,0.088373,0.112383,0.448118,0.006900,0.356354,0.010500,45:0.005;17:0.005;108:0.005;46:0.006;89:0.006,45:0.007;108:0.007;17:0.008;89:0.008;18:0.009
-4050,154,51,88,100,88,93,132137381.000000,12647600.000000,17994029.000000,12647600.000000,15191272.000000,0.095716,0.136177,0.095716,0.114966,0.443225,0.007130,0.359156,0.010630,108:0.005;45:0.005;46:0.005;89:0.006;64:0.006,108:0.006;45:0.008;89:0.008;98:0.008;5:0.008
-4000,154,52,89,99,89,94,144765263.000000,13826224.000000,20197825.000000,13826224.000000,15486205.000000,0.095508,0.139521,0.095508,0.106975,0.439058,0.007690,0.358744,0.011300,45:0.005;64:0.006;76:0.006;108:0.006;46:0.006,45:0.007;64:0.008;108:0.008;98:0.008;76:0.008
-3950,155,52,90,100,90,91,158382631.000000,15158606.000000,20464266.000000,15158606.000000,16039547.000000,0.095709,0.129208,0.095709,0.101271,0.436808,0.007840,0.363114,0.011700,108:0.005;45:0.006;64:0.006;46:0.006;99:0.006,108:0.008;45:0.008;64:0.008;99:0.009;58:0.009
-3900,156,52,90,102,90,94,172015938.000000,17624504.000000,24166863.000000,17624504.000000,18999832.000000,0.102459,0.140492,0.102459,0.110454,0.436056,0.007950,0.360385,0.012250,45:0.006;99:0.006;46:0.006;108:0.006;76:0.006,45:0.008;99:0.009;30:0.009;98:0.009;46:0.010
-3850,156,53,90,102,90,96,188588543.000000,19097325.000000,24045668.000000,19097325.000000,22261111.000000,0.101265,0.127503,0.101265,0.118041,0.434651,0.007850,0.354129,0.011550,108:0.005;99:0.006;46:0.006;45:0.006;64:0.006,108:0.008;99:0.009;45:0.010;100:0.010;46:0.010
-3800,157,52,91,103,91,95,208308331.000000,22033415.000000,29828510.000000,22033415.000000,22244575.000000,0.105773,0.143194,0.105773,0.106787,0.434692,0.007960,0.359208,0.011700,45:0.006;46:0.006;76:0.006;89:0.006;93:0.006,45:0.009;89:0.009;132:0.009;46:0.010;76:0.010
-3750,157,52,93,103,93,95,228698251.000000,26334732.000000,33246335.000000,26334732.000000,28209894.000000,0.115151,0.145372,0.115151,0.123350,0.428673,0.008060,0.357711,0.012120,45:0.006;108:0.006;46:0.006;64:0.006;76:0.006,45:0.008;18:0.009;108:0.009;85:0.010;46:0.010
-3700,157,54,95,103,95,98,252348425.000000,32563648.000000,37310324.000000,32563648.000000,36392806.000000,0.129042,0.147852,0.129042,0.144216,0.419271,0.008100,0.350562,0.012760,46:0.006;108:0.006;45:0.006;64:0.006;76:0.006,98:0.009;108:0.009;45:0.011;46:0.011;64:0.011
-3650,158,54,97,103,97,99,277149872.000000,37608762.000000,38600262.000000,37608762.000000,37729625.000000,0.135698,0.139276,0.135698,0.136134,0.408101,0.008240,0.352535,0.013170,46:0.006;108:0.006;64:0.006;76:0.006;93:0.007,108:0.009;46:0.011;64:0.011;100:0.011;99:0.011
-3600,158,52,97,105,97,101,305098511.000000,43143006.000000,47925745.000000,43143006.000000,43605289.000000,0.141407,0.157083,0.141407,0.142922,0.403751,0.008100,0.344401,0.012700,108:0.006;46:0.006;45:0.006;64:0.006;76:0.006,108:0.009;46:0.010;99:0.010;64:0.011;45:0.011
-3550,159,51,99,108,99,103,338995289.000000,48940698.000000,53652046.000000,48940698.000000,49190964.000000,0.144370,0.158268,0.144370,0.145108,0.392407,0.007900,0.336131,0.012300,46:0.006;45:0.006;64:0.006;76:0.006;99:0.006,45:0.010;76:0.011;99:0.011;46:0.011;108:0.011
-3500,159,52,101,107,101,103,375934735.000000,56787439.000000,61150856.000000,56787439.000000,56814096.000000,0.151057,0.162663,0.151057,0.151128,0.387247,0.007880,0.335761,0.012260,46:0.006;45:0.006;108:0.006;76:0.006;64:0.007,45:0.009;108:0.010;76:0.010;160:0.010;46:0.010
-3450,159,51,101,107,101,103,417588648.000000,65687266.000000,67801596.000000,65687266.000000,66715931.000000,0.157301,0.162365,0.157301,0.159765,0.381985,0.008060,0.331471,0.012600,46:0.006;76:0.006;45:0.006;64:0.007;93:0.007,76:0.010;46:0.010;45:0.010;64:0.011;99:0.011
-3400,159,51,103,107,103,104,461635227.000000,75959469.000000,86926315.000000,75959469.000000,75972983.000000,0.164544,0.188301,0.164544,0.164574,0.375842,0.007900,0.323796,0.012460,45:0.006;46:0.006;76:0.006;64:0.006;108:0.006,45:0.008;76:0.009;64:0.010;108:0.010;46:0.011
-3350,159,51,104,108,104,105,508379821.000000,92213262.000000,97144100.000000,92213262.000000,92225530.000000,0.181387,0.191086,0.181387,0.181411,0.365742,0.007700,0.321308,0.011480,108:0.006;46:0.006;64:0.006;76:0.006;98:0.006,108:0.008;98:0.009;64:0.009;76:0.010;99:0.010
-3300,159,49,104,109,104,107,546829282.000000,101865732.000000,106383487.000000,101865732.000000,104440492.000000,0.186284,0.194546,0.186284,0.190993,0.360206,0.007600,0.317558,0.011180,46:0.005;76:0.005;45:0.006;99:0.006;108:0.006,76:0.008;45:0.008;46:0.008;99:0.008;89:0.008
-3250,159,48,106,109,106,106,582215880.000000,110154464.000000,111986881.000000,110154464.000000,110154464.000000,0.189199,0.192346,0.189199,0.189199,0.353796,0.007200,0.317406,0.010180,108:0.005;45:0.005;76:0.005;99:0.006;64:0.006,108:0.007;76:0.008;45:0.008;99:0.008;112:0.009
-3200,159,48,106,111,106,109,623231184.000000,117306313.000000,150160062.000000,117306313.000000,148415661.000000,0.188223,0.240938,0.188223,0.238139,0.351997,0.007200,0.307395,0.010100,5:0.005;45:0.006;46:0.006;76:0.006;99:0.006,5:0.006;45:0.008;76:0.008;46:0.009;55:0.009
-3150,160,48,108,110,108,108,660418131.000000,138420877.000000,138448762.000000,138420877.000000,138412368.000000,0.209596,0.209638,0.209596,0.209583,0.349678,0.007300,0.308851,0.010690,45:0.005;108:0.005;98:0.006;46:0.006;76:0.006,98:0.007;45:0.007;108:0.008;46:0.009;76:0.009
-3100,160,46,109,113,109,110,696388285.000000,138081299.000000,148972318.000000,138081299.000000,146253026.000000,0.198282,0.213921,0.198282,0.210016,0.341557,0.007800,0.299429,0.011490,64:0.006;108:0.006;46:0.006;76:0.006;99:0.006,64:0.009;108:0.009;146:0.010;76:0.010;99:0.010
-3050,162,47,110,114,109,111,741294208.000000,142275770.000000,147652224.000000,142253496.000000,144866981.000000,0.191929,0.199182,0.191899,0.195424,0.335850,0.007400,0.298865,0.011000,64:0.006;45:0.006;46:0.006;99:0.006;76:0.006,64:0.008;45:0.009;108:0.009;99:0.009;46:0.009
-3000,162,46,111,115,111,112,786795917.000000,143435653.000000,144886631.000000,143435653.000000,144837514.000000,0.182304,0.184148,0.182304,0.184085,0.337858,0.007900,0.295018,0.011010,99:0.006;46:0.006;64:0.006;45:0.006;98:0.006,99:0.008;108:0.009;64:0.009;46:0.009;58:0.009
-2950,165,46,112,117,112,110,837027232.000000,142623531.000000,143494739.000000,142623531.000000,142579071.000000,0.170393,0.171434,0.170393,0.170340,0.342899,0.007340,0.302362,0.010640,108:0.005;45:0.006;46:0.006;99:0.006;64:0.006,108:0.008;45:0.008;160:0.008;35:0.009;99:0.009
-2900,166,48,111,116,111,111,892882384.000000,144332155.000000,153521330.000000,144332155.000000,144320757.000000,0.161647,0.171939,0.161647,0.161635,0.357631,0.008100,0.310242,0.012400,108:0.006;46:0.006;45:0.006;76:0.007;64:0.007,108:0.009;13:0.010;45:0.011;46:0.011;72:0.011
-2850,167,47,111,119,111,114,940187824.000000,198065051.000000,206287056.000000,198065051.000000,206141679.000000,0.210665,0.219410,0.210665,0.219256,0.347565,0.008220,0.296913,0.013160,46:0.006;45:0.006;64:0.007;76:0.007;99:0.007,45:0.010;13:0.011;72:0.011;46:0.011;108:0.011
-2800,168,46,113,122,113,116,978781701.000000,196173360.000000,218530474.000000,196173360.000000,197251911.000000,0.200426,0.223268,0.200426,0.201528,0.339537,0.008270,0.292551,0.013170,46:0.006;64:0.007;76:0.007;99:0.007;89:0.007,45:0.011;13:0.011;46:0.011;64:0.011;76:0.011
-2750,169,44,115,124,114,117,1034950487.000000,191840452.000000,230021964.000000,191818368.000000,206259195.000000,0.185362,0.222254,0.185341,0.199294,0.337779,0.008180,0.280493,0.013180,46:0.006;108:0.006;45:0.006;64:0.007;76:0.007,108:0.009;64:0.011;46:0.011;76:0.011;45:0.011
-2700,169,44,117,125,117,119,1087098216.000000,209655365.000000,234490981.000000,209655365.000000,223607960.000000,0.192858,0.215704,0.192858,0.205693,0.330871,0.008000,0.279395,0.012160,46:0.006;98:0.006;99:0.006;64:0.007;76:0.007,98:0.009;99:0.010;46:0.010;64:0.011;108:0.011
-2650,169,45,117,124,117,118,1145416711.000000,208883202.000000,235282533.000000,208883202.000000,208930762.000000,0.182364,0.205412,0.182364,0.182406,0.330593,0.008080,0.284205,0.012300,46:0.006;108:0.006;45:0.007;76:0.007;64:0.007,108:0.010;46:0.011;76:0.011;99:0.011;13:0.011
-2600,170,45,117,123,117,118,1193670884.000000,192509242.000000,219144413.000000,192509242.000000,192570178.000000,0.161275,0.183589,0.161275,0.161326,0.331138,0.008000,0.283731,0.012290,45:0.006;46:0.006;76:0.006;108:0.007;119:0.007,45:0.009;119:0.009;155:0.010;76:0.010;84:0.011
-2550,171,45,117,126,117,117,1191573649.000000,192680343.000000,246583742.000000,192680343.000000,193800443.000000,0.161702,0.206940,0.161702,0.162642,0.327534,0.008100,0.280084,0.012500,108:0.006;46:0.006;45:0.006;76:0.007;64:0.007,108:0.009;45:0.010;13:0.010;46:0.011;25:0.011
-2500,172,44,118,126,118,119,1237298109.000000,184170691.000000,221659819.000000,184170691.000000,184261288.000000,0.148849,0.179148,0.148849,0.148922,0.332224,0.008000,0.281804,0.011900,46:0.006;76:0.006;64:0.006;45:0.006;108:0.006,76:0.009;64:0.009;45:0.010;108:0.010;46:0.010
-2450,173,45,119,127,119,121,1254802405.000000,174487346.000000,224244063.000000,174487346.000000,188679704.000000,0.139056,0.178709,0.139056,0.150366,0.329178,0.007400,0.279055,0.010800,64:0.006;108:0.006;76:0.006;99:0.006;46:0.006,108:0.008;64:0.008;99:0.008;76:0.009;89:0.009
-2400,174,45,119,127,119,121,1281260403.000000,161963866.000000,208922626.000000,161963866.000000,174659489.000000,0.126410,0.163060,0.126410,0.136318,0.329952,0.007300,0.279655,0.010330,46:0.005;76:0.006;99:0.006;45:0.006;64:0.006,99:0.007;76:0.008;46:0.008;64:0.009;155:0.009
-2350,174,45,120,128,120,123,1318751573.000000,168559138.000000,214579719.000000,168559138.000000,188822974.000000,0.127817,0.162714,0.127817,0.143183,0.332441,0.007600,0.278304,0.011160,45:0.005;76:0.006;99:0.006;98:0.006;46:0.006,45:0.007;108:0.008;5:0.008;76:0.009;98:0.009
-2300,174,45,119,127,119,122,1336119087.000000,168495043.000000,212785283.000000,168495043.000000,192242072.000000,0.126108,0.159256,0.126108,0.143881,0.329933,0.007330,0.283128,0.010630,174:0.006;45:0.006;108:0.006;46:0.006;76:0.006,174:0.007;151:0.008;119:0.008;155:0.008;35:0.009
-2250,174,45,120,127,119,123,1347435201.000000,178737468.000000,215420054.000000,178714370.000000,194558770.000000,0.132650,0.159874,0.132633,0.144392,0.326700,0.008030,0.278640,0.011600,45:0.006;108:0.006;46:0.006;76:0.007;13:0.007,45:0.008;108:0.009;13:0.010;46:0.010;100:0.011
-2200,174,45,120,129,120,122,1361019747.000000,177361357.000000,228212226.000000,177361357.000000,191262730.000000,0.130315,0.167677,0.130315,0.140529,0.323840,0.007630,0.276606,0.011030,64:0.006;108:0.006;45:0.006;46:0.006;76:0.006,64:0.009;108:0.009;70:0.009;45:0.010;13:0.010
-2150,174,45,121,125,121,122,1374049425.000000,176919730.000000,188545122.000000,176919730.000000,188308202.000000,0.128758,0.137219,0.128758,0.137046,0.326267,0.007430,0.279911,0.010730,45:0.006;108:0.006;46:0.006;64:0.006;99:0.006,119:0.008;108:0.008;98:0.008;174:0.008;45:0.008
-2100,175,44,121,127,121,123,1371684231.000000,178070833.000000,214100994.000000,178070833.000000,178941606.000000,0.129819,0.156086,0.129819,0.130454,0.325099,0.008200,0.274800,0.012140,108:0.006;45:0.006;89:0.006;99:0.006;46:0.006,108:0.007;89:0.009;45:0.009;99:0.009;64:0.010
-2050,175,44,122,127,122,124,1382881251.000000,179295090.000000,206855334.000000,179295090.000000,179501388.000000,0.129653,0.149583,0.129653,0.129802,0.325240,0.008300,0.278247,0.013040,46:0.006;108:0.006;45:0.006;76:0.007;64:0.007,98:0.009;108:0.010;45:0.010;80:0.010;13:0.011
-2000,175,45,119,126,119,120,1397858959.000000,152453509.000000,204449860.000000,152453509.000000,164818214.000000,0.109062,0.146259,0.109062,0.117908,0.327026,0.008300,0.283273,0.013380,46:0.006;45:0.006;108:0.007;76:0.007;64:0.007,45:0.010;108:0.010;13:0.011;46:0.011;76:0.012
-1950,175,44,123,129,122,123,1378900606.000000,176610109.000000,226833488.000000,176589244.000000,176603494.000000,0.128080,0.164503,0.128065,0.128076,0.313733,0.008040,0.270863,0.012500,46:0.006;178:0.007;45:0.007;76:0.007;151:0.007,151:0.009;174:0.010;46:0.011;119:0.011;98:0.011
-1900,175,45,123,130,123,125,1377665373.000000,175885150.000000,226124310.000000,175885150.000000,191299260.000000,0.127669,0.164136,0.127669,0.138858,0.312367,0.008200,0.268504,0.012900,45:0.006;46:0.006;178:0.007;108:0.007;64:0.007,45:0.009;178:0.011;24:0.011;64:0.011;13:0.011
-1850,177,46,125,128,125,126,1396821242.000000,190945207.000000,191333046.000000,190945207.000000,191135470.000000,0.136700,0.136977,0.136700,0.136836,0.312995,0.007760,0.274449,0.011960,46:0.006;64:0.007;45:0.007;99:0.007;108:0.007,64:0.010;70:0.010;99:0.011;108:0.011;46:0.011
-1800,177,46,125,131,125,125,1400468203.000000,192635267.000000,219822234.000000,192635267.000000,192626948.000000,0.137551,0.156963,0.137551,0.137545,0.312669,0.008160,0.276023,0.012500,45:0.006;46:0.006;99:0.007;76:0.007;108:0.007,45:0.010;23:0.010;99:0.011;46:0.011;13:0.011
-1750,177,45,125,131,125,127,1431383512.000000,191477275.000000,226826292.000000,191477275.000000,191838426.000000,0.133771,0.158466,0.133771,0.134023,0.309379,0.008400,0.269573,0.013260,45:0.006;46:0.006;76:0.007;64:0.007;99:0.007,45:0.010;13:0.011;108:0.011;100:0.011;46:0.011
-1700,177,44,126,132,126,128,1425468349.000000,189031381.000000,222614781.000000,189031381.000000,196130251.000000,0.132610,0.156170,0.132610,0.137590,0.303607,0.008000,0.267062,0.012100,108:0.006;46:0.006;89:0.007;45:0.007;64:0.007,108:0.009;89:0.010;46:0.011;76:0.011;100:0.011
-1650,178,44,128,132,128,129,1421058405.000000,196431101.000000,210927887.000000,196431101.000000,196439305.000000,0.138229,0.148430,0.138229,0.138235,0.300220,0.007740,0.264426,0.011500,45:0.006;76:0.006;46:0.006;108:0.006;89:0.007,181:0.005;45:0.008;76:0.009;108:0.009;89:0.010
-1600,178,44,128,133,128,129,1433355851.000000,193055298.000000,219808808.000000,193055298.000000,205301038.000000,0.134688,0.153353,0.134688,0.143231,0.296503,0.007670,0.262677,0.011370,76:0.006;64:0.006;98:0.006;108:0.006;5:0.006,76:0.008;5:0.008;98:0.008;64:0.009;108:0.009
-1550,178,44,128,133,128,128,1438733016.000000,193450402.000000,220444736.000000,193450402.000000,193442942.000000,0.134459,0.153221,0.134459,0.134454,0.297211,0.007600,0.264234,0.011300,45:0.006;64:0.006;76:0.006;99:0.006;46:0.006,45:0.007;64:0.008;99:0.008;76:0.008;46:0.009
-1500,178,43,129,133,129,129,1442648150.000000,197987842.000000,198253141.000000,197987842.000000,197976582.000000,0.137239,0.137423,0.137239,0.137231,0.292363,0.007770,0.261129,0.011470,45:0.006;108:0.006;99:0.006;64:0.006;46:0.006,45:0.008;108:0.008;18:0.009;99:0.009;64:0.009
-1450,178,43,130,134,130,129,1448275577.000000,195820389.000000,222987309.000000,195820389.000000,195797650.000000,0.135209,0.153967,0.135209,0.135194,0.291122,0.007600,0.259671,0.011340,45:0.006;155:0.006;108:0.006;46:0.006;76:0.006,155:0.008;45:0.009;151:0.009;119:0.009;108:0.010
-1400,179,43,130,133,130,130,1470430380.000000,194667646.000000,195207959.000000,194667646.000000,194656120.000000,0.132388,0.132756,0.132388,0.132380,0.287768,0.007680,0.257760,0.011300,108:0.006;46:0.006;45:0.006;76:0.007;64:0.007,108:0.008;45:0.009;151:0.009;46:0.009;146:0.010
-1350,179,43,131,134,131,130,1462740074.000000,194079729.000000,205568373.000000,194079729.000000,194234418.000000,0.132682,0.140537,0.132682,0.132788,0.288958,0.007600,0.254787,0.011300,45:0.006;46:0.006;108:0.006;64:0.006;76:0.007,45:0.009;80:0.009;160:0.009;46:0.009;108:0.009
-1300,179,41,131,136,131,131,1483250362.000000,195511953.000000,210908945.000000,195511953.000000,198753018.000000,0.131813,0.142194,0.131813,0.133998,0.284356,0.007700,0.252342,0.011200,45:0.006;64:0.006;46:0.006;76:0.007;89:0.007,108:0.008;45:0.008;64:0.009;98:0.009;89:0.010
-1250,180,42,132,138,132,132,1492608650.000000,201818299.000000,290051610.000000,201818299.000000,215496101.000000,0.135212,0.194325,0.135212,0.144375,0.284231,0.008300,0.250817,0.011800,45:0.006;64:0.006;99:0.007;89:0.007;76:0.007,64:0.010;181:0.010;89:0.010;99:0.010;45:0.010
-1200,181,42,133,138,133,133,1484006869.000000,253449879.000000,267451096.000000,253449879.000000,266544829.000000,0.170788,0.180222,0.170788,0.179612,0.285709,0.008300,0.251298,0.013000,45:0.006;46:0.006;108:0.006;64:0.007;76:0.007,45:0.009;108:0.010;78:0.011;72:0.011;5:0.011
-1150,182,43,133,137,133,133,1465372129.000000,267939517.000000,269115701.000000,267939517.000000,216804293.000000,0.182847,0.183650,0.182847,0.147952,0.283520,0.008600,0.256901,0.013800,108:0.006;45:0.007;76:0.007;64:0.007;99:0.007,108:0.010;45:0.012;46:0.012;13:0.012;147:0.012
-1100,182,42,134,138,133,135,1458152139.000000,265182055.000000,265962090.000000,265159046.000000,215654873.000000,0.181862,0.182397,0.181846,0.147896,0.276045,0.008400,0.248371,0.013130,46:0.006;45:0.007;76:0.007;64:0.007;99:0.007,45:0.011;46:0.011;100:0.011;13:0.011;5:0.012
-1050,182,41,135,137,134,135,1456234960.000000,256085930.000000,256573509.000000,256064734.000000,256271550.000000,0.175855,0.176190,0.175840,0.175982,0.274819,0.008110,0.247318,0.012800,46:0.006;108:0.007;45:0.007;76:0.007;64:0.007,108:0.010;46:0.010;45:0.011;181:0.011;13:0.011
-1000,183,41,136,140,136,136,1470213307.000000,239816094.000000,251584300.000000,239816094.000000,239806925.000000,0.163117,0.171121,0.163117,0.163110,0.277516,0.008400,0.249110,0.013600,46:0.007;64:0.007;45:0.007;76:0.007;108:0.007,64:0.011;13:0.011;45:0.011;181:0.011;46:0.011
-950,185,42,137,141,137,136,1487705689.000000,233604422.000000,243971169.000000,233604422.000000,213178447.000000,0.157023,0.163992,0.157023,0.143293,0.279307,0.008400,0.247294,0.013720,45:0.006;46:0.007;64:0.007;76:0.007;99:0.007,45:0.009;64:0.011;76:0.011;46:0.011;98:0.011
-900,186,42,138,142,138,138,1453687791.000000,250234165.000000,303091174.000000,250234165.000000,220413743.000000,0.172137,0.208498,0.172137,0.151624,0.275795,0.008400,0.243987,0.013250,46:0.007;45:0.007;76:0.007;99:0.007;64:0.007,108:0.010;155:0.011;46:0.011;99:0.011;45:0.011
-850,186,42,139,140,138,139,1460793347.000000,241806364.000000,242240533.000000,241783645.000000,212170160.000000,0.165531,0.165828,0.165515,0.145243,0.270588,0.008300,0.243563,0.013000,45:0.006;46:0.007;76:0.007;108:0.007;99:0.007,45:0.009;76:0.011;46:0.011;108:0.011;99:0.011
-800,186,44,139,142,139,137,1460702398.000000,237513572.000000,237919278.000000,237513572.000000,206494990.000000,0.162602,0.162880,0.162602,0.141367,0.269784,0.007800,0.250083,0.011700,45:0.006;76:0.006;46:0.006;55:0.007;64:0.007,45:0.009;76:0.010;46:0.011;55:0.011;179:0.011
-750,187,44,139,142,138,138,1481851321.000000,233548963.000000,203644906.000000,203057066.000000,203050366.000000,0.157606,0.137426,0.137029,0.137025,0.270174,0.007400,0.250316,0.010960,46:0.006;76:0.006;45:0.006;108:0.007;64:0.007,46:0.009;76:0.009;151:0.009;119:0.009;174:0.009
-700,187,44,139,143,139,140,1505949463.000000,238804772.000000,239404824.000000,238804772.000000,238816567.000000,0.158574,0.158973,0.158574,0.158582,0.273040,0.007760,0.248012,0.011660,45:0.006;108:0.006;76:0.006;64:0.006;46:0.007,45:0.007;108:0.008;76:0.009;64:0.009;133:0.010
-650,187,44,140,143,140,138,1545721927.000000,247523779.000000,248199496.000000,247523779.000000,217918972.000000,0.160135,0.160572,0.160135,0.140982,0.272055,0.007800,0.251363,0.011620,45:0.006;64:0.006;99:0.006;46:0.007;76:0.007,64:0.009;45:0.009;99:0.010;80:0.010;5:0.011
-600,187,44,140,143,140,140,1548231711.000000,249411472.000000,250048215.000000,249411472.000000,249595608.000000,0.161094,0.161506,0.161094,0.161213,0.270436,0.007700,0.248533,0.011480,45:0.006;46:0.006;108:0.006;99:0.007;64:0.007,45:0.009;108:0.010;99:0.010;174:0.010;46:0.010
