year,event_type,country_index,country_name,tech_id,tech_name,total_unlocked_techs
-5000,initial,0,South tanshasura Tribe,100,Cordage and Knots,19
-5000,initial,0,South tanshasura Tribe,101,Hide Working and Tailored Clothing,19
-5000,initial,0,South tanshasura Tribe,102,Hafted Stone Tools,19
-5000,initial,0,South tanshasura Tribe,105,Food Preservation,19
-5000,initial,0,South tanshasura Tribe,106,Storage Pits and Containers,19
-5000,initial,0,South tanshasura Tribe,107,Seasonal Aggregation Camps,19
-5000,initial,0,South tanshasura Tribe,110,Dog Domestication,19
-5000,initial,0,South tanshasura Tribe,111,Grinding Stones,19
-5000,initial,0,South tanshasura Tribe,112,Proto-cultivation,19
-5000,initial,0,South tanshasura Tribe,113,Sedentism,19
-5000,initial,0,South tanshasura Tribe,114,Enclosures and Herd Management,19
-5000,initial,0,South tanshasura Tribe,115,Counting Tokens and Tallies,19
-5000,initial,0,South tanshasura Tribe,116,Charcoal Firing,19
-5000,initial,0,South tanshasura Tribe,1,Pottery,19
-5000,initial,0,South tanshasura Tribe,2,Animal Husbandry,19
-5000,initial,0,South tanshasura Tribe,4,Mining,19
-5000,initial,0,South tanshasura Tribe,20,Agriculture,19
-5000,initial,0,South tanshasura Tribe,3,Archery,19
-5000,initial,0,South tanshasura Tribe,6,Calendar,19
-5000,initial,1,New shararapur Tribe,100,Cordage and Knots,19
-5000,initial,1,New shararapur Tribe,101,Hide Working and Tailored Clothing,19
-5000,initial,1,New shararapur Tribe,102,Hafted Stone Tools,19
-5000,initial,1,New shararapur Tribe,105,Food Preservation,19
-5000,initial,1,New shararapur Tribe,106,Storage Pits and Containers,19
-5000,initial,1,New shararapur Tribe,107,Seasonal Aggregation Camps,19
-5000,initial,1,New shararapur Tribe,110,Dog Domestication,19
-5000,initial,1,New shararapur Tribe,111,Grinding Stones,19
-5000,initial,1,New shararapur Tribe,112,Proto-cultivation,19
-5000,initial,1,New shararapur Tribe,113,Sedentism,19
-5000,initial,1,New shararapur Tribe,114,Enclosures and Herd Management,19
-5000,initial,1,New shararapur Tribe,115,Counting Tokens and Tallies,19
-5000,initial,1,New shararapur Tribe,116,Charcoal Firing,19
-5000,initial,1,New shararapur Tribe,1,Pottery,19
-5000,initial,1,New shararapur Tribe,2,Animal Husbandry,19
-5000,initial,1,New shararapur Tribe,4,Mining,19
-5000,initial,1,New shararapur Tribe,20,Agriculture,19
-5000,initial,1,New shararapur Tribe,3,Archery,19
-5000,initial,1,New shararapur Tribe,6,Calendar,19
-5000,initial,2,South sharapur Tribe,100,Cordage and Knots,19
-5000,initial,2,South sharapur Tribe,101,Hide Working and Tailored Clothing,19
-5000,initial,2,South sharapur Tribe,102,Hafted Stone Tools,19
-5000,initial,2,South sharapur Tribe,105,Food Preservation,19
-5000,initial,2,South sharapur Tribe,106,Storage Pits and Containers,19
-5000,initial,2,South sharapur Tribe,107,Seasonal Aggregation Camps,19
-5000,initial,2,South sharapur Tribe,110,Dog Domestication,19
-5000,initial,2,South sharapur Tribe,111,Grinding Stones,19
-5000,initial,2,South sharapur Tribe,112,Proto-cultivation,19
-5000,initial,2,South sharapur Tribe,113,Sedentism,19
-5000,initial,2,South sharapur Tribe,114,Enclosures and Herd Management,19
-5000,initial,2,South sharapur Tribe,115,Counting Tokens and Tallies,19
-5000,initial,2,South sharapur Tribe,116,Charcoal Firing,19
-5000,initial,2,South sharapur Tribe,1,Pottery,19
-5000,initial,2,South sharapur Tribe,2,Animal Husbandry,19
-5000,initial,2,South sharapur Tribe,4,Mining,19
-5000,initial,2,South sharapur Tribe,20,Agriculture,19
-5000,initial,2,South sharapur Tribe,3,Archery,19
-5000,initial,2,South sharapur Tribe,6,Calendar,19
-5000,initial,3,Old surtanpur Tribe,100,Cordage and Knots,19
-5000,initial,3,Old surtanpur Tribe,101,Hide Working and Tailored Clothing,19
-5000,initial,3,Old surtanpur Tribe,102,Hafted Stone Tools,19
-5000,initial,3,Old surtanpur Tribe,105,Food Preservation,19
-5000,initial,3,Old surtanpur Tribe,106,Storage Pits and Containers,19
-5000,initial,3,Old surtanpur Tribe,107,Seasonal Aggregation Camps,19
-5000,initial,3,Old surtanpur Tribe,110,Dog Domestication,19
-5000,initial,3,Old surtanpur Tribe,111,Grinding Stones,19
-5000,initial,3,Old surtanpur Tribe,112,Proto-cultivation,19
-5000,initial,3,Old surtanpur Tribe,113,Sedentism,19
-5000,initial,3,Old surtanpur Tribe,114,Enclosures and Herd Management,19
-5000,initial,3,Old surtanpur Tribe,115,Counting Tokens and Tallies,19
-5000,initial,3,Old surtanpur Tribe,116,Charcoal Firing,19
-5000,initial,3,Old surtanpur Tribe,1,Pottery,19
-5000,initial,3,Old surtanpur Tribe,2,Animal Husbandry,19
-5000,initial,3,Old surtanpur Tribe,4,Mining,19
-5000,initial,3,Old surtanpur Tribe,20,Agriculture,19
-5000,initial,3,Old surtanpur Tribe,3,Archery,19
-5000,initial,3,Old surtanpur Tribe,6,Calendar,19
-5000,initial,4,North vivarnala Tribe,100,Cordage and Knots,19
-5000,initial,4,North vivarnala Tribe,101,Hide Working and Tailored Clothing,19
-5000,initial,4,North vivarnala Tribe,102,Hafted Stone Tools,19
-5000,initial,4,North vivarnala Tribe,105,Food Preservation,19
-5000,initial,4,North vivarnala Tribe,106,Storage Pits and Containers,19
-5000,initial,4,North vivarnala Tribe,107,Seasonal Aggregation Camps,19
-5000,initial,4,North vivarnala Tribe,110,Dog Domestication,19
-5000,initial,4,North vivarnala Tribe,111,Grinding Stones,19
