year,live_countries,stable_countries,low_stability_countries,low_legitimacy_countries,low_both_countries,critical_countries,pop_total,pop_low_stability,pop_low_legitimacy,pop_low_both,pop_critical,pop_low_stability_share,pop_low_legitimacy_share,pop_low_both_share,pop_critical_share,stability_mean,stability_p10,legitimacy_mean,legitimacy_p10,worst_stability_ids,worst_legitimacy_ids
-5000,91,60,0,0,0,0,23811606.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.997976,0.996900,0.617655,0.570600,0:0.987;20:0.988;60:0.989;40:0.989;6:0.996,48:0.554;74:0.560;2:0.560;23:0.565;97:0.565
-4950,96,83,6,13,6,6,30301529.000000,344136.000000,978581.000000,344136.000000,416084.000000,0.011357,0.032295,0.011357,0.013731,0.925420,0.555050,0.870030,0.299200,64:0.309;103:0.375;100:0.377;101:0.379;104:0.384,64:0.011;76:0.033;77:0.104;78:0.157;102:0.169
-4900,107,88,9,13,9,6,34766456.000000,491834.000000,645505.000000,491834.000000,332427.000000,0.014147,0.018567,0.014147,0.009562,0.878538,0.489500,0.851990,0.298800,78:0.119;100:0.125;64:0.198;47:0.239;76:0.252,102:0.008;78:0.012;100:0.065;64:0.125;47:0.152
-4850,109,94,10,10,9,3,39264098.000000,566503.000000,561775.000000,542747.000000,141118.000000,0.014428,0.014308,0.013823,0.003594,0.907822,0.527120,0.902814,0.447960,100:0.101;47:0.155;76:0.226;78:0.235;64:0.246,102:0.101;100:0.130;47:0.146;76:0.256;64:0.281
-4800,111,99,9,6,6,3,44205068.000000,498872.000000,304418.000000,304418.000000,107255.000000,0.011285,0.006886,0.006886,0.002426,0.918899,0.619100,0.923150,0.633900,100:0.167;46:0.191;47:0.206;78:0.227;64:0.240,102:0.088;100:0.232;46:0.245;47:0.255;64:0.297
-4750,112,101,9,6,6,3,49683262.000000,494528.000000,262471.000000,262471.000000,135111.000000,0.009954,0.005283,0.005283,0.002719,0.925096,0.871470,0.936179,0.852740,100:0.030;47:0.051;102:0.193;64:0.220;55:0.275,102:0.008;47:0.027;100:0.033;64:0.243;121:0.264
-4700,118,101,9,9,7,3,55508031.000000,291618.000000,278059.000000,242992.000000,100832.000000,0.005254,0.005009,0.004378,0.001817,0.904546,0.479400,0.910043,0.562840,47:0.166;78:0.200;100:0.206;102:0.229;55:0.276,122:0.110;121:0.136;47:0.199;126:0.210;102:0.238
-4650,118,106,5,3,2,1,62067238.000000,168075.000000,130786.000000,112266.000000,31078.000000,0.002708,0.002107,0.001809,0.000501,0.932528,0.760680,0.950564,0.889980,102:0.162;47:0.249;100:0.280;121:0.357;55:0.371,102:0.167;122:0.283;47:0.343;126:0.440;100:0.507
-4600,118,111,3,1,1,1,69366302.000000,112589.000000,28612.000000,28612.000000,28612.000000,0.001623,0.000412,0.000412,0.000412,0.958384,0.950190,0.976213,0.968050,102:0.129;47:0.290;121:0.387;100:0.502;55:0.552,102:0.158;47:0.435;122:0.529;121:0.696;37:0.891
-4550,118,112,2,1,1,0,76695150.000000,114727.000000,32631.000000,32631.000000,0.000000,0.001496,0.000425,0.000425,0.000000,0.966192,0.945970,0.977254,0.957090,102:0.233;47:0.257;100:0.453;78:0.472;121:0.572,102:0.299;122:0.420;47:0.426;78:0.877;15:0.896
