year,live_countries,stable_countries,low_stability_countries,low_legitimacy_countries,low_both_countries,critical_countries,pop_total,pop_low_stability,pop_low_legitimacy,pop_low_both,pop_critical,pop_low_stability_share,pop_low_legitimacy_share,pop_low_both_share,pop_critical_share,stability_mean,stability_p10,legitimacy_mean,legitimacy_p10,worst_stability_ids,worst_legitimacy_ids
-5000,95,68,0,0,0,0,23269602.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998147,0.997600,0.622597,0.574980,80:0.988;20:0.988;0:0.989;40:0.989;96:0.994,96:0.554;98:0.558;30:0.563;67:0.564;74:0.565
-4950,100,87,3,11,3,4,30117762.000000,128076.000000,650812.000000,128076.000000,182673.000000,0.004253,0.021609,0.004253,0.006065,0.935606,0.622520,0.890443,0.359610,103:0.353;102:0.371;104:0.381;101:0.417;100:0.431,96:0.137;64:0.160;46:0.180;36:0.188;103:0.273
-4900,109,89,4,12,3,1,34318353.000000,197301.000000,1036418.000000,152634.000000,38489.000000,0.005749,0.030200,0.004448,0.001122,0.888988,0.545720,0.856908,0.385120,64:0.122;103:0.306;46:0.338;13:0.378;110:0.408,64:0.008;100:0.212;104:0.213;110:0.214;13:0.216
-4850,111,95,5,7,4,2,38793994.000000,348874.000000,448179.000000,321673.000000,58745.000000,0.008993,0.011553,0.008292,0.001514,0.917537,0.577500,0.918586,0.687100,64:0.167;13:0.227;46:0.232;32:0.336;103:0.390,102:0.112;64:0.154;13:0.245;46:0.246;32:0.352
-4800,111,99,8,5,4,2,43645437.000000,615648.000000,364294.000000,344159.000000,57095.000000,0.014106,0.008347,0.007885,0.001308,0.932237,0.881100,0.932803,0.632500,64:0.114;13:0.229;32:0.248;103:0.269;47:0.276,64:0.097;102:0.192;13:0.283;32:0.345;110:0.397
-4750,111,101,8,5,4,2,48950154.000000,608925.000000,308766.000000,292460.000000,181551.000000,0.012440,0.006308,0.005975,0.003709,0.939368,0.930900,0.944330,0.892500,32:0.106;64:0.108;13:0.200;46:0.272;110:0.332,64:0.111;32:0.135;102:0.205;13:0.258;46:0.392
-4700,114,101,5,4,2,2,54533369.000000,260007.000000,200534.000000,148354.000000,148354.000000,0.004768,0.003677,0.002720,0.002720,0.937948,0.910020,0.941915,0.912160,32:0.041;110:0.355;116:0.380;64:0.383;46:0.385,32:0.038;116:0.175;117:0.302;118:0.399;100:0.431
-4650,114,107,4,2,2,1,60821062.000000,250882.000000,141609.000000,141609.000000,131023.000000,0.004125,0.002328,0.002328,0.002154,0.954380,0.940700,0.962318,0.925850,32:0.107;110:0.239;116:0.256;13:0.343;64:0.472,32:0.110;116:0.310;110:0.418;117:0.574;13:0.602
-4600,114,110,4,3,3,0,67141165.000000,250702.000000,219156.000000,219156.000000,0.000000,0.003734,0.003264,0.003264,0.000000,0.961881,0.948710,0.972231,0.946600,110:0.231;116:0.246;32:0.262;13:0.351;64:0.657,110:0.305;32:0.342;116:0.384;13:0.691;100:0.872
-4550,114,110,3,1,1,0,74064947.000000,225688.000000,140584.000000,140584.000000,0.000000,0.003047,0.001898,0.001898,0.000000,0.967799,0.953770,0.978373,0.988100,32:0.274;110:0.307;116:0.333;13:0.405;46:0.796,32:0.385;110:0.405;116:0.577;13:0.812;100:0.888
-4500,114,110,3,1,1,1,80615021.000000,221931.000000,74227.000000,74227.000000,74227.000000,0.002753,0.000921,0.000921,0.000921,0.971719,0.980300,0.979502,0.960290,110:0.188;116:0.315;32:0.372;13:0.421;46:0.898,110:0.207;32:0.592;116:0.644;30:0.901;89:0.914
-4450,114,110,4,1,1,0,87289677.000000,251192.000000,62610.000000,62610.000000,0.000000,0.002878,0.000717,0.000717,0.000000,0.972061,0.977300,0.978568,0.936750,110:0.235;32:0.338;13:0.388;116:0.396;103:0.908,110:0.270;32:0.626;103:0.877;116:0.891;70:0.896
-4400,114,111,3,1,1,0,95314960.000000,244120.000000,71587.000000,71587.000000,0.000000,0.002561,0.000751,0.000751,0.000000,0.977075,0.985990,0.980821,0.946460,110:0.272;32:0.290;13:0.332;116:0.901;98:0.926,110:0.344;32:0.468;13:0.889;88:0.890;44:0.918
-4350,114,111,3,1,1,0,104161710.000000,255326.000000,75301.000000,75301.000000,0.000000,0.002451,0.000723,0.000723,0.000000,0.975878,0.963580,0.977375,0.924290,110:0.262;32:0.302;13:0.311;98:0.917;103:0.919,110:0.349;32:0.564;13:0.854;103:0.899;116:0.900
-4300,114,111,3,0,0,0,112684180.000000,255318.000000,0.000000,0.000000,0.000000,0.002266,0.000000,0.000000,0.000000,0.975533,0.950420,0.978038,0.933920,110:0.280;13:0.308;32:0.341;12:0.920;3:0.929,110:0.401;32:0.562;13:0.782;107:0.879;74:0.891
-4250,114,111,3,1,1,0,121281884.000000,258313.000000,82517.000000,82517.000000,0.000000,0.002130,0.000680,0.000680,0.000000,0.978710,0.997990,0.980484,0.947550,110:0.268;13:0.325;32:0.328;93:0.922;75:0.938,110:0.335;32:0.592;13:0.706;33:0.902;58:0.903
-4200,114,111,2,1,1,0,132019757.000000,230287.000000,76105.000000,76105.000000,0.000000,0.001744,0.000576,0.000576,0.000000,0.977527,0.963210,0.982719,0.961170,110:0.296;32:0.373;13:0.441;27:0.882;118:0.919,110:0.371;32:0.741;118:0.872;83:0.882;105:0.889
-4150,114,111,1,1,1,0,142659064.000000,71570.000000,71570.000000,71570.000000,0.000000,0.000502,0.000502,0.000502,0.000000,0.979973,0.998080,0.988832,0.997800,110:0.286;13:0.430;32:0.488;27:0.898;93:0.908,110:0.354;47:0.890;17:0.894;93:0.928;27:0.928
-4100,114,112,1,1,1,0,156031368.000000,69244.000000,69244.000000,69244.000000,0.000000,0.000444,0.000444,0.000444,0.000000,0.975883,0.930760,0.976636,0.906490,110:0.290;13:0.437;32:0.660;45:0.881;98:0.919,110:0.368;107:0.874;76:0.880;14:0.881;102:0.881
-4050,114,111,1,1,1,0,171027790.000000,78030.000000,78030.000000,78030.000000,0.000000,0.000456,0.000456,0.000456,0.000000,0.975111,0.937630,0.973351,0.905470,110:0.215;13:0.431;32:0.577;90:0.914;59:0.917,110:0.264;90:0.865;59:0.869;22:0.878;80:0.879
-4000,114,112,1,0,0,0,189094363.000000,88690.000000,0.000000,0.000000,0.000000,0.000469,0.000000,0.000000,0.000000,0.980856,0.965240,0.984688,0.942860,110:0.342;13:0.420;32:0.748;47:0.910;10:0.913,110:0.514;13:0.871;47:0.877;15:0.881;24:0.883
