year,live_countries,stable_countries,low_stability_countries,low_legitimacy_countries,low_both_countries,critical_countries,pop_total,pop_low_stability,pop_low_legitimacy,pop_low_both,pop_critical,pop_low_stability_share,pop_low_legitimacy_share,pop_low_both_share,pop_critical_share,stability_mean,stability_p10,legitimacy_mean,legitimacy_p10,worst_stability_ids,worst_legitimacy_ids
-5000,95,60,0,0,0,0,13362074.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998438,0.998000,0.615842,0.569320,20:0.989;40:0.989;0:0.989;80:0.989;10:0.997,18:0.553;22:0.555;51:0.556;15:0.557;60:0.559
-4950,96,88,1,5,1,1,17308522.000000,19662.000000,249779.000000,19662.000000,43628.000000,0.001136,0.014431,0.001136,0.002521,0.976272,0.972900,0.932358,0.747600,100:0.379;46:0.459;99:0.708;64:0.737;55:0.832,46:0.159;62:0.228;99:0.271;100:0.278;64:0.377
-4900,101,88,2,8,2,2,19838043.000000,102231.000000,413654.000000,102231.000000,77139.000000,0.005153,0.020852,0.005153,0.003888,0.932853,0.597700,0.909184,0.537500,62:0.377;46:0.377;103:0.406;105:0.422;101:0.451,62:0.059;100:0.129;103:0.215;46:0.287;64:0.354
-4850,104,95,3,5,3,1,22329218.000000,130154.000000,161328.000000,130154.000000,25350.000000,0.005829,0.007225,0.005829,0.001135,0.948984,0.793440,0.934444,0.707430,46:0.293;62:0.321;109:0.372;99:0.406;55:0.572,109:0.174;100:0.304;46:0.331;62:0.357;103:0.379
-4800,104,99,3,3,2,0,25080143.000000,125587.000000,92019.000000,69787.000000,0.000000,0.005007,0.003669,0.002783,0.000000,0.964707,0.956040,0.957687,0.921410,46:0.225;99:0.258;62:0.353;109:0.488;64:0.657,46:0.265;99:0.343;100:0.352;109:0.462;62:0.512
-4750,104,99,2,2,1,1,28144570.000000,69155.000000,65472.000000,44370.000000,44370.000000,0.002457,0.002326,0.001577,0.001577,0.968135,0.949380,0.965084,0.924320,46:0.184;99:0.361;62:0.427;109:0.507;64:0.762,46:0.188;100:0.273;99:0.518;109:0.666;62:0.708
-4700,105,100,1,2,0,0,31683511.000000,25154.000000,32986.000000,0.000000,0.000000,0.000794,0.001041,0.000000,0.000000,0.971626,0.948220,0.971161,0.938260,99:0.371;46:0.464;62:0.495;110:0.505;109:0.771,110:0.286;100:0.388;46:0.560;99:0.596;6:0.887
-4650,105,102,0,0,0,0,35671157.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.983678,0.985840,0.982190,0.947860,99:0.481;46:0.590;62:0.691;110:0.842;21:0.920,110:0.409;100:0.805;101:0.854;21:0.889;99:0.908
-4600,105,104,0,0,0,0,39940069.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.991156,0.998260,0.991730,0.970660,99:0.544;46:0.840;91:0.938;62:0.942;50:0.943,110:0.874;103:0.881;23:0.899;91:0.917;78:0.930
-4550,105,105,0,0,0,0,44521057.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.993014,0.999480,0.993294,0.999340,99:0.630;62:0.911;79:0.919;103:0.932;25:0.935,103:0.868;79:0.888;101:0.888;25:0.897;59:0.915
-4500,105,105,0,0,0,0,49229314.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995613,0.999700,0.993302,0.973060,99:0.808;34:0.949;79:0.950;40:0.952;47:0.956,23:0.913;72:0.916;40:0.917;103:0.920;34:0.936
-4450,105,105,0,0,0,0,54264266.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.991789,0.969980,0.988029,0.937840,99:0.783;69:0.928;30:0.928;107:0.930;42:0.932,107:0.887;42:0.888;87:0.888;69:0.901;30:0.902
-4400,105,105,0,0,0,0,59961356.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995183,0.999200,0.988429,0.949540,64:0.919;101:0.928;45:0.931;3:0.934;33:0.939,101:0.845;64:0.889;3:0.892;106:0.898;33:0.899
-4350,105,105,0,0,0,0,65588015.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.996288,0.998840,0.985170,0.944840,19:0.928;1:0.932;31:0.932;50:0.949;69:0.969,15:0.772;109:0.851;19:0.881;1:0.888;31:0.888
-4300,105,105,0,0,0,0,71727922.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995437,0.998980,0.987468,0.956040,9:0.935;52:0.941;79:0.946;21:0.949;107:0.950,15:0.815;36:0.883;100:0.887;79:0.889;9:0.891
