year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,13204804.000000,0.025912,112441.000000,259.000000,0.000000,0.000001,0.000000,0.000000,0.000000,3,1.000000,1.000000,0.003026,0.003065
-4950,18122900.000000,0.029259,134259.000000,260.000000,0.000000,0.000001,0.000000,0.000000,0.000000,47,0.979529,0.905375,0.000000,0.000000
-4900,21262652.000000,0.029167,104984.000000,252.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61,0.981926,0.917112,0.000000,0.000000
-4850,24827530.000000,0.029272,97162.000000,242.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89,0.985686,0.919886,0.000000,0.000000
-4800,28031576.000000,0.030462,66736.000000,234.000000,0.000000,0.000000,0.000000,0.000000,0.000000,124,0.978581,0.914602,0.000000,0.000000
-4750,31541102.000000,0.031155,76835.000000,230.000000,0.000000,0.000000,0.000000,0.000000,0.000000,136,0.979590,0.917111,0.000000,0.000000
-4700,35231975.000000,0.032538,81305.000000,230.000000,0.000000,0.000000,0.000000,0.000000,0.000000,145,0.982422,0.929438,0.000000,0.000000
-4650,39417280.000000,0.033625,77212.000000,230.000000,0.000000,0.000000,0.000000,0.000000,0.000000,156,0.980111,0.931795,0.000000,0.000000
-4600,43609264.000000,0.034574,57285.000000,220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,162,0.978880,0.923661,0.000000,0.000000
-4550,47962371.000000,0.035793,52605.000000,211.000000,0.000000,0.000000,0.000000,0.000000,0.000000,185,0.974797,0.922793,0.000000,0.000000
-4500,53085227.000000,0.037492,54664.500000,213.500000,0.000000,0.000000,0.000000,0.000000,0.000000,186,0.977842,0.921678,0.000000,0.000000
-4450,58324406.000000,0.039166,51705.500000,211.000000,0.000000,0.000000,0.000000,0.000000,0.000000,197,0.976257,0.918806,0.000000,0.000000
-4400,64945772.000000,0.040838,53859.000000,211.000000,0.000000,0.000000,0.000000,0.000000,0.000000,201,0.976853,0.910717,0.000000,0.000000
-4350,72279359.000000,0.040825,42944.500000,196.500000,0.000000,0.000000,0.000000,0.000000,0.000000,220,0.974177,0.917304,0.000000,0.000000
-4300,80964238.000000,0.042700,39409.000000,205.000000,0.000000,0.000000,0.000000,0.000000,0.000000,222,0.971079,0.895372,0.000000,0.000000
-4250,89277132.000000,0.046177,35927.500000,206.500000,0.000000,0.000000,0.000000,0.000000,0.000000,225,0.972308,0.900645,0.000000,0.000000
-4200,99041159.000000,0.048534,37848.000000,211.000000,0.000000,0.000000,0.000000,0.000000,0.000000,230,0.973015,0.904120,0.000000,0.000000
-4150,110244126.000000,0.050740,37692.500000,208.000000,0.000000,0.000000,0.000000,0.000000,0.000000,231,0.975048,0.910052,0.000000,0.000000
-4100,122286804.000000,0.053959,32740.000000,190.500000,0.000000,0.000000,0.000000,0.000000,0.000000,247,0.977786,0.912549,0.000000,0.000000
-4050,135658777.000000,0.055553,36842.000000,188.000000,0.000000,0.000000,0.000000,0.000000,0.000000,252,0.973434,0.919279,0.000000,0.000000
-4000,147726070.000000,0.059017,37969.000000,188.000000,0.000000,0.000000,0.000000,0.000000,0.000000,252,0.973250,0.923001,0.000000,0.000000
-3950,161172628.000000,0.061003,38770.000000,188.000000,0.000000,0.000000,0.000000,0.000000,0.000000,252,0.969730,0.908662,0.000000,0.000000
