seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_country_culture,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,max_tech_country_culture,rows,run_dir,reason
886931550,False,1,23.714,False,True,,,,,,,,,,,,,,,C:\WS\WorldSimulation10028\out\seed_max_tech_web\seed_886931550,canceled
