year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,tradeActivePairShare,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,6761530.000000,0.025609,41899.500000,114.500000,0.000000,0.019019,0.001010,0.000000,0.000000,0.000000,0,0.998815,1.000000,0.003055,0.003105
-4950,8604717.000000,0.028167,44827.500000,130.500000,0.000000,0.043299,0.000808,0.000000,0.000000,0.000000,0,0.968363,0.850050,0.000109,0.000185
-4900,9693767.000000,0.026880,50567.000000,144.000000,0.990099,0.000000,0.000000,0.000000,0.000000,0.000000,17,0.970333,0.862433,0.000139,0.000221
-4850,11071286.000000,0.027168,46221.500000,152.000000,0.662252,0.000000,0.000000,0.000000,0.000000,0.000000,49,0.975259,0.888320,0.000146,0.000232
-4800,12277661.000000,0.026872,46456.000000,151.000000,0.497512,0.027100,0.001678,0.000000,0.000000,0.000000,75,0.968615,0.866164,0.000157,0.000239
-4750,13631022.000000,0.028054,45296.500000,150.500000,0.398406,0.029496,0.001449,0.000000,0.000000,0.000000,91,0.968149,0.878159,0.000147,0.000216
-4700,15178615.000000,0.029063,44707.000000,151.000000,0.664452,0.020574,0.001541,0.000000,0.000000,0.000000,105,0.964765,0.867172,0.000152,0.000228
-4650,16957551.000000,0.029578,34796.000000,151.000000,0.569801,0.013421,0.001611,0.000000,0.000000,0.000000,105,0.970733,0.899318,0.000159,0.000236
-4600,18958635.000000,0.030202,36716.000000,163.000000,0.498753,0.010001,0.002100,0.000000,0.000000,0.000000,121,0.976452,0.929497,0.000181,0.000285
-4550,21147708.000000,0.031197,36263.500000,162.500000,0.443459,0.013431,0.001778,0.000000,0.000000,0.000000,141,0.977345,0.923486,0.000171,0.000290
-4500,23691464.000000,0.031903,32164.000000,165.500000,0.598802,0.013738,0.001651,0.000000,0.000000,0.000000,141,0.976469,0.917953,0.000176,0.000276
