year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,tradeActivePairShare,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,16093978.000000,0.025409,131174.000000,355.000000,0.000000,0.011321,0.001313,0.000000,0.000000,0.000000,2,0.997674,1.000000,0.003073,0.003134
-4950,20451559.000000,0.028020,134263.500000,344.000000,0.000000,0.028809,0.002747,0.000000,0.000000,0.000000,34,0.963661,0.825797,0.000118,0.000214
-4900,23222512.000000,0.027631,126729.500000,294.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68,0.965285,0.835443,0.000144,0.000248
-4850,25668217.000000,0.027500,118215.000000,296.000000,0.000000,0.014169,0.002506,0.000000,0.000000,0.000000,97,0.963625,0.854911,0.000175,0.000257
-4800,27752522.000000,0.027959,91793.000000,294.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135,0.964913,0.882536,0.000175,0.000284
-4750,29636007.000000,0.028608,90398.000000,278.000000,0.000000,0.015387,0.003198,0.000000,0.000000,0.000000,155,0.966593,0.884733,0.000171,0.000278
-4700,31381384.000000,0.029759,86277.500000,266.000000,0.000000,0.014728,0.003083,0.000000,0.000000,0.000000,177,0.971005,0.904269,0.000181,0.000273
-4650,33299218.000000,0.029970,87362.000000,254.000000,0.000000,0.012103,0.003242,0.000000,0.000000,0.000000,181,0.965875,0.876404,0.000179,0.000279
-4600,35806571.000000,0.031124,81739.000000,245.500000,0.000000,0.011723,0.003059,0.000000,0.000000,0.000000,192,0.971737,0.911370,0.000163,0.000255
-4550,38391884.000000,0.031824,68024.000000,245.000000,0.221729,0.000000,0.000000,0.000000,0.000000,0.000000,213,0.971451,0.912570,0.000170,0.000271
-4500,41092978.000000,0.032348,82248.000000,245.000000,0.199601,0.011227,0.002958,0.000000,0.000000,0.000000,222,0.965143,0.889193,0.000174,0.000261
-4450,43467710.000000,0.033626,82686.000000,245.000000,0.181488,0.011351,0.003093,0.000000,0.000000,0.000000,226,0.973766,0.916190,0.000185,0.000275
-4400,45993974.000000,0.033032,78330.000000,245.000000,0.166389,0.000000,0.000000,0.000000,0.000000,0.000000,227,0.966309,0.893740,0.000175,0.000263
-4350,48850253.000000,0.034591,64497.000000,233.000000,0.153610,0.010700,0.002681,0.000000,0.000000,0.000000,238,0.969558,0.908337,0.000178,0.000269
-4300,51713239.000000,0.034406,62271.500000,235.000000,0.142653,0.000000,0.000000,0.000000,0.000000,0.000000,239,0.967761,0.895968,0.000187,0.000275
