seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_country_culture,max_total_tech_id,max_total_tech_name,max_frontier_order,max_frontier_tech_id,max_frontier_tech_name,max_frontier_year,max_frontier_country_index,max_frontier_country_name,max_frontier_country_culture,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,max_tech_country_culture,rows,run_dir,reason
197967528,True,0,144.009,False,False,22,-5000,58,North venseltarburg Tribe,Mediterranean Urban,6,Calendar,400,10,Irrigation,-5000,28,New ashashad Tribe,Fertile Crescent,119,Native Copper Working,-5000,28,New ashashad Tribe,Fertile Crescent,1831,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_phase1_smoke5/seed_197967528,
488238251,True,0,146.685,False,False,22,-5000,58,North selnortar Tribe,Mediterranean Urban,6,Calendar,400,10,Irrigation,-5000,28,Urninnin Tribe,Fertile Crescent,119,Native Copper Working,-5000,28,Urninnin Tribe,Fertile Crescent,1936,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_phase1_smoke5/seed_488238251,
833046847,True,0,143.584,False,False,22,-5000,58,South seltarvenland Tribe,Mediterranean Urban,6,Calendar,400,10,Irrigation,-5000,28,North kalasheshan Tribe,Fertile Crescent,119,Native Copper Working,-5000,28,North kalasheshan Tribe,Fertile Crescent,1833,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_phase1_smoke5/seed_833046847,
1060428917,True,0,145.913,False,False,22,-5000,58,Seldornoria Tribe,Mediterranean Urban,6,Calendar,400,10,Irrigation,-5000,28,Great belsam Tribe,Fertile Crescent,119,Native Copper Working,-5000,28,Great belsam Tribe,Fertile Crescent,1909,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_phase1_smoke5/seed_1060428917,
1379482342,True,0,145.136,False,False,22,-5000,58,Kardorkarland Tribe,Mediterranean Urban,6,Calendar,400,10,Irrigation,-5000,28,New samsaman Tribe,Fertile Crescent,119,Native Copper Working,-5000,28,New samsaman Tribe,Fertile Crescent,1827,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_phase1_smoke5/seed_1379482342,
