year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,tradeActivePairShare,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90,stabilityMean,stabilityP10,legitimacyMean,legitimacyP10,lowStabilityPopShare,lowLegitimacyPopShare
-5000,8051014.000000,0.025758,56902.000000,162.500000,0.000000,0.001881,0.000707,0.000000,0.000000,0.000000,2,0.999055,1.000000,0.000149,0.000153,0.998679,0.998170,0.704541,0.702270,0.000000,0.000000
-4975,9379345.000000,0.029040,55542.000000,163.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,0.945962,0.811217,0.000076,0.000124,0.959855,0.973340,0.710945,0.493780,0.003556,0.005519
-4950,10330751.000000,0.029024,63859.000000,165.000000,0.000000,0.008956,0.001287,0.000000,0.000000,0.000000,16,0.962635,0.839931,0.000077,0.000137,0.870201,0.521080,0.674714,0.213020,0.018925,0.040839
-4925,11061456.000000,0.028785,70537.000000,167.000000,0.000000,0.007566,0.001188,0.000000,0.000000,0.000000,16,0.964124,0.832764,0.000093,0.000186,0.706472,0.007500,0.576860,0.012400,0.064907,0.096399
-4900,11761738.000000,0.028894,69977.000000,172.000000,0.000000,0.008732,0.001068,0.000000,0.000000,0.000000,21,0.965638,0.851733,0.000101,0.000190,0.595413,0.006570,0.507311,0.010580,0.111495,0.132334
-4875,12481973.000000,0.029444,63629.000000,172.500000,0.000000,0.004297,0.001456,0.000000,0.000000,0.000000,21,0.968867,0.868422,0.000121,0.000212,0.543503,0.006870,0.476123,0.011000,0.121726,0.174216
-4850,13245782.000000,0.029958,59332.500000,177.000000,0.000000,0.001757,0.002136,0.000000,0.000000,0.000000,21,0.974657,0.893936,0.000126,0.000227,0.502583,0.005990,0.463051,0.010680,0.125071,0.128875
-4825,13951882.000000,0.030355,44797.000000,173.000000,0.000000,0.002421,0.001740,0.000000,0.000000,0.000000,37,0.975035,0.908632,0.000127,0.000223,0.497384,0.006820,0.456428,0.011660,0.101924,0.104012
-4800,14721883.000000,0.030900,41780.000000,170.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45,0.977256,0.919991,0.000123,0.000212,0.501350,0.006900,0.452766,0.012120,0.082700,0.086905
-4775,15510131.000000,0.031373,41282.500000,170.000000,0.000000,0.003025,0.001904,0.000000,0.000000,0.000000,55,0.972525,0.909151,0.000112,0.000189,0.507657,0.007050,0.455708,0.012200,0.076884,0.082055
