seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,rows,run_dir,reason
1,True,0,372.522,False,False,38,1998,65,Republic of Great chiyuccaltan,32,Civil Service,120,Copper Smelting,-459,147,Arkaleshan Tribe,613,/mnt/c/WS/WorldSimulation10028/out/seed_probe_1_2_after_unblock14/seed_1,
2,True,0,366.265,False,False,42,1939,48,Kingdom of New tanzuzua Kingdom,31,Acoustics,120,Copper Smelting,-74,106,Kingdom of Barninur,657,/mnt/c/WS/WorldSimulation10028/out/seed_probe_1_2_after_unblock14/seed_2,
