year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,13195916.000000,0.025638,112939.000000,274.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,0.993755,1.000000,0.003032,0.003079
-4950,17196645.000000,0.028713,128907.500000,270.000000,0.000000,0.000001,0.000000,0.000000,0.000000,48,0.973913,0.896847,0.000000,0.000000
-4900,19695139.000000,0.028607,83593.000000,235.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64,0.970999,0.850475,0.000000,0.000000
-4850,21899751.000000,0.029730,62797.500000,234.000000,0.000000,0.000000,0.000000,0.000000,0.000000,87,0.966969,0.879621,0.000000,0.000000
-4800,23796905.000000,0.029988,43146.000000,216.000000,0.000000,0.000000,0.000000,0.000000,0.000000,111,0.970057,0.891161,0.000000,0.000000
-4750,25949938.000000,0.031235,35525.000000,216.000000,0.000000,0.000000,0.000000,0.000000,0.000000,124,0.970193,0.895909,0.000000,0.000000
-4700,28312007.000000,0.032465,31376.000000,213.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131,0.974074,0.918788,0.000000,0.000000
-4650,30911624.000000,0.033069,29513.000000,213.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131,0.972067,0.918428,0.000000,0.000000
-4600,33284027.000000,0.034584,25463.000000,213.000000,0.000000,0.000000,0.000000,0.000000,0.000000,146,0.975172,0.918293,0.000000,0.000000
-4550,36145256.000000,0.035028,28604.000000,213.000000,0.000000,0.000000,0.000000,0.000000,0.000000,152,0.971108,0.915237,0.000000,0.000000
-4500,39620386.000000,0.037035,26846.500000,214.500000,0.000000,0.000000,0.000000,0.000000,0.000000,152,0.973541,0.921798,0.000000,0.000000
-4450,42966691.000000,0.037955,28266.000000,216.000000,0.000000,0.000000,0.000000,0.000000,0.000000,159,0.973358,0.906029,0.000000,0.000000
-4400,46419628.000000,0.039195,23684.000000,216.000000,0.166389,0.000000,0.000000,0.000000,0.000000,170,0.972418,0.916762,0.000000,0.000000
-4350,50978932.000000,0.041853,25159.000000,216.000000,0.153610,0.000000,0.000000,0.000000,0.000000,170,0.974181,0.921651,0.000000,0.000000
-4300,55781590.000000,0.043524,25308.000000,217.000000,0.142653,0.000000,0.000000,0.000000,0.000000,173,0.968602,0.907487,0.000000,0.000000
-4250,60149942.000000,0.044513,28355.500000,214.500000,0.133156,0.000000,0.000000,0.000000,0.000000,179,0.967883,0.910917,0.000000,0.000000
-4200,65999504.000000,0.047752,28494.500000,213.000000,0.124844,0.000000,0.000000,0.000000,0.000000,185,0.969632,0.902917,0.000000,0.000000
-4150,72220073.000000,0.050421,27632.500000,216.000000,0.117509,0.000000,0.000000,0.000000,0.000000,188,0.969381,0.909895,0.000000,0.000000
-4100,78850746.000000,0.051194,26545.000000,213.000000,0.110988,0.000000,0.000000,0.000000,0.000000,192,0.972005,0.917726,0.000000,0.000000
-4050,87123697.000000,0.053204,28960.000000,216.000000,0.105152,0.000000,0.000000,0.000000,0.000000,192,0.970526,0.916537,0.000000,0.000000
-4000,95968770.000000,0.056083,27233.500000,213.000000,0.099900,0.000000,0.000000,0.000000,0.000000,202,0.969909,0.910347,0.000000,0.000000
-3950,104968333.000000,0.058753,32304.000000,213.000000,0.095147,0.000000,0.000000,0.000000,0.000000,209,0.970828,0.916323,0.000000,0.000000
-3900,114298449.000000,0.061185,31134.000000,211.000000,0.090827,0.000000,0.000000,0.000000,0.000000,213,0.968896,0.909230,0.000000,0.000000
-3850,124979257.000000,0.061233,45896.000000,213.000000,0.086881,0.000000,0.000000,0.000000,0.000000,217,0.967361,0.910397,0.000000,0.000000
-3800,134723114.000000,0.061961,36976.000000,211.000000,0.083264,0.000000,0.000000,0.000000,0.000000,221,0.974961,0.929046,0.000000,0.000000
-3750,144396148.000000,0.062921,41803.000000,211.000000,0.079936,0.000000,0.000000,0.000000,0.000000,221,0.974436,0.914854,0.000000,0.000000
-3700,152834471.000000,0.064231,37488.500000,211.000000,0.076864,0.000000,0.000000,0.000000,0.000000,221,0.971965,0.911836,0.000000,0.000000
-3650,158994949.000000,0.063371,36136.000000,211.000000,0.074019,0.000000,0.000000,0.000000,0.000000,221,0.971149,0.910220,0.000000,0.000000
-3600,163777774.000000,0.062308,34311.000000,212.000000,0.071378,0.000000,0.000000,0.000000,0.000000,221,0.972257,0.908638,0.000000,0.000000
-3550,169328155.000000,0.063495,36719.000000,211.000000,0.068918,0.000000,0.000000,0.000000,0.000000,225,0.976368,0.922598,0.000000,0.000000
-3500,174150817.000000,0.062022,30783.500000,212.000000,0.066622,0.000000,0.000000,0.000000,0.000000,226,0.974003,0.912434,0.000000,0.000000
-3450,183082795.000000,0.063250,32666.000000,213.000000,0.064475,0.000000,0.000000,0.000000,0.000000,231,0.974068,0.918038,0.000000,0.000000
-3400,189801906.000000,0.064060,40392.000000,213.000000,0.062461,0.000000,0.000000,0.000000,0.000000,231,0.972549,0.910740,0.000000,0.000000
-3350,198265430.000000,0.064608,36481.000000,216.000000,0.060569,0.000000,0.000000,0.000000,0.000000,231,0.975842,0.912741,0.000000,0.000000
-3300,202531677.000000,0.064277,41320.000000,213.000000,0.058789,0.000000,0.000000,0.000000,0.000000,235,0.972570,0.918944,0.000000,0.000000
-3250,214206844.000000,0.067483,31888.000000,213.000000,0.057110,0.000000,0.000000,0.000000,0.000000,238,0.978302,0.925456,0.000000,0.000000
-3200,222871867.000000,0.068503,33328.500000,213.000000,0.055525,0.000000,0.000000,0.000000,0.000000,242,0.975080,0.917164,0.000000,0.000000
-3150,231804726.000000,0.070246,29792.000000,211.000000,0.054025,0.000000,0.000000,0.000000,0.000000,255,0.976196,0.921010,0.000000,0.000000
-3100,241303834.000000,0.071058,29506.000000,211.000000,0.052604,0.000000,0.000000,0.000000,0.000000,255,0.976540,0.921040,0.000000,0.000000
-3050,248413226.000000,0.070733,29646.000000,213.000000,0.051256,0.000000,0.000000,0.000000,0.000000,255,0.968107,0.912173,0.000000,0.000000
-3000,257290941.000000,0.071554,28887.000000,213.000000,0.049975,0.000000,0.000000,0.000000,0.000000,255,0.978294,0.920233,0.000000,0.000000
-2950,259077305.000000,0.068984,28456.500000,208.500000,0.048757,0.000000,0.006579,0.000000,0.000000,269,0.969980,0.899928,0.000000,0.000000
-2900,271254076.000000,0.072598,28754.000000,208.500000,0.047596,0.000000,0.013158,0.000000,0.000000,269,0.976345,0.918639,0.000000,0.000000
-2850,272937102.000000,0.070837,28721.000000,206.000000,0.046490,0.000000,0.019608,0.000000,0.000000,272,0.977864,0.924603,0.000000,0.000000
-2800,283213916.000000,0.074036,26956.000000,206.000000,0.045434,0.000000,0.019608,0.000000,0.000000,272,0.973307,0.913207,0.000000,0.000000
-2750,290499388.000000,0.073966,27940.000000,206.000000,0.044425,0.000000,0.026144,0.000000,0.000000,272,0.977177,0.923898,0.000000,0.000000
-2700,295817248.000000,0.074887,27819.500000,208.500000,0.043459,0.000000,0.025974,0.000000,0.000000,275,0.976533,0.928047,0.000000,0.000000
-2650,307979091.000000,0.076359,25949.000000,208.500000,0.042535,0.000000,0.038961,0.000000,0.000000,275,0.977609,0.921789,0.000000,0.000000
-2600,311537359.000000,0.075466,26731.500000,208.500000,0.041649,0.000000,0.038961,0.000000,0.000000,275,0.977522,0.919173,0.000000,0.000000
-2550,324715015.000000,0.076909,25079.000000,208.500000,0.040800,0.000000,0.038961,0.000000,0.000000,275,0.977739,0.926104,0.000000,0.000000
-2500,327568091.000000,0.078745,26978.500000,208.500000,0.039984,0.000000,0.038961,0.000000,0.000000,275,0.975483,0.919766,0.000000,0.000000
-2450,328910083.000000,0.077607,26622.500000,208.500000,0.039200,0.000000,0.058442,0.000000,0.000000,275,0.976411,0.917433,0.000000,0.000000
-2400,339570416.000000,0.075986,24225.500000,206.000000,0.038447,0.000000,0.070513,0.000000,0.000000,281,0.975651,0.913594,0.000000,0.000000
-2350,339813960.000000,0.074971,24292.500000,206.000000,0.037722,0.000000,0.070513,0.000000,0.000000,281,0.970929,0.908573,0.000000,0.000000
-2300,336535657.000000,0.075691,26444.500000,206.000000,0.037023,0.000000,0.070513,0.000000,0.000000,281,0.975241,0.910527,0.000000,0.000000
-2250,341692171.000000,0.077284,26912.000000,206.000000,0.036350,0.000000,0.070064,0.000000,0.000000,284,0.977095,0.919996,0.000000,0.000000
-2200,345616525.000000,0.075901,24287.000000,206.000000,0.035702,0.000000,0.076433,0.000000,0.000000,284,0.975995,0.925242,0.000000,0.000000
-2150,355140997.000000,0.077595,24302.000000,206.000000,0.035075,0.000000,0.076433,0.000000,0.000000,284,0.976812,0.925674,0.000000,0.000000
-2100,361010330.000000,0.078359,24319.000000,206.000000,0.034471,0.000000,0.089172,0.000000,0.000000,284,0.972691,0.905848,0.000000,0.000000
-2050,361467241.000000,0.079189,24335.000000,206.000000,0.033887,0.000000,0.095541,0.000000,0.000000,284,0.976987,0.925690,0.000000,0.000000
-2000,366738368.000000,0.079335,25383.000000,206.000000,0.033322,0.000000,0.108280,0.000000,0.000000,284,0.973710,0.914838,0.000000,0.000000
