year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,6760122.000000,0.025298,43051.000000,118.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.996779,1.000000,0.003016,0.003054
-4950,8389500.000000,0.027713,52308.500000,130.500000,0.000000,0.000000,0.000000,0.000000,0.000000,21,0.966381,0.858757,0.000000,0.000000
-4900,9544393.000000,0.028115,53694.500000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24,0.966467,0.847839,0.000000,0.000000
-4850,10812571.000000,0.027806,53633.000000,156.500000,0.000000,0.000000,0.000000,0.000000,0.000000,69,0.969978,0.854208,0.000000,0.000000
-4800,12071361.000000,0.027665,45334.000000,159.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85,0.970544,0.891533,0.000000,0.000000
-4750,13358587.000000,0.028663,44824.500000,159.000000,0.000000,0.000000,0.000000,0.000000,0.000000,95,0.970280,0.899733,0.000000,0.000000
-4700,14838566.000000,0.029574,40501.000000,161.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100,0.970105,0.890038,0.000000,0.000000
-4650,16363947.000000,0.031184,31356.000000,163.000000,0.000000,0.000000,0.000000,0.000000,0.000000,105,0.972730,0.911709,0.000000,0.000000
-4600,17991087.000000,0.032046,26787.000000,161.000000,0.000000,0.000000,0.000000,0.000000,0.000000,106,0.971711,0.887426,0.000000,0.000000
-4550,19944775.000000,0.033314,24288.500000,169.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117,0.975721,0.915777,0.000000,0.000000
-4500,21878603.000000,0.033283,25469.500000,169.500000,0.000000,0.000000,0.000000,0.000000,0.000000,125,0.972838,0.910221,0.000000,0.000000
-4450,24205099.000000,0.033634,23988.500000,172.500000,0.000000,0.000000,0.000000,0.000000,0.000000,125,0.970248,0.902459,0.000000,0.000000
-4400,26787825.000000,0.034038,21469.000000,172.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129,0.970091,0.905960,0.000000,0.000000
-4350,29611379.000000,0.034937,23188.500000,175.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130,0.972391,0.916133,0.000000,0.000000
-4300,33283112.000000,0.036037,26095.000000,172.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135,0.969517,0.902332,0.000000,0.000000
-4250,37402088.000000,0.037115,28742.000000,172.000000,0.000000,0.000000,0.000000,0.000000,0.000000,139,0.972607,0.885758,0.000000,0.000000
-4200,41938836.000000,0.037908,28571.000000,176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,139,0.970059,0.898867,0.000000,0.000000
-4150,46508289.000000,0.038244,28155.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,139,0.976282,0.924097,0.000000,0.000000
-4100,52183546.000000,0.039273,33582.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,139,0.970309,0.907164,0.000000,0.000000
-4050,57503732.000000,0.042158,29562.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,139,0.972775,0.907940,0.000000,0.000000
-4000,63838492.000000,0.043332,42680.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,139,0.971875,0.908403,0.000000,0.000000
-3950,71114908.000000,0.045685,39565.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,139,0.963514,0.873897,0.000000,0.000000
-3900,78763538.000000,0.049491,30913.500000,178.500000,0.000000,0.000000,0.000000,0.000000,0.000000,145,0.966588,0.893634,0.000000,0.000000
-3850,88150679.000000,0.054183,46010.500000,178.500000,0.000000,0.000000,0.000000,0.000000,0.000000,145,0.974073,0.921337,0.000000,0.000000
-3800,98529964.000000,0.057578,37686.000000,178.500000,0.000000,0.000000,0.000000,0.000000,0.000000,145,0.966296,0.890588,0.000000,0.000000
-3750,108363396.000000,0.057484,39725.500000,178.500000,0.000000,0.000000,0.000000,0.000000,0.000000,145,0.963220,0.893345,0.000000,0.000000
-3700,117740244.000000,0.059566,43866.000000,178.500000,0.000000,0.000000,0.000000,0.000000,0.000000,145,0.969978,0.908793,0.000000,0.000000
-3650,127854418.000000,0.062158,42948.500000,178.500000,0.000000,0.000000,0.000000,0.000000,0.000000,145,0.965403,0.899431,0.000000,0.000000
-3600,136452063.000000,0.065184,51220.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151,0.973520,0.916327,0.000000,0.000000
-3550,147025996.000000,0.065166,51189.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151,0.970464,0.926872,0.000000,0.000000
-3500,158393837.000000,0.063771,47691.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151,0.969807,0.907349,0.000000,0.000000
-3450,169012500.000000,0.064210,57946.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151,0.963573,0.893504,0.000000,0.000000
-3400,176686980.000000,0.064986,53448.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151,0.966267,0.908665,0.000000,0.000000
-3350,189350032.000000,0.064224,58163.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151,0.964701,0.896325,0.000000,0.000000
-3300,198610717.000000,0.066394,58544.000000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151,0.964675,0.902594,0.000000,0.000000
