year,worldPopulation,urbanShare,medianCountryPop,medianCountryArea,warFrequencyPerCentury,tradeIntensity,capabilityTier1Share,capabilityTier2Share,capabilityTier3Share,collapseCount,foodSecurityMean,foodSecurityP10,diseaseBurdenMean,diseaseBurdenP90
-5000,16100778.000000,0.025042,136315.000000,360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,1.000000,1.000000,0.003029,0.003085
-4950,21738275.000000,0.027906,151190.000000,330.500000,0.000000,0.000000,0.000000,0.000000,0.000000,35,0.975692,0.875117,0.000000,0.000000
-4900,25422097.000000,0.027661,146674.500000,275.000000,0.000000,0.000000,0.000000,0.000000,0.000000,69,0.979064,0.917974,0.000000,0.000000
-4850,29520683.000000,0.028338,143899.500000,276.500000,1.324503,0.000000,0.000000,0.000000,0.000000,80,0.977770,0.907163,0.000000,0.000000
-4800,33346254.000000,0.029303,134126.000000,275.000000,0.995025,0.000000,0.000000,0.000000,0.000000,123,0.981142,0.922967,0.000000,0.000000
-4750,37331992.000000,0.030347,124720.000000,250.000000,0.796813,0.000000,0.000000,0.000000,0.000000,143,0.979122,0.914294,0.000000,0.000000
-4700,41225783.000000,0.030587,125800.000000,246.000000,0.664452,0.000000,0.000000,0.000000,0.000000,161,0.983113,0.931998,0.000000,0.000000
-4650,45364959.000000,0.031274,126226.500000,244.500000,0.569801,0.000000,0.000000,0.000000,0.000000,177,0.974357,0.912675,0.000000,0.000000
-4600,49746941.000000,0.032823,120478.500000,245.000000,0.498753,0.000000,0.000000,0.000000,0.000000,190,0.976068,0.920011,0.000000,0.000000
-4550,54386089.000000,0.034020,127063.500000,248.000000,0.443459,0.000000,0.000000,0.000000,0.000000,215,0.975221,0.915577,0.000000,0.000000
-4500,58710847.000000,0.033660,140382.000000,253.000000,0.598802,0.000000,0.000000,0.000000,0.000000,218,0.968192,0.887526,0.000000,0.000000
-4450,62464276.000000,0.035283,131004.000000,246.000000,0.725953,0.000000,0.000000,0.000000,0.000000,230,0.974350,0.904819,0.000000,0.000000
-4400,66154355.000000,0.035105,140565.000000,246.000000,0.665557,0.000000,0.000000,0.000000,0.000000,245,0.970773,0.902164,0.000000,0.000000
-4350,70649760.000000,0.035465,147803.000000,243.500000,0.614439,0.000000,0.000000,0.000000,0.000000,261,0.970740,0.916610,0.000000,0.000000
-4300,74845635.000000,0.035856,154372.000000,246.000000,0.570613,0.000000,0.000000,0.000000,0.000000,262,0.970797,0.901047,0.000000,0.000000
-4250,78501839.000000,0.033671,162491.000000,250.000000,0.532623,0.000000,0.000000,0.000000,0.000000,264,0.966060,0.892882,0.000000,0.000000
-4200,82019885.000000,0.034273,162115.000000,246.000000,0.499376,0.000000,0.000000,0.000000,0.000000,274,0.963224,0.879100,0.000000,0.000000
-4150,85517016.000000,0.036288,167293.000000,242.500000,0.470035,0.000000,0.000000,0.000000,0.000000,275,0.973327,0.900386,0.000000,0.000000
-4100,90777425.000000,0.036467,167443.000000,239.000000,0.443951,0.000000,0.000000,0.000000,0.000000,288,0.964074,0.867712,0.000000,0.000000
-4050,94016608.000000,0.036361,180180.000000,238.000000,0.420610,0.000000,0.000000,0.000000,0.000000,296,0.964371,0.879382,0.000000,0.000000
-4000,98068458.000000,0.038172,148102.000000,231.000000,0.399600,0.000000,0.000000,0.000000,0.000000,306,0.968227,0.892523,0.000000,0.000000
-3950,105044609.000000,0.040705,143901.500000,233.500000,0.380590,0.000000,0.000000,0.000000,0.000000,314,0.975438,0.913908,0.000000,0.000000
-3900,113073543.000000,0.042591,146479.000000,233.000000,0.363306,0.000000,0.000000,0.000000,0.000000,320,0.970931,0.893418,0.000000,0.000000
-3850,120997506.000000,0.044759,139411.000000,236.000000,0.347524,0.000000,0.000000,0.000000,0.000000,320,0.968008,0.888877,0.000000,0.000000
-3800,129256665.000000,0.048706,136177.500000,237.500000,0.333056,0.000000,0.000000,0.000000,0.000000,324,0.970187,0.897571,0.000000,0.000000
-3750,140170298.000000,0.052048,131788.000000,239.000000,0.399680,0.000000,0.000000,0.000000,0.000000,324,0.975986,0.914330,0.000000,0.000000
-3700,150761303.000000,0.052810,126064.000000,242.500000,0.384320,0.000000,0.000000,0.000000,0.000000,324,0.972760,0.916527,0.000000,0.000000
-3650,159987518.000000,0.054471,101370.000000,242.500000,0.370096,0.000000,0.000000,0.000000,0.000000,324,0.967738,0.878795,0.000000,0.000000
